doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics
10.4236/ijcm.2018.95038,abstract_only,yes,no,other,not_applicable,yes,review,TRP ion channels | calcium signaling | pathomechanism | genetic polymorphisms
10.1016/0022-3956(95)00040-2,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational_study_not_interventional,personality disorders | psychiatric comorbidity | CFS diagnosis | cross-sectional comparison
10.1016/s0140-6736(15)01223-4,abstract_only,yes,no,retrospective_cohort,not_applicable,yes,secondary_analysis,mortality | suicide risk | observational study | cohort analysis
10.1111/j.1651-2227.2010.01701.x,abstract_only,yes,no,cross_sectional,not_applicable,no,,hormonal alterations | HPA axis | autonomic dysfunction | adolescent ME/CFS | osmolality
10.1097/00005768-200210000-00023,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS | graded exercise therapy | deconditioning | exercise capacity
10.1159/000324349,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|eicosapentaenoic acid|neurological disorders|genetics
pmid_12660567,abstract_only,no,no,other,not_applicable,yes,editorial,vaccine adjuvants | macrophagic myofasciitis | chronic fatigue syndrome etiology
10.3390/diagnostics9020041,abstract_only,yes,no,cross_sectional,not_applicable,yes,,biomarkers|creatine kinase|ME/CFS pathology|laboratory diagnostics
pmid_18580855,abstract_only,yes,no,cross_sectional,not_applicable,no,,immune biomarkers | nitrosative stress | gut permeability | oxidative stress | comorbidity
10.1089/cmb.2007.0041,abstract_only,yes,no,other,not_applicable,yes,review,pathway analysis | bioinformatics | gene expression | disease classification
10.1017/s0033291706008099,abstract_only,no,no,observational_cohort,not_applicable,no,,fatigue|work disability|occupational outcomes|prognostic study
pmid_18063928,abstract_only,yes,yes,case_series,not_applicable,no,,gut permeability|leaky gut|antioxidants|immunoglobulin therapy|endotoxin translocation
10.1080/08870446.2013.863885,abstract_only,no,no,not_applicable,not_applicable,yes,,psychometrics|questionnaire|validation
10.36315/2021inpact027,abstract_only,yes,no,cross_sectional,not_applicable,yes,,chronic fatigue syndrome | psychological flexibility | mindfulness | well-being | observational study
10.1136/adc.2008.143537,abstract_only,yes,no,cross_sectional,not_applicable,yes,,school attendance | physical function | pediatric ME/CFS | anxiety | fatigue
10.4103/0253-7613.81506,abstract_only,no,no,other,not_applicable,yes,,animal model | forced swim test | antidepressants | oxidative stress
10.1007/bf02267980,abstract_only,yes,yes,case_control,not_applicable,no,,orthostatic hypotension | sodium chloride therapy | pathophysiology | renin-angiotensin system
10.1186/1756-0500-4-139,abstract_only,yes,no,observational_cohort,not_applicable,yes,secondary_analysis,disease register | cohort recruitment | case definitions | natural history
10.1096/fasebj.20.5.lb124-a,abstract_only,yes,no,cross_sectional,not_applicable,yes,,biomarkers | cytokines | methods | diagnostics
10.1016/0002-9343(91)90150-v,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,ME/CFS diagnosis | psychiatric comorbidity | somatization | diagnostic study
10.1111/j.1749-6632.2001.tb05819.x,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|sensitization|psychobiological mechanisms|subjective health complaints|chronic fatigue
10.1016/j.bbi.2017.01.007,abstract_only,yes,no,other,not_applicable,yes,review,genetics|polymorphisms|fatigue|systematic review
10.48550/arxiv.2404.04345,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,wearable sensor | disease severity | objective measurement | ME/CFS | Long COVID
10.1002/(sici)1097-4679(199711)53:7<635::aid-jclp1>3.0.co;2-h,abstract_only,yes,no,cross_sectional,not_applicable,yes,,metamemory|cognitive dysfunction|memory impairment|ME/CFS
10.1067/mpd.2002.122725,abstract_only,yes,no,cross_sectional,not_applicable,no,,ME/CFS|orthostatic intolerance|cerebral hemodynamics|postural response|biomarkers
10.1136/qhc.11.4.e2,abstract_only,no,no,other,not_applicable,yes,review,medical quality improvement | patient safety | healthcare systems
10.1542/peds.2004-1515,abstract_only,yes,no,cross_sectional,not_applicable,no,,connective tissue|joint hypermobility|blood pressure|arterial stiffness|biomarkers
10.1113/eph8602244,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,corticospinal inhibition | motor control | TMS | neurophysiology | pathophysiology
10.4045/tidsskr.08.0576,abstract_only,no,no,other,not_applicable,yes,editorial,vaccine safety | meningococcal vaccine | adverse event concern
10.1186/s12967-023-04636-z,abstract_only,yes,no,retrospective_cohort,not_applicable,yes,secondary_analysis,ME/CFS risk factors | infection | retrospective cohort | epidemiology
10.33696/immunology.7.219,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|Long COVID|autoimmunity|mechanistic hypothesis|neoantigen
10.1016/s0022-3999(99)00013-6,abstract_only,yes,no,case_control,not_applicable,yes,,family history | case-control study | psychiatric comorbidity | epidemiology
10.1002/cpp.793,abstract_only,yes,yes,rct,phase_2,no,,mindfulness-based cognitive therapy | CBT augmentation | fatigue reduction | pilot RCT
pmid_11366542,abstract_only,yes,yes,case_series,not_applicable,no,,elderberry|chondroitin|glucosamine|HIV|antiviral
10.1016/j.ygeno.2008.08.008,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,neuroendocrine | immune function | network analysis | HPA axis | biomarkers
pmid_2797553,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|review|pathogenesis|management
10.1027/1015-5759/a000281,abstract_only,yes,no,cross_sectional,not_applicable,yes,,personality disorder | temperament | cross-sectional assessment
10.3390/antiox10071010,abstract_only,yes,yes,rct,phase_2,no,,melatonin|zinc supplementation|fatigue|sleep|quality of life
10.2196/jmir.6019,abstract_only,yes,no,other,not_applicable,yes,review,qualitative research | privacy | online communities | ME/CFS patients
10.3389/fmed.2022.862953,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|post-infection fatigue|editorial
10.1007/978-3-031-55529-9_20,abstract_only,yes,no,other,not_applicable,yes,review,microglia|sleep disorders|ME/CFS|neuroinflammation|review chapter
10.1111/j.1745-7599.1994.tb00911.x,abstract_only,yes,no,other,not_applicable,yes,review,CFS diagnosis | management | etiology
10.1136/bmj.307.6898.264-d,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS | sleep disorders | polysomnography
10.1080/21641846.2018.1503125,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS | EBV serology | systematic review | case definition
10.1038/npre.2012.6847.1,abstract_only,yes,no,other,not_applicable,yes,review,oxidative stress|mitochondrial dysfunction|chronic fatigue syndrome|gulf war illness|multisystem illness
10.1080/21641846.2019.1600825,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,case definitions | diagnostic criteria | functional impairment assessment
10.1136/bmj.308.6931.798,abstract_only,no,no,other,not_applicable,yes,editorial,ME/CFS awareness | medical journalism | physician skepticism
10.4137/cmpsy.s704,abstract_only,yes,no,cross_sectional,not_applicable,no,,sleep quality | thalamic volume | neuroimaging | biomarkers
10.2139/ssrn.4332223,abstract_only,yes,no,cross_sectional,not_applicable,no,,autoantibodies|selenoprotein|thyroid hormone|selenium deficiency|biomarker study
pmid_17693977,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational,immune activation | CD69 expression | T cell dysfunction | NK cell dysfunction | biomarker
10.3390/jcm15020805,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS overview | severe disease | diagnostic testing | post-infectious disease
10.1016/j.bbr.2024.114868,abstract_only,no,no,other,not_applicable,yes,review,neuroinflammation | COVID-19 | long COVID | ME/CFS mechanism
10.1136/jme-2023-109627,abstract_only,yes,no,other,not_applicable,yes,editorial,ethics | psychotherapy | ME/CFS | professional practice | patient-centered care
10.1093/cid/ciaa1886,abstract_only,yes,no,observational_cohort,not_applicable,no,,ME/CFS risk factors | infectious mononucleosis | prospective cohort | immune dysfunction | behavioral predictors
10.1016/s1388-2457(00)00444-2,abstract_only,yes,no,cross_sectional,not_applicable,yes,,motor cortex|TMS|neurophysiology|biomarker
10.1300/j092v07n01_06,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS etiology | silicone implants | chronic fatigue | epidemiology
10.5694/j.1326-5377.1995.tb124593.x,abstract_only,yes,no,cross_sectional,not_applicable,no,,organochlorine exposure | biomarkers | etiology | environmental toxins
10.1016/j.genhosppsych.2026.05.015,abstract_only,yes,no,retrospective_cohort,not_applicable,yes,secondary_analysis,ME/CFS|mental health|observational study|predictive modeling|registry analysis
10.1007/s00112-025-02222-9,abstract_only,yes,no,other,not_applicable,yes,guideline,ME/CFS|pediatric|post-acute infection|clinical management|pacing
10.1186/1472-6882-7-12,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,CAM utilization | epidemiology | survey
10.3748/wjg.v21.i1.102,abstract_only,yes,no,other,not_applicable,yes,review,fecal microbiota transplantation | dysbiosis | chronic fatigue syndrome | review
10.1186/1471-244x-6-53,abstract_only,yes,no,case_control,not_applicable,no,,activity levels | premorbid functioning | physical activity | case-control study
10.1017/s0033291708004960,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational_study_no_intervention,neuropsychological function | cognitive impairment | quality of life | illness perception | mood
10.1016/j.autrev.2026.104043,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|conference report|expert perspectives|therapeutic trials
10.1186/1477-7525-1-74,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,medication use | symptom management | observational survey
10.1016/j.bbih.2026.101222,abstract_only,yes,no,observational_cohort,not_applicable,yes,secondary_analysis,cognitive dysfunction | measurement validation | quality of life assessment
10.1016/j.autrev.2025.103855,abstract_only,yes,no,other,not_applicable,yes,editorial,autoantibodies|GPCRs|biomarkers|ME/CFS|post-COVID
10.1186/s13030-014-0027-8,abstract_only,yes,yes,rct,phase_2,no,,isometric yoga | fatigue | pain relief | therapy-resistant CFS | add-on intervention
10.1007/s12671-018-0945-9,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,self-compassion | adherence | stress | observational study
10.1378/chest.102.6.1716,abstract_only,yes,no,other,not_applicable,no,,skeletal muscle metabolism | exercise physiology | phosphocreatine | ATP | NMR spectroscopy
10.1371/journal.pone.0159351,abstract_only,yes,no,cross_sectional,not_applicable,yes,,neuroimaging | fMRI | salience network | pathophysiology
10.1097/md.0000000000023946,abstract_only,yes,no,other,not_applicable,yes,protocol,systematic review | meta-analysis protocol | acupoint catgut embedding
10.1186/s12967-025-07203-w,abstract_only,yes,no,case_control,not_applicable,yes,,biomarkers|diagnostics|epigenetics|EpiSwitch|retrospective case-control
10.1080/21641846.2017.1299077,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,case definition|diagnostic criteria|symptom assessment|patient cohort comparison
10.1542/peds.107.3.e35,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,psychological adjustment | coping strategies | psychosocial functioning | adolescent CFS
pmid_9082825,abstract_only,yes,no,cross_sectional,not_applicable,yes,,diagnostic test|auditory brainstem response|neurophysiology
10.32388/zigiwp,abstract_only,no,no,not_applicable,not_applicable,yes,editorial,commentary|review|pathophysiology
10.1111/joim.12431,abstract_only,no,no,other,not_applicable,yes,editorial,editorial|rehabilitation|ME/CFS
10.1080/09540260600583015,abstract_only,yes,yes,other,not_applicable,no,,ME/CFS|fatty acids|EPA|MRI|brain structure
10.1177/1742395313478220,abstract_only,yes,no,cross_sectional,not_applicable,no,,energy envelope theory | coping strategies | symptom patterns | post-exertional malaise
10.1016/j.psyneuen.2014.06.021,abstract_only,yes,no,cross_sectional,not_applicable,no,,stress management | cortisol | HPA axis | post-exertional malaise | cross-sectional study
10.1016/j.socscimed.2003.08.031,abstract_only,yes,no,other,not_applicable,yes,editorial,history | race | epidemiology | disparities
10.1111/j.1600-0447.2008.01200.x,abstract_only,no,no,cross_sectional,not_applicable,yes,,causal_attribution|illness_perception|chronic_fatigue|cross_cultural_comparison
10.2196/54321,abstract_only,no,no,other,not_applicable,yes,review,NLP analysis | patient experience | modafinil | sentiment analysis
10.2177/jsci.16.64,abstract_only,yes,no,case_series,not_applicable,yes,case_report,ME/CFS diagnosis | CD4/CD8 ratio | immune dysfunction | case report
10.3389/conf.fimmu.2013.02.01009,abstract_only,no,no,other,not_applicable,yes,editorial,event_management|academic_scheduling
10.1111/j.1365-2982.2012.01993.x,abstract_only,yes,no,other,not_applicable,yes,review,functional syndromes | pathophysiology | pain mechanisms | comorbidity | ME/CFS
10.1371/journal.pone.0081155,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,autoimmunity | HSP60 | biomarkers | immunology
10.1016/j.zefq.2025.01.006,abstract_only,yes,no,other,not_applicable,yes,review,long COVID|ME/CFS|qualitative analysis|healthcare barriers|patient perspectives
10.3389/fdgth.2025.1662255,abstract_only,yes,yes,cross_sectional,not_applicable,no,,wearable technology | mobile app | symptom tracking | self-management | energy monitoring
10.3760/cma.j.issn.1007-1245.2006.22.018,abstract_only,yes,yes,rct,phase_2,no,,Chinese medicine | herbal treatment | CFS/ME | randomized trial | ATP comparison
10.3389/fpsyg.2022.1051910,abstract_only,no,no,cross_sectional,not_applicable,yes,,intelligence|overexcitability|epidemiology|prevalence
10.1080/13548506.2023.2195670,abstract_only,yes,no,cross_sectional,not_applicable,no,,sensory hypersensitivities|symptom prevalence|ME/CFS characteristics|quality of life|comparative analysis
10.1207/s15324826an0801_5,abstract_only,yes,no,case_control,not_applicable,no,,cognitive function | post-exertional malaise | exercise response | twin study | neuropsychological assessment
10.1111/joim.12161,abstract_only,yes,no,cross_sectional,not_applicable,no,,ME/CFS|POTS|autonomic dysfunction|comorbidity|hemodynamics
10.1007/s11136-021-02919-w,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS|pediatric|quality of life|parent-child agreement|symptomatology
pmid_20949245,abstract_only,yes,no,other,not_applicable,yes,review,HPA axis|pathogenesis|CFS pathophysiology|endocrinology
10.1515/sjpain-2018-0075,abstract_only,yes,no,case_control,not_applicable,yes,secondary_analysis,exercise-induced hyperalgesia | complement system | immune dysfunction | pain modulation | post-exertional malaise
10.5402/2013/978250,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,ME/CFS|epidemiology|childhood adversity|risk factors
10.3389/fmed.2021.688159,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS natural history | disease framework | prevention | post-viral fatigue
10.1016/s0022-3956(96)00054-4,abstract_only,yes,no,retrospective_cohort,not_applicable,no,,ME/CFS natural history | sick building syndrome | prognosis | follow-up study
10.1080/21641846.2015.1035519,abstract_only,yes,no,other,not_applicable,yes,review,coping|qualitative|meta-ethnography|self-management|psychological
10.1177/1742395317746470,abstract_only,yes,no,cross_sectional,not_applicable,yes,,energy envelope theory | symptom management | observational analysis
10.3390/ijms22052580,abstract_only,no,no,other,not_applicable,yes,,preclinical|mouse model|TGF-beta|dopamine|fatigue mechanism
10.1101/2024.08.02.24311436,abstract_only,yes,no,retrospective_cohort,not_applicable,no,,orthostatic intolerance | cerebral blood flow | cardiac output | tilt testing | pathophysiology
10.1016/j.jpsychores.2011.08.001,abstract_only,yes,yes,non_randomized_trial,not_applicable,no,,CBT|acceptance|psychological intervention|fatigue|functioning
10.2196/preprints.11215,abstract_only,yes,no,other,not_applicable,yes,review,EMA methodology | mood assessment | stress measurement | mobile health
10.1080/08870440802403863,abstract_only,yes,no,cross_sectional,not_applicable,yes,,personality|perfectionism|neuroticism|psychological|observational
10.1128/cdli.12.1.52-55.2005,abstract_only,yes,no,case_control,not_applicable,no,,cerebrospinal fluid | cytokines | neuroinflammation | biomarkers
10.7326/acpjc-2016-164-10-055,abstract_only,yes,no,other,not_applicable,yes,review,exercise therapy | chronic fatigue syndrome | review
10.1051/medsci/2026036,abstract_only,no,no,not_applicable,not_applicable,yes,review,post-COVID|neurological sequelae|long COVID|neuroinflammation|review
10.1136/bmj.314.7095.1663,abstract_only,yes,yes,rct,not_applicable,no,,graded aerobic exercise | ME/CFS | rehabilitation | RCT | exercise therapy
10.1055/a-2818-3438,abstract_only,yes,yes,other,not_applicable,no,,pacing|energy management|symptom management|rehabilitation
10.1080/j003v17n02_05,abstract_only,yes,yes,case_series,not_applicable,no,,occupational therapy | rehabilitation | assessment | case study | functional capacity
10.3390/nu17010095,abstract_only,no,no,other,not_applicable,yes,review,creatine|narrative review|clinical populations
10.2196/preprints.82633,abstract_only,yes,no,rct,not_applicable,yes,protocol,ME/CFS | post-COVID fatigue | lingzhi supplement | RCT protocol
10.2177/jsci.16.324,abstract_only,yes,no,case_series,not_applicable,yes,case_series,ME/CFS diagnosis | differential diagnosis | Sjögren's syndrome | myasthenia gravis | clinical presentation
10.1186/s12967-021-02833-2,abstract_only,yes,no,other,not_applicable,yes,editorial,pathophysiology|autonomic nervous system|β2-adrenergic receptors|muscle metabolism|hypothesis
10.1016/j.bbih.2022.100412,abstract_only,yes,no,other,not_applicable,yes,review,circadian rhythm | TGFB | long COVID | pathophysiology | chronobiology
10.1016/0140-6736(91)91440-6,abstract_only,yes,no,cross_sectional,not_applicable,yes,,immune activation | flow cytometry | CD8 cells | immunological markers
10.1001/archinte.153.5.661a,abstract_only,yes,no,other,not_applicable,yes,editorial,HHV-6|chronic fatigue syndrome|Lake Tahoe|virology|epidemiology
pmid_1654150,abstract_only,no,no,cross_sectional,not_applicable,yes,,infectious mononucleosis | EBV | HHV-6 | serology | virus co-infection
10.1016/j.bbi.2014.12.025,abstract_only,yes,no,cross_sectional,not_applicable,no,,cytokine expression | inflammation | adolescent CFS | biomarkers | cross-sectional study
10.1002/1520-6629(199310)21:4<339::aid-jcop2290210410>3.0.co;2-1,abstract_only,yes,no,other,not_applicable,yes,review,epidemiology|prevalence|screening|identification|CFS-diagnosis
10.1097/ipc.0b013e31822949c8,abstract_only,yes,no,other,not_applicable,yes,review,XMRV|retrovirus|etiology|antiretroviral|narrative review
10.62607/smt.v93i4.42347,abstract_only,yes,no,other,not_applicable,yes,review,case definitions | ME/CFS diagnostic criteria | IOM recommendations | study methodology
10.1038/s41598-020-76438-y,abstract_only,yes,no,cross_sectional,not_applicable,no,,biomarkers | microRNA | post-exertional malaise | pathophysiology | diagnostic signatures
10.1164/rccm.200403-357oc,abstract_only,no,no,other,not_applicable,no,,rhinosinusitis | neural responses | hypertonic saline
10.1186/s12967-024-05410-5,abstract_only,yes,no,observational_cohort,not_applicable,yes,,ME/CFS | post-exertional malaise | cardiopulmonary exercise test | physiological dysfunction | observational study
10.3389/fpsyg.2018.01468,abstract_only,yes,no,cross_sectional,not_applicable,yes,,vision|reading|crowded acuity|observational
10.37489/2587-7836-2023-4-3-14,abstract_only,yes,no,other,not_applicable,yes,review,placenta extract | biogenic stimulants | chronic fatigue syndrome | peptide pharmacology
10.1371/journal.pone.0117136,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,sleep|napping|cognitive dysfunction|fatigue severity
10.1186/1742-4690-8-s2-o11,abstract_only,no,no,other,not_applicable,yes,editorial,XMRV|retrovirus|contamination|CFS|commentary
10.1093/cid/ciw767,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,biomarkers | gene expression | viral pathogen | immune dysregulation
10.1097/jwh.0000000000000121,abstract_only,no,no,other,not_applicable,yes,editorial,chronic pain | pain neuroscience | diagnostic labels
10.1007/s12035-023-03784-z,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,biomarkers|kynurenine pathway|cytokines|proteomics
10.1002/pmrj.12867,abstract_only,no,no,other,not_applicable,yes,review,yoga | rheumatic diseases | systematic review | meta-analysis
10.1300/j092v04n01_06,abstract_only,yes,no,cross_sectional,not_applicable,no,,ME/CFS|gastrointestinal|functional bowel disease|quality of life|symptom assessment
pmid_2856301,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|Epstein-Barr virus|etiology|review
10.1186/s12906-025-04882-2,abstract_only,yes,yes,other,not_applicable,no,,ME/CFS|animal model|herbal treatment|serotonin|central fatigue
10.17226/19012,abstract_only,yes,no,other,not_applicable,yes,guideline,ME/CFS diagnosis | diagnostic criteria | SEID | clinical guidelines
10.1093/brain/awn358,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS | CBT | letter/commentary
10.3389/fimmu.2018.02421,abstract_only,yes,no,other,not_applicable,yes,secondary_analysis,B cell biology | CD24 expression | energy metabolism | immunology
10.5281/zenodo.17684276,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS diagnosis | ethnic disparities | socioeconomic disparities | treatment equality | CBT effectiveness
10.1186/1476-5918-4-10,abstract_only,yes,yes,observational_cohort,not_applicable,no,,exercise intolerance | activity monitoring | post-exertional malaise | walking program | accelometry
10.1212/wnl.43.12.2645,abstract_only,yes,no,cross_sectional,not_applicable,no,,folate deficiency | biomarker | nutritional status
pmid_12635882,abstract_only,no,no,other,not_applicable,yes,editorial,magnesium depletion | chronobiology | chronic fatigue syndrome
10.3109/13590849009003131,abstract_only,no,no,case_series,not_applicable,no,,giardiasis | chronic fatigue | parasitic infection
10.1016/s0306-9877(03)00185-3,abstract_only,no,no,other,not_applicable,yes,editorial,environmental medicine | somatoform disorders | etiology
10.5772/29415,abstract_only,yes,no,other,not_applicable,yes,review,cardiac dysfunction | small heart syndrome | CFS etiology | cardiovascular pathophysiology
10.1046/j.1365-2265.1998.00418.x,abstract_only,yes,no,cross_sectional,not_applicable,yes,,hypothalamic-pituitary-adrenal axis | ACTH test | neuroendocrine dysfunction | diagnostic biomarker
10.1016/j.psychres.2010.09.016,abstract_only,yes,no,cross_sectional,not_applicable,no,,perfectionism|psychological_factors|fatigue_severity|depression|cognitive-behavioral_therapy
10.1080/10852352.2014.973242,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS disability | activity measurement | diagnostic criteria operationalization
10.3390/diagnostics8020034,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS diagnosis | Dutch Health Council | policy | guidelines
10.1300/j092v01n01_04,abstract_only,yes,yes,case_series,unclear,no,,Ampligen|immunotherapy|HHV-6|exercise tolerance|cognitive function
10.1016/s0306-9877(03)00103-8,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|depression|psychiatric_comorbidity|sickness_behavior
10.1136/bmj.324.7330.131,abstract_only,no,no,other,not_applicable,yes,editorial,ME/CFS management | policy | recognition
10.3822/ijtmb.v19i1.1349,abstract_only,yes,yes,case_series,not_applicable,no,,ME/CFS|chronic fatigue syndrome|mindbody therapy|fascial mobilization|emotional somatic release
pmid_23422476,abstract_only,yes,no,cross_sectional,not_applicable,yes,cross_sectional,ME/CFS pathology | gut inflammation | HERV proteins | plasmacytoid dendritic cells | immunoreactivity
10.1016/j.bbi.2012.11.007,abstract_only,yes,no,cross_sectional,not_applicable,no,,immune response|exercise physiology|gene expression|biomarkers|comparative study
10.1111/acps.12182,abstract_only,yes,no,other,not_applicable,yes,review,pathophysiology | inflammation | immune activation | tryptophan catabolism | ME/CFS
10.1097/ajp.0000000000000099,abstract_only,yes,no,other,not_applicable,yes,review,exercise|chronic pain|ME/CFS|fibromyalgia|recovery
10.1682/jrrd.2014.03.0086,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS|biomechanics|physical function|timed loaded standing test|cross-sectional comparison
10.3892/mmr.2011.447,abstract_only,yes,no,case_control,not_applicable,yes,review,immunology|NK cells|KIR receptors|HLA ligands|pathophysiology
10.1037/0022-006x.76.1.163,abstract_only,yes,yes,other,not_applicable,no,,CBT implementation | clinical practice | treatment outcomes | mental health setting
pmid_38160303,abstract_only,no,no,other,not_applicable,yes,,microbiome|computational_tool|ME/CFS_cohort
10.1186/ar2425,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,sleep architecture | polysomnography | ME/CFS | fibromyalgia
10.1016/j.jpsychores.2014.02.002,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS|sleep|EEG|polysomnography|fatigue-mechanisms
pmid_12599847,abstract_only,no,no,other,not_applicable,yes,,disability pension | syndrome diagnosis | registry study
10.1056/id200910210000002,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS etiology | retrovirus hypothesis | review article
10.1300/j092v07n03_04,abstract_only,yes,yes,case_series,not_applicable,no,,inpatient management | diagnostic assessment | severe ME/CFS | functional outcomes | rehabilitation
10.18103/mra.v10i6.2858,abstract_only,yes,no,cross_sectional,not_applicable,no,,orthostatic intolerance | deconditioning | cardiopulmonary exercise testing | cerebral blood flow | hemodynamics
10.6084/m9.figshare.5211760,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,CFS/ME specialist services | treatment outcomes | cohort follow-up | patient-reported outcomes | health improvement
10.1590/s1413-81232011000400012,abstract_only,yes,no,other,not_applicable,yes,review,neuroimaging | ME/CFS diagnosis | cerebral abnormality | psychosocial factors
10.1080/07399332.2021.1925900,abstract_only,no,no,other,not_applicable,yes,editorial,symbolic violence | discourse analysis | social stigma
10.1016/j.eurpsy.2017.01.1532,abstract_only,yes,no,cross_sectional,not_applicable,yes,,activity measurement | CFS assessment | instrument development
10.1111/imj.23_15766,abstract_only,yes,yes,case_series,not_applicable,no,,colchicine|spironolactone|inflammasome|clinical improvement
10.1300/j092v08n02_06,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,modafinil|fatigue|neurological disorders|chart review
10.3389/fneur.2023.1082473,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS mechanisms | neuroinflammation | post-viral fatigue | long COVID
10.1177/1359105317707531,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|cognitive behaviour therapy|graded exercise therapy|PACE trial|commentary
10.2169/internalmedicine.3218-19,abstract_only,yes,yes,case_series,not_applicable,no,,ME/CFS | Japanese traditional medicine | shosaikota | pediatric | case report
10.1155/2011/787394,abstract_only,no,no,other,not_applicable,yes,review,XMRV|retrovirus|laboratory contamination|CFS etiology
10.1016/j.vaccine.2017.06.031,abstract_only,yes,no,retrospective_cohort,not_applicable,yes,observational,HPV vaccination | CFS/ME epidemiology | safety surveillance | register-based study
10.62607/smt.v93i4.42308,abstract_only,no,no,other,not_applicable,yes,editorial,ME/CFS care situation | healthcare access | policy commentary
10.1007/s10354-026-01155-6,abstract_only,yes,no,other,not_applicable,yes,guideline,ME/CFS|home care|caregiving|symptom management|palliative care
10.1016/j.ajp.2010.12.001,abstract_only,yes,no,cross_sectional,not_applicable,yes,,personality|neuroticism|conscientiousness|fatigue severity|psychological factors
10.1002/cpp.2367,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,metacognitions|symptom control|psychometric validation|CFS|comorbid anxiety
10.1177/153537020322800206,abstract_only,yes,no,cross_sectional,not_applicable,yes,,heart rate variability | orthostatic stress | diagnostic biomarker | autonomic dysfunction
10.4081/reumatismo.2009.285,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,ME/CFS demographics | clinical characteristics | Italian population | survey study
10.1212/nxi.0000000000001113,abstract_only,yes,no,cross_sectional,not_applicable,no,,neuroinflammation|TSPO|PET imaging|biomarkers|pathophysiology
10.1159/000163999,abstract_only,yes,no,case_series,not_applicable,yes,case_series,ME/CFS | stealth virus | encephalopathy | case reports | neuropathology
10.1080/21641846.2015.1106176,abstract_only,yes,no,cross_sectional,not_applicable,no,,sleep disturbances | polysomnography | objective sleep parameters | ME/CFS phenotyping
10.1097/00005053-199701000-00010,abstract_only,no,no,unclear,not_applicable,yes,,noise|stress|chronic fatigue
10.1016/s0924-9338(14)78232-x,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS | risk perception | psychological bias | health behavior
10.3390/medicina57101012,abstract_only,no,no,other,not_applicable,yes,review,ME/CFS overview | narrative review | guidelines | patient perspectives | prevention
10.1080/21641846.2024.2303887,abstract_only,yes,no,other,not_applicable,yes,review,internet use | social support | online communities | patient experience
10.1016/s0924-9338(00)94855-7,abstract_only,yes,yes,unclear,unclear,no,,ME/CFS|neurasthenia|medication|psychiatry|therapeutic outcomes
