doi,study_design,confidence
10.1249/00005768-199305001-00094,observational,medium
10.1214/24-ejs2222,other,high
10.1248/bpb.b19-00009,other,high
10.1234/jgpt.v3i2.349,other,high
10.1249/00005768-199505001-00177,case_series,high
10.1248/bpb.34.354,other,high
10.1249/00005768-200505001-01743,observational,high
10.1249/00005768-200405001-01314,non_randomized_trial,high
10.1248/bpb.b19-00616,other,high
10.1249/00005768-200605001-01259,observational,high
10.1249/00005768-200605001-02398,case_series,high
10.1249/01.mss.0000058360.61448.6c,observational,high
10.1249/01.mss.0000062828.48337.44,other,high
10.1249/00005768-200605001-02399,observational,high
10.1249/01.mss.0000058438.25278.33,observational,high
10.1249/01.mss.0000069510.58763.e8,observational,high
10.1249/01.mss.0000179921.48404.ef,non_randomized_trial,high
10.1249/01.mss.0000181680.35503.ce,observational,high
10.1249/01.mss.0000128184.57911.21,other,high
10.1249/01.mss.0000274761.36146.5f,observational,high
10.1249/00005768-200605001-00571,observational,high
10.1249/01.mss.0000274760.28522.df,observational,high
10.1249/01.mss.0000355322.61578.e7,observational,high
10.1249/01.mss.0000400896.52640.52,observational,medium
10.1249/01.mss.0000476560.85673.81,observational,high
10.1249/01.mss.0000476561.62802.88,rct,high
10.1249/01.mss.0000477153.95274.bc,non_randomized_trial,high
10.1249/01.mss.0000485353.37124.aa,observational,high
10.1249/01.mss.0000486153.17319.06,observational,high
10.1249/01.mss.0000517145.84069.44,observational,high
10.1249/01.mss.0000495526.97940.0a,crossover,high
10.1249/01.mss.0000535866.44178.11,observational,high
10.1249/01.mss.0000519479.78263.d1,observational,medium
10.1249/01.mss.0000538712.91111.69,observational,high
10.1249/01.mss.0000675296.08816.68,observational,high
10.1249/01.mss.0000679540.68177.0f,observational,high
10.1249/01.mss.0000878040.35829.4e,observational,high
10.1249/01.mss.0000981104.11713.e0,observational,high
10.1249/01.mss.0000882640.56534.fe,observational,high
10.1249/01.mss.0000142406.79093.90,observational,high
10.1249/01.mss.0000762864.68507.3a,observational,high
10.1249/01.mss.0000981076.43817.c0,case_series,high
10.1249/01.mss.0001060360.80310.99,case_series,high
10.1249/01.mss.0001054112.23253.0a,observational,high
10.1249/01.mss.0000981320.13705.b1,case_series,high
10.1249/01.mss.0001154540.80808.f0,observational,medium
10.1249/01.mss.0001155392.02552.12,observational,high
10.1249/fit.0000000000000876,unclear,low
10.1249/01.mss.0001161516.33476.0b,case_series,high
10.1249/fit.0b013e318201ca17,other,low
10.1249/fit.0b013e318201c22d,other,high
10.1249/mss.0000000000000983,crossover,high
10.1249/mss.0000000000000990,other,high
10.1249/mss.0000000000002421,observational,high
10.1249/mss.0000000000000957,non_randomized_trial,high
10.1249/mss.0b013e3181b11bc7,observational,high
10.1249/mss.0000000000003891,observational,high
10.1253/circrep.cr-22-0114,case_series,high
10.1258/jrsm.2009.09k038,other,high
10.1258/135763302320939220,observational,high
10.1249/mss.0b013e3182417b9a,observational,medium
10.1258/shorts.2011.011016,other,high
10.1258/shorts.2011.011127,observational,high
10.1258/shorts.2011.011167,observational,high
10.1258/shorts.2012.012051,other,high
10.1258/shorts.2010.010042,case_series,high
10.1258/jicp.2011.011024,case_series,medium
10.1249/01.mss.0000983844.93238.9d,observational,high
10.1259/bjr.73.875.11144799,case_series,high
10.1259/bjr/85621779,observational,high
10.1259/bjr/93889091,observational,high
10.12659/ajcr.900314,case_series,high
10.12659/ajcr.896949,case_series,high
10.12659/msm.889333,non_randomized_trial,high
10.12659/msm.890423,case_series,high
10.12659/msm.881699,observational,high
10.12677/acm.2025.1561811,other,medium
10.12688/f1000research.18660.1,other,medium
10.12677/tcm.2025.147467,other,high
10.1272/jnms.66.239,case_series,high
10.12688/hrbopenres.13181.1,case_series,medium
10.12731/2658-6649-2023-15-5-951,other,high
10.12775/jehs.2022.12.09.084,other,high
10.12783/dtssehs/mess2016/9698,observational,high
10.12775/qs.2024.17.52946,other,high
10.12775/jehs.2026.88.69423,other,high
10.12775/jehs.2020.10.09.076,other,high
10.1289/ehp.02110s4597,other,high
10.12775/jehs.2025.85.66478,other,high
10.1289/ehp.02110s4607,other,high
10.1289/ehp.02110s4641,other,high
10.1289/ehp.02110s4591,other,high
10.12891/ceog5179.2019,case_series,high
10.1289/ehp.02110s4673,other,high
10.1292/jvms.11-0362,other,high
10.1289/ehp.99107s3469,other,high
10.12891/ceog3883.2017,case_series,high
10.12932/ap-200517-0086,observational,high
10.1289/ehp.97105s2417,case_series,high
10.12932/ap0733,observational,high
10.12932/ap0771,observational,high
10.12968/bjhc.2023.0034,other,high
10.12968/bjhc.2021.0095,other,high
10.12968/bjom.2012.20.6.389,other,high
10.12968/bjon.2006.15.12.21399,other,high
10.12968/bjon.1992.1.9.440,other,high
10.12968/bjon.2007.16.16.27071,other,low
10.12968/bjtr.1997.4.12.14326,other,medium
10.12968/bjha.2009.3.5.42368,unclear,high
10.12968/bjtr.1997.4.12.14327,case_series,medium
10.12968/bjon.2010.19.14.49051,other,medium
10.12968/bjsn.2009.4.2.40658,unclear,high
10.12968/bjtr.1998.5.2.14101,case_series,high
10.12968/bjtr.1997.4.12.14328,observational,medium
10.12968/bjtr.1998.5.4.14088,case_series,medium
10.12968/chhe.2023.4.4.165,other,high
10.12968/bjnn.2009.5.10.44669,other,high
10.12968/npre.2009.7.8.43686,other,high
10.12968/ijtr.2013.20.4.180,non_randomized_trial,high
10.12968/opti.2024.270.6986.28,other,high
10.12968/hmed.2006.67.sup9.21994,observational,medium
10.12968/ijtr.2016.0035,case_series,high
10.12968/pnur.2025.0098,other,low
10.12968/pnur.2003.14.6.276,other,medium
10.12970/2310-9874.2014.02.01.5,other,high
10.12988/bmgt.2014.3122,other,high
10.12968/pnur.2022.33.1.34,other,high
10.1300/j004v19n02_04,case_series,high
10.12991/201014445,other,high
10.1300/10911350802107652,observational,high
10.1300/j005v21n02_03,observational,medium
10.1300/j013v37n01_01,observational,high
10.1300/j010v30n03_05,other,high
10.1300/j015v14n03_16,other,high
10.1300/j092v01n01_04,case_series,high
10.1300/j079v34n02_04,case_series,high
10.1300/j045v18n01_03,other,high
10.1300/j092v01n01_06,case_series,high
10.1300/j092v01n02_03,case_series,high
10.1300/j092v01n02_02,other,high
10.1300/j092v01n02_05,observational,high
10.1300/j092v01n03_09,other,high
10.1300/j092v01n03_05,observational,high
10.1300/j092v01n03_10,case_series,high
10.1300/j092v01n03_23,other,low
10.1300/j092v01n03_24,case_series,medium
10.1300/j092v02n01_02,case_series,medium
10.1300/j092v01n03_17,observational,high
10.1300/j092v02n01_03,observational,high
10.1300/j092v02n02_04,crossover,high
10.1300/j092v01n01_05,observational,high
10.1300/j092v02n02_02,non_randomized_trial,medium
10.1300/j092v02n01_05,observational,high
10.1300/j092v02n04_02,case_series,high
10.1300/j092v02n04_03,observational,high
10.1300/j092v02n04_04,observational,high
10.1300/j092v03n01_02,unclear,low
10.1300/j092v03n01_04,observational,high
10.1300/j092v03n01_05,case_series,high
10.1300/j092v03n01_03,observational,high
10.1300/j092v03n01_06,other,low
10.1300/j092v03n02_03,observational,high
10.1300/j092v03n02_05,case_series,high
10.1300/j092v03n02_08,case_series,high
10.1300/j092v03n02_02,other,high
10.1300/j092v03n03_01,case_series,high
10.1300/j092v03n03_03,non_randomized_trial,medium
10.1300/j092v03n01_07,observational,high
10.1300/j092v03n03_05,other,high
10.1300/j092v03n03_04,case_series,medium
10.1300/j092v03n03_07,case_series,high
10.1300/j092v03n04_08,other,high
10.1300/j092v03n04_02,unclear,low
10.1300/j092v03n04_04,observational,high
10.1300/j092v03n02_04,observational,high
10.1300/j092v04n01_02,case_series,high
10.1300/j092v04n01_05,case_series,high
10.1300/j092v04n01_03,observational,high
10.1300/j092v04n01_06,observational,high
10.1300/j092v04n01_10,observational,high
10.1300/j092v04n01_11,other,low
10.1300/j092v01n02_04,observational,high
10.1300/j092v04n01_13,unclear,low
10.1300/j092v04n01_04,case_series,high
10.1300/j092v04n02_02,rct,high
10.1300/j092v04n01_12,observational,high
10.1300/j092v04n02_03,observational,high
10.1300/j092v04n01_14,case_series,high
10.1300/j092v04n02_04,observational,high
10.1300/j092v04n01_15,observational,medium
10.1300/j092v04n02_05,case_series,high
10.1300/j092v04n03_03,observational,high
10.1300/j092v04n01_09,rct,high
10.1300/j092v04n03_04,case_series,high
10.1300/j092v04n03_02,observational,high
10.1300/j092v04n03_05,unclear,high
10.1300/j092v04n03_06,observational,high
10.1300/j092v04n04_03,observational,high
10.1300/j092v04n04_02,observational,high
10.1300/j092v04n04_05,observational,high
10.1300/j092v04n04_06,case_series,high
10.1300/j092v04n04_07,other,high
10.1300/j092v05n01_03,observational,high
10.1300/j092v05n01_06,other,low
10.1300/j092v05n01_04,case_series,medium
10.1300/j092v05n02_03,observational,high
10.1300/j092v05n02_04,observational,high
10.1300/j092v05n01_02,other,high
10.1300/j092v05n03_02,observational,medium
10.1300/j092v05n03_03,non_randomized_trial,medium
10.1300/j092v05n01_05,case_series,high
10.1300/j092v04n03_07,observational,high
10.1300/j092v05n03_04,other,high
10.1300/j092v05n03_05,case_series,high
10.1300/j092v05n03_06,case_series,high
10.1300/j092v05n03_08,non_randomized_trial,high
10.1300/j092v05n03_13,other,high
10.1300/j092v05n03_16,observational,high
10.1300/j092v05n03_18,case_series,high
10.1300/j092v05n03_17,case_series,high
10.1300/j092v05n03_12,observational,high
10.1300/j092v05n01_08,other,high
10.1300/j092v05n03_19,observational,high
10.1300/j092v06n01_03,observational,medium
10.1300/j092v06n01_04,observational,high
10.1300/j092v06n01_02,observational,high
10.1300/j092v06n01_05,case_series,medium
10.1300/j092v06n02_02,case_series,high
10.1300/j092v06n02_07,observational,high
10.1300/j092v06n02_06,other,high
10.1300/j092v06n02_08,observational,high
10.1300/j092v06n02_09,unclear,medium
10.1300/j092v06n03_04,other,high
10.1300/j092v06n03_03,case_series,medium
10.1300/j092v06n02_05,observational,high
10.1300/j092v06n03_05,other,high
10.1300/j092v06n03_06,other,high
10.1300/j092v06n02_04,other,high
10.1300/j092v06n03_07,unclear,low
10.1300/j092v06n03_10,non_randomized_trial,high
10.1300/j092v07n01_05,observational,high
10.1300/j092v06n03_08,case_series,high
10.1300/j092v07n01_07,other,high
10.1300/j092v07n01_04,observational,high
10.1300/j092v07n01_03,observational,medium
10.1300/j092v07n01_08,non_randomized_trial,high
10.1300/j092v07n01_06,other,medium
10.1300/j092v07n02_02,observational,high
10.1300/j092v07n02_08,other,high
10.1300/j092v07n03_03,observational,medium
10.1300/j092v07n03_02,case_series,high
10.1300/j092v07n02_03,observational,high
10.1300/j092v07n03_05,observational,high
10.1300/j092v07n03_06,case_series,high
10.1300/j092v07n03_04,case_series,high
10.1300/j092v07n03_07,case_series,high
10.1300/j092v07n04_02,observational,high
10.1300/j092v07n04_03,other,high
10.1300/j092v08n01_02,other,high
10.1300/j092v07n04_05,other,high
10.1300/j092v08n01_03,non_randomized_trial,high
10.1300/j092v07n04_04,case_series,high
10.1300/j092v08n02_06,case_series,high
10.1300/j092v08n02_03,case_series,high
10.1300/j092v08n01_04,observational,high
10.1300/j092v08n02_02,rct,high
10.1300/j092v08n03_04,other,high
10.1300/j092v08n03_03,observational,high
10.1300/j092v08n03_02,observational,medium
10.1300/j092v08n02_07,unclear,high
10.1300/j092v08n03_05,observational,high
10.1300/j092v08n03_07,case_series,high
10.1300/j092v08n03_09,case_series,high
10.1300/j092v08n03_10,case_series,high
10.1300/j092v09n01_05,case_series,high
10.1300/j092v09n01_04,observational,high
10.1300/j092v09n03_03,case_series,medium
10.1300/j092v08n03_11,case_series,high
10.1300/j092v09n03_02,case_series,high
10.1300/j092v09n01_03,case_series,high
10.1300/j092v10n01_02,observational,high
10.1300/j092v08n02_04,other,high
10.1300/j092v08n03_08,other,high
10.1300/j092v10n01_03,observational,high
10.1300/j092v10n02_03,observational,high
10.1300/j092v10n01_05,non_randomized_trial,high
10.1300/j092v10n02_02,observational,high
10.1300/j092v10n02_05,case_series,high
10.1300/j092v10n03_02,case_series,high
10.1300/j092v10n02_04,other,high
10.1300/j092v10n03_04,case_series,high
10.1300/j092v10n01_04,observational,high
10.1300/j092v10n03_06,other,high
10.1300/j092v10n03_05,other,medium
10.1300/j092v11n01_02,other,high
10.1300/j092v11n01_04,other,high
10.1300/j092v11n02_02,observational,high
10.1300/j092v11n02_03,case_series,high
10.1300/j092v11n02_04,observational,high
10.1300/j092v11n02_06,non_randomized_trial,high
10.1300/j092v11n01_03,observational,high
10.1300/j092v11n02_05,observational,high
10.1300/j092v11n02_07,other,high
10.1300/j092v11n03_04,non_randomized_trial,medium
10.1300/j092v11n04_03,case_series,high
10.1300/j092v11n03_05,other,high
10.1300/j092v11n04_02,observational,high
10.1300/j092v11n04_05,unclear,low
10.1300/j092v11n03_06,case_series,low
10.1300/j092v12n01_04,observational,medium
10.1300/j092v12n01_03,observational,high
10.1300/j092v12n01_02,observational,high
10.1300/j092v11n04_04,observational,high
10.1300/j092v12n02_03,observational,medium
10.1300/j092v12n02_02,observational,high
10.1300/j092v12n02_04,case_series,high
10.1300/j092v12n02_06,observational,high
10.1300/j092v12n03_03,observational,high
10.1300/j092v12n03_04,observational,high
10.1300/j092v12n04_02,observational,high
10.1300/j092v12n03_05,case_series,high
10.1300/j092v12n02_08,other,high
10.1300/j092v12n04_03,observational,high
10.1300/j092v12n03_02,observational,high
10.1300/j092v13n01_02,observational,high
10.1300/j092v13n01_04,observational,high
10.1300/j092v13n01_03,other,high
10.1300/j092v13n01_06,non_randomized_trial,medium
10.1300/j092v12n04_04,other,high
10.1300/j092v13n02_02,case_series,high
10.1300/j092v13n02_01,other,high
10.1300/j092v13n02_04,observational,high
10.1300/j092v12n02_05,case_series,medium
10.1300/j092v13n01_05,other,high
10.1300/j092v13n02_05,other,high
10.1300/j092v13n04_03,case_series,high
10.1300/j092v13n04_02,observational,high
10.1300/j092v13n02_06,case_series,high
10.1300/j092v13n04_05,case_series,high
10.1300/j092v14n01_02,observational,high
10.1300/j092v13n04_07,other,high
10.1300/j092v13n04_04,non_randomized_trial,high
10.1300/j092v14n01_05,observational,high
10.1300/j092v14n01_03,case_series,high
10.1300/j092v14n01_04,observational,high
10.1300/j092v14n01_06,case_series,high
10.1300/j092v14n02_02,observational,high
10.1300/j092v14n02_04,observational,high
10.1300/j092v14n02_05,observational,high
10.1300/j092v14n02_03,non_randomized_trial,high
10.1300/j092v14n02_06,case_series,medium
10.1300/j092v14n01_07,observational,high
10.1300/j092v14n02_07,observational,high
10.1300/j092v14n03_06,other,high
10.1300/j092v14n03_02,observational,high
10.1300/j092v14n03_07,observational,high
10.1300/j094v03n02_12,other,high
10.1300/j092v14n03_04,observational,high
10.1300/j094v03n02_05,other,high
10.1300/j094v06n01_03,observational,medium
10.1300/j094v03n02_24,observational,high
10.1300/j094v03n02_03,other,low
10.1300/j094v07n01_20,case_series,medium
10.1300/j094v07n01_31,case_series,high
10.1300/j094v10n01_16,other,high
10.1300/j138v01n04_07,other,high
10.1300/j094v12n01_03,observational,high
10.1300/j354v16n02_12,other,high
10.1300/j184v07n01_02,observational,medium
10.1300/j184v02n02_04,observational,high
10.1300/j095v09n03_08,other,high
10.1300/j137v03n01_04,non_randomized_trial,medium
10.1300/j425v02n04_06,other,high
10.13045/jar.2022.00143,other,high
10.13045/acupunct.2017086,other,high
10.13048/jkm.20007,other,high
10.13048/jkm.13017,observational,high
10.13048/jkm.19043,other,high
10.13075/ijomeh.1896.01274,observational,high
10.13048/jkm.20036,other,high
10.13005/bpj/3342,other,high
10.13109/prkk.2017.66.9.656,other,high
10.13109/zptm.2023.69.oa7,other,high
10.13128/ijae-12221,other,medium
10.13189/ujph.2013.010404,observational,high
10.13169/intljofdissocjus.5.3.0004,other,high
10.13189/ujph.2015.030101,observational,high
10.13345/j.cjb.210253,other,high
10.1348/014466505x82379,observational,high
10.1348/014466503762842057,observational,high
10.1348/135910703321649169,observational,high
10.13128/ijae-14897,other,high
10.1348/135910703770238310,non_randomized_trial,high
10.1348/135910705x26317,observational,high
10.1348/014466510x519215,observational,high
10.1348/135910706x171469,observational,high
10.1348/135910709x480346,observational,high
10.1348/135910709x440034,other,high
10.1348/135910799168678,observational,high
10.1348/135910708x283760,other,high
10.1348/135910799168713,other,high
10.1348/147608309x481829,observational,high
10.1353/gia.2021.0002,other,high
10.1348/147608308x306888,case_series,high
10.1353/bhm.2007.0039,other,high
10.1353/jlc.0.0026,other,high
10.1353/hub.2002.0044,observational,high
10.1353/hub.2002.0038,observational,high
10.1353/pbm.1999.0043,other,high
10.1353/nib.2018.0079,case_series,high
10.1353/ppp.2020.0052,other,high
10.1353/ppp.2020.0054,other,high
10.1353/ppp.2020.0053,other,high
10.1360/n972014-00120,other,high
10.1358/dot.2002.38.8.820095,non_randomized_trial,high
10.1360/n972019-00270,other,high
10.1370/afm.867,observational,high
10.1370/afm.240494,other,high
10.1370/afm.250266,observational,high
10.13702/j.1000-0607.200998,other,high
10.13702/j.1000-0607.20220628,other,high
10.13702/j.1000-0607.200827,other,high
10.13702/j.1000-0607.171010,other,high
10.13703/j.0255-2930.2017.08.004,non_randomized_trial,high
10.13703/j.0255-2930.2019.02.003,rct,high
10.13702/j.1000-0607.20220017,other,high
10.13702/j.1000-0607.20230441,other,high
10.13703/j.0255-2930.2017.12.006,rct,high
10.13702/j.1000-0607.20230180,other,high
10.13702/j.1000-0607.20250074,other,high
10.13703/j.0255-2930.2019.02.004,non_randomized_trial,high
10.13703/j.0255-2930.20190722-k0001,rct,high
10.13702/j.1000-0607.20221032,other,high
10.13703/j.0255-2930.20190801-k0006,non_randomized_trial,high
10.13703/j.0255-2930.20210106-0001,other,high
10.13703/j.0255-2930.20200210-k0001,non_randomized_trial,high
10.13703/j.0255-2930.20220818-k0001,rct,high
10.13703/j.0255-2930.20220124-k0006,rct,high
10.13703/j.0255-2930.20230307-0002,non_randomized_trial,high
10.13703/j.0255-2930.20230603-k0003,non_randomized_trial,high
10.13703/j.0255-2930.20210829-k0003,other,high
10.13703/j.0255-2930.20250222-k0003,other,high
10.1371/journal.pone.0005805,case_series,high
10.1371/journal.pctr.0020019,rct,high
10.1371/journal.pone.0008519,observational,high
10.1371/journal.pone.0010817,case_series,high
10.1371/journal.pone.0015632,observational,high
10.1371/journal.pone.0009948,other,high
10.1371/annotation/913fdc1e-877e-4c70-ac20-761d2d72400d,other,high
10.1371/journal.pone.0017287,observational,high
10.13703/j.0255-2930.2017.11.013,non_randomized_trial,high
10.1371/journal.pone.0016872,observational,high
10.1371/journal.pone.0017592,case_series,high
10.1371/journal.pcbi.1000273,other,high
10.1371/journal.pone.0019953,other,high
10.1371/journal.pone.0024602,observational,high
10.1371/journal.pone.0026358,rct,high
10.1371/journal.pone.0037482,other,high
10.1371/journal.pone.0027391,observational,high
10.1371/journal.pone.0030889,case_series,high
10.1371/journal.pone.0031334,rct,high
10.1371/journal.pone.0011738,other,high
10.1371/journal.pone.0018272,other,high
10.1371/journal.pone.0027870,observational,high
10.1371/journal.pone.0040808,other,high
10.1371/journal.pone.0047891,case_series,high
10.1371/journal.pone.0049518,observational,high
10.1371/journal.pone.0051515,observational,high
10.1371/journal.pone.0081155,observational,high
10.1371/journal.pone.0071834,other,high
10.1371/journal.pone.0085387,observational,high
10.1371/journal.pone.0098156,observational,high
10.1371/journal.pone.0074427,other,high
10.1371/journal.pone.0104757,observational,high
10.1371/journal.pone.0102783,observational,high
10.1371/journal.pone.0124648,observational,high
10.1371/journal.pone.0117136,observational,high
10.1371/journal.pone.0129898,non_randomized_trial,high
10.1371/journal.pone.0084839,other,high
10.1371/journal.pone.0140883,observational,high
10.1371/journal.pone.0132421,observational,high
10.1371/journal.pone.0144623,rct,high
10.1371/journal.pone.0159386,rct,high
10.1371/journal.pone.0157199,observational,medium
10.1371/journal.pone.0145453,observational,high
10.1371/journal.pone.0159351,observational,high
10.1371/journal.pone.0150904,observational,high
10.1371/journal.pone.0130643,other,high
10.1371/journal.pone.0122982,other,high
10.1371/journal.pone.0161226,non_randomized_trial,high
10.1371/journal.pone.0165691,observational,high
10.1371/journal.pone.0179124,observational,high
10.1371/journal.pone.0177260,rct,high
10.1371/journal.pone.0177037,unclear,medium
10.1371/journal.pone.0176631,other,high
10.1371/journal.pone.0186885,case_series,high
10.1371/journal.pone.0192817,unclear,low
10.1371/journal.pone.0184325,observational,high
10.1371/journal.pone.0186802,case_series,high
10.1371/journal.pone.0195111,observational,high
10.1371/journal.pone.0198106,observational,high
10.1371/journal.pone.0200068,observational,high
10.1371/journal.pone.0201066,observational,high
10.1371/journal.pone.0197811,observational,high
10.1371/journal.pone.0193672,case_series,high
10.1371/journal.pone.0210394,observational,high
10.1371/journal.pone.0205278,other,high
10.1371/journal.pone.0212193,observational,high
10.1371/journal.pone.0203503,observational,high
10.1371/journal.pone.0213724,observational,high
10.1371/journal.pone.0236148,observational,high
10.1371/journal.pone.0232475,other,high
10.1371/journal.pone.0225995,other,high
10.1371/journal.pone.0240403,rct,high
10.1371/journal.pone.0265315,observational,high
10.1371/journal.pone.0231136,observational,high
10.1371/journal.pone.0272703,case_series,high
10.1371/journal.pone.0244116,observational,high
10.1371/journal.pone.0265765,observational,high
10.1371/journal.pone.0274472,observational,high
10.1371/journal.pone.0276009,other,high
10.1371/journal.pone.0278415,non_randomized_trial,high
10.1371/journal.pone.0286410,observational,high
10.1371/journal.pone.0287287,rct,high
10.1371/journal.pone.0291364,other,high
10.1371/journal.pone.0307086,other,high
10.1371/journal.pone.0291173,observational,high
10.1371/journal.pone.0307484,non_randomized_trial,high
10.1371/journal.pone.0316373,observational,high
10.1371/journal.pone.0309810,observational,high
10.1371/journal.pone.0338433,observational,high
10.1371/journal.pone.0316625,observational,high
10.1371/journal.pone.0315385,observational,high
10.1371/journal.pone.0341278,observational,high
10.1371/journal.pone.0343374,case_series,high
10.1375/136905299320565870,observational,high
10.1378/chest.102.6.1716,observational,high
10.1371/journal.ppat.1011523,other,high
10.1375/183242706779462417,observational,high
10.1371/journal.pone.0296060,other,high
10.1378/chest.104.5.1417,observational,high
10.1371/journal.pone.0280942,non_randomized_trial,high
10.1378/chest.123.4.998,observational,high
10.1378/chest.95.4.779,observational,high
10.1371/journal.pone.0341334,other,high
10.1375/twin.10.5.729,observational,high
10.14264/131286,observational,high
10.14288/1.0085567,observational,medium
10.1386/sfc.10.1.57/1,observational,high
10.14288/1.0087225,case_series,high
10.14288/1.0087830,observational,high
10.14309/00000434-201010001-01324,observational,high
10.14309/00000434-201110002-01228,non_randomized_trial,high
10.14309/00000434-200609001-01276,observational,high
10.14288/1.0091905,observational,high
10.14309/00000434-201210001-01481,case_series,high
10.14309/00000434-200410001-00866,case_series,high
10.14300/mnnc.2016.11059,non_randomized_trial,medium
10.14309/00000434-201710001-02891,case_series,high
10.14309/01.ajg.0000956924.26236.c4,observational,high
10.14336/ad.2021.0824,other,high
10.14341/2071-8713-4977,other,high
10.14412/2074-2711-2018-4-101-110,other,high
10.14601/tutor-19142,other,high
10.14624/nr2404002,case_series,high
10.14393/bj-v38n0a2022-65195,other,high
10.14457/tru.the.2010.46,case_series,high
10.14412/2074-2711-2021-6-105-110,other,high
10.14341/omet2014337-41,observational,high
10.14670/hh-17.273,other,high
10.14814/phy2.13091,non_randomized_trial,high
10.14814/phy2.15639,observational,high
10.14744/etd.2020.06767,unclear,medium
10.14814/phy2.14564,observational,high
10.14814/phy2.70535,observational,high
10.14814/phy2.14138,observational,medium
10.1503/cmaj.1060097,unclear,low
10.14428/ebr.v1i4.10353,other,high
10.15005/00000256,observational,high
10.1503/cmaj.1095929,observational,high
10.15123/pub.5378,case_series,high
10.1503/cmaj.1060137,unclear,high
10.1515/bams-2015-0029,observational,high
10.1515/ijamh-2017-0197,case_series,high
10.1515/9781478021544-005,other,high
10.1515/ijamh-2023-0030,other,high
10.1515/em-2021-0033,observational,high
10.1515/cdbme-2021-2094,other,medium
10.1515/ijamh.2002.14.4.307,case_series,high
10.1504/ijmic.2009.029028,other,high
10.1515/jcim-2021-0200,other,high
10.1515/reveh-2015-0026,other,high
10.1515/nor-2016-0002,case_series,medium
10.1515/sjpain-2018-0075,non_randomized_trial,high
10.1515/sjpain-2019-0072,other,high
10.1515/sjpain-2018-0095,observational,high
10.1515/sjpain-2018-2007,other,high
10.1515/sjpain-2020-0031,observational,high
10.1515/jpem.2005.18.3.295,observational,high
10.1516/002075702320888684,other,high
10.1515/teb-2025-0017,non_randomized_trial,high
10.1517/17530059.2013.776039,other,high
10.1517/14656560903487744,other,high
10.1517/14728222.12.3.281,other,high
10.1517/14728222.2013.818657,other,high
10.15173/nexus.v14i1.170,other,high
10.15188/kjopp.2020.06.34.3.117,other,high
10.1517/13543776.2.7.1016,other,high
10.1519/ssc.0b013e31818eb19a,other,low
10.15190/d.2016.1,other,high
10.1521/psyc.2011.74.1.21,observational,high
10.1525/abt.2019.81.6.387,other,high
10.15226/2575-6303/2/1/00113,observational,high
10.1530/endoabs.32.p119,non_randomized_trial,medium
10.1525/maq.1992.6.4.02a00030,other,high
10.15225/pnn.2020.9.2.5,other,high
10.1530/endoabs.37.ep1209,case_series,high
10.15406/ijcam.2016.04.00129,non_randomized_trial,high
10.1530/endoabs.86.hdi2.2,other,high
10.1517/14656560902988510,other,high
10.15406/ijcam.2021.14.00567,case_series,high
10.15406/ijvv.2015.01.00003,case_series,high
10.15406/jhvrv.2014.01.00020,other,medium
10.15406/jhvrv.2020.08.00224,case_series,high
10.15406/jhvrv.2023.10.00255,case_series,high
10.15406/jnsk.2019.09.00337,other,medium
10.15406/jpcpy.2017.07.00442,case_series,high
10.1542/peds.103.1.116,observational,high
10.1542/peds.100.2.270,other,high
10.15406/jnsk.2024.14.00582,case_series,medium
10.15406/jhvrv.2019.07.00211,case_series,high
10.15406/jhvrv.2022.09.00242,case_series,high
10.1542/peds.107.5.994,case_series,high
10.1542/peds.107.3.e35,case_series,high
10.1542/peds.2004-1515,observational,high
10.1542/peds.2005-2575,observational,high
10.1542/peds.2005-2307,observational,high
10.1542/peds.2006-2231,observational,high
10.1542/peds.2006-2045,other,high
10.1542/peds.2006-2759,observational,high
10.1542/peds.2009-2644,observational,high
10.1542/peds.2007-1488,non_randomized_trial,high
10.1542/peds.2007-0493,case_series,high
10.1542/peds.2008-1879,observational,high
10.1542/peds.2010-1147,observational,high
10.1542/peds.2015-3434,observational,high
10.15540/nr.3.1.28,other,high
10.1542/peds.2023-062570,other,high
10.1556/oh.2010.28848,other,high
10.15584/ejcem.2018.3.11,other,high
10.15540/nr.8.2.73,observational,medium
10.15540/nr.4.3-4.125,observational,high
10.15585/mmwr.mm655051a4,other,high
10.1542/peds.111.4.e376,observational,high
10.1542/peds.2012-2007,observational,high
10.1556/650.2025.33259,other,high
10.15605/jafes.040.s1.016,case_series,high
10.15640/ijhs.v3n4a7,observational,medium
10.15714/scandpsychol.4.e1,other,high
10.15766/mep_2374-8265.11507,other,high
10.15766/mep_2374-8265.10170,other,high
10.15761/mri.1000118,other,high
10.15789/1563-0625-edo-2315,case_series,medium
10.15789/1563-0625-pop-2826,observational,high
10.15766/mep_2374-8265.10527,other,high
10.15789/2220-7619-eot-1928,case_series,high
10.15789/2220-7619-2011-3-267-270,unclear,medium
10.1586/14737175.8.6.917,other,high
10.1586/eem.12.20,other,high
10.1586/17512433.2016.1172960,other,high
10.1588/medver.2005.02.00049,other,low
10.1586/ern.12.41,other,high
10.1588/medver.2005.02.00071,case_series,high
10.1590/1517-8692202127032021_0085,observational,high
10.1590/1517-8692202127082021_0359,observational,medium
10.1590/1517-8692202127082021_0376,non_randomized_trial,medium
10.1590/s0104-59702010000200002,other,high
10.1590/s1413-81232011000400012,other,high
10.1590/1517-8692202228022021_0494,non_randomized_trial,medium
