validated,validated_person,source,discipline,effect,tags,description,claim_text_orig,claim_statistics_orig,claim_statistics_orig_page,claim_text_orig_page,notes,contributors,date_entered,notes_validation,exclusion,es_original,es_replication,n_original,n_replication,ref_original,doi_original,refonly_original,study_original,ref_replication,doi_replication,refonly_replication,study_replication,es_orig,es_rep,es_orig_value,es_orig_estype,es_rep_value,es_rep_estype,pval_value_o,pval_type_o,pval_tails_o,pval_value_r,pval_type_r,pval_tails_r,es_orig_RRR,es_orig_RRR_estype,es_rep_RRR,es_rep_RRR_estype,osf_link,outcome,published_rep,id_sample,same_design,nesting,same_test,original_authors,study_orig,study_rep,teststatistic_orig,teststatistic_rep,p_es_orig,p_es_rep,p_n_orig,p_n_rep,p_p_orig,p_p_rep,result,preregistration,differences,vi_orig,vi_rep,ci.lower_original,ci.upper_original,ci.lower_replication,ci.upper_replication,significant_original,significant_replication,power,orig_journal,both_pdfs,ON_COS_SHEET,DOI_changed,dupl
1,LR,OSF Registries,,,,Folk Moral Relativism,,,,,,Christian Mott,1/1/23 0:00,,potential duplicate from experimental-philosophy project,0.4,0.3162278,,363,"Sarkissian, H., Park, J., Tien, D., Wright, J. C., & Knobe, J. (2011). Folk moral relativism. Mind & Language, 26(4), 482-505.",10.1111/j.1468-0017.2011.01428.x,"Sarkissian, H., Park, J., Tien, D., Wright, J. C., & Knobe, J. (2011). Folk moral relativism. Mind & Language, 26(4), 482-505. https://doi.org/10.1111/j.1468-0017.2011.01428.x",,"Mott, C. (2017, September 7). Replication of Sarkissian et al.  (2011) Folk Moral Relativism. https://doi.org/10.17605/OSF.IO/JZ2DY",10.17605/OSF.IO/JZ2DY,"Mott, C. (2017, September 7). Replication of Sarkissian et al.  (2011) Folk Moral Relativism. https://doi.org/10.17605/OSF.IO/JZ2DY",,,,,,,,,,,,,,,,,,https://www.osf.io/jz2dy,,,,,,,,,,,,,,,,,,success,https://www.osf.io/jz2dy,,,,,,0.220470902,0.40594737,,1,1,Mind & Language,,1,10.1111/j.1468-0017.2011.01428.x,
1,LR,OSF Registries,,,,Contrastive Knowledge Surveyed,,,,,,Daniel A. Wilkenfeld,1/1/23 0:00,,,0.3248683,0.2802949,100,150,"Schaffer, J., & Knobe, J. (2012). Contrastive knowledge surveyed. Noûs, 46(4), 675-708.",10.1111/j.1468-0068.2010.00795.x,"Schaffer, J., & Knobe, J. (2012). Contrastive knowledge surveyed. Noûs, 46(4), 675-708. https://doi.org/10.1111/j.1468-0068.2010.00795.x",,"Wilkenfeld, D. A., & Hernández-Conde, J. V. (2017, September 12). Schaffer and Knobe Replication. https://doi.org/10.17605/OSF.IO/39XUW",10.17605/OSF.IO/39XUW,"Wilkenfeld, D. A., & Hernández-Conde, J. V. (2017, September 12). Schaffer and Knobe Replication. https://doi.org/10.17605/OSF.IO/39XUW",,,,,,,,,,,,,,,,,,https://www.osf.io/39xuw,,,,,,,,,,,,,,,,,,success,https://www.osf.io/39xuw,,,,0.137205252,0.490018338,0.125678933,0.421617177,1,1,0.993,Noûs,0,1,10.1111/j.1468-0068.2010.00795.x,
1,LR,OSF Registries,,Priming,,cleanliness priming affects the severity of a participant’s judgment of moral dilemmas when instructed to do the study quickly,,,,,,"Julia Mahlke, Alex Weaver, MyKel Marie Hall, Bryan Koenig, Luke Poulter, Alesha Lee, Miles Graff, Alyssa Gentry",1/1/23 0:00,,,0.1434993,-0.02998651,218,199,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.",10.3389/fpsyg.2014.01276,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276. https://doi.org/10.3389/fpsyg.2014.01276",,"Mahlke, J., Weaver, A., Hall, M. M., Koenig, B., Poulter, L., Lee, A. A., … Gentry, A. (2018, April 27). Huang  (2014) Replication. https://doi.org/10.17605/OSF.IO/J8A4P",10.17605/OSF.IO/J8A4P,"Mahlke, J., Weaver, A., Hall, M. M., Koenig, B., Poulter, L., Lee, A. A., … Gentry, A. (2018, April 27). Huang  (2014) Replication. https://doi.org/10.17605/OSF.IO/J8A4P",,,,,,,,,,,,,,,,,,https://www.osf.io/j8a4p,,,,,,,,,,,,,,,,,,informative failure to replicate,https://www.osf.io/j8a4p,,,,0.010827776,0.27120596,-0.168374176,0.109560372,1,0,0.649,Frontiers in Psychology,1,1,10.3389/fpsyg.2014.01276,
1,LR,OSF Registries,,Priming,,"Physical purity (cleanliness) makes moral judgments less severe, by comparing composite moral judgment scores across a hand-washing condition and a non hand-washing condition.",,,,,,"Garth Frehner, Jaden Aiona, Walker Sickler, Brakkon Garrett, Kaitlin Lawler, Melissa Benavides, Bryan Koenig, Luke Poulter",1/1/23 0:00,,,0.3911406,-0.3345448,43,47,"Schnall, S., Benton, J., & Harvey, S. (2008). With a clean conscience: Cleanliness reduces the severity of moral judgments. Psychological science, 19(12), 1219-1222.",10.1111/j.1467-9280.2008.02227.x,"Schnall, S., Benton, J., & Harvey, S. (2008). With a clean conscience: Cleanliness reduces the severity of moral judgments. Psychological science, 19(12), 1219-1222. https://doi.org/10.1111/j.1467-9280.2008.02227.x",,"Frehner, G., Aiona, J., Sickler, W., Garrett, B., Lawler, K., Benavides, M., … Poulter, L. (2018, April 30). Schnall et al 2008 Student Replication. https://doi.org/10.17605/OSF.IO/H8VJX",10.17605/OSF.IO/H8VJX,"Frehner, G., Aiona, J., Sickler, W., Garrett, B., Lawler, K., Benavides, M., … Poulter, L. (2018, April 30). Schnall et al 2008 Student Replication. https://doi.org/10.17605/OSF.IO/H8VJX",,,,,,,,,,,,,,,,,,https://www.osf.io/h8vjx,,,,,,,,,,,,,,,,,,informative failure to replicate,https://www.osf.io/h8vjx,,,,0.102883104,0.618790955,-0.567218808,-0.052413347,1,1,0.87,Psychological Science,0,1,10.1111/j.1467-9280.2008.02227.x,
1,LR,OSF Registries,,Priming,,"After watching a disgust-evoking video, composite moral judgements were less severe in the hand-washing condition as compared to the no-hand-washing condition.",,,,,,"Patric Justin Leukel, Alexander Jordan, Marcie Sharp, Jeremiah Ki Fat, Jeremy Chaves, Bryan Koenig",1/1/23 0:00,,,0.3911406,0.1961161,43,47,"Schnall, S., Benton, J., & Harvey, S. (2008). With a clean conscience: Cleanliness reduces the severity of moral judgments. Psychological science, 19(12), 1219-1222.",10.1111/j.1467-9280.2008.02227.x,"Schnall, S., Benton, J., & Harvey, S. (2008). With a clean conscience: Cleanliness reduces the severity of moral judgments. Psychological science, 19(12), 1219-1222. https://doi.org/10.1111/j.1467-9280.2008.02227.x",,"Leukel, P. J., Jordan, A., Sharp, M., Fat, J. K., Chaves, J., & Koenig, B. (2018, May 2). Influence of Cleanliness on Moral Judgements: A Direct Replication of Schnall, Benton, and Harvey  (2008). https://doi.org/10.17605/OSF.IO/GEA2S",10.17605/OSF.IO/GEA2S,"Leukel, P. J., Jordan, A., Sharp, M., Fat, J. K., Chaves, J., & Koenig, B. (2018, May 2). Influence of Cleanliness on Moral Judgements: A Direct Replication of Schnall, Benton, and Harvey  (2008). https://doi.org/10.17605/OSF.IO/GEA2S",,,,,,,,,,,,,,,,,,https://www.osf.io/gea2s,,,,,,,,,,,,,,,,,,inconclusive,https://www.osf.io/gea2s,,,,0.102883104,0.618790955,-0.096484531,0.457516482,1,0,0.87,Psychological Science,0,1,,
1,LR,OSF Registries,,,,Cleanliness Priming of Moral Judgements,,,,,,"Darby Adams, Bryan Koenig, Cody Sanders, Deborah Jackson, Colton Davis",1/1/23 0:00,,,0.1434993,-0.06175689,218,286,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276.",10.3389/fpsyg.2014.01276,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5, 1276. https://doi.org/10.3389/fpsyg.2014.01276",,"Adams, D., Koenig, B., Sanders, C., Jackson, D., & Davis, C. (2018, December 4). Response Effort on Cleanliness Priming for Moral Judgements. https://doi.org/10.17605/OSF.IO/UXAJG",10.17605/OSF.IO/UXAJG,"Adams, D., Koenig, B., Sanders, C., Jackson, D., & Davis, C. (2018, December 4). Response Effort on Cleanliness Priming for Moral Judgements. https://doi.org/10.17605/OSF.IO/UXAJG",,,,,,,,,,,,,,,,,,https://www.osf.io/uxajg,,,,,,,,,,,,,,,,,,informative failure to replicate,https://www.osf.io/uxajg,,,,0.010827776,0.27120596,-0.176476281,0.054617776,1,0,0.785,Frontiers in Psychology,0,1,10.3389/fpsyg.2014.01276,
1,LR,OSF Registries,,,,participants who washed their hands following the disgusting film clip made less severe judgments than participants who did not wash their hands,,,,,,"Brandenn Ton, Ashley Harris, Erena Clah, Bryan Koenig, Andra Walker, Patric Justin Leukel, Michael Phillips",1/1/23 0:00,,,0.3911406,-0.01556711,43,42,"Schnall, S., Benton, J., & Harvey, S. (2008). With a clean conscience: Cleanliness reduces the severity of moral judgments. Psychological science, 19(12), 1219-1222.",10.1111/j.1467-9280.2008.02227.x,"Schnall, S., Benton, J., & Harvey, S. (2008). With a clean conscience: Cleanliness reduces the severity of moral judgments. Psychological science, 19(12), 1219-1222. https://doi.org/10.1111/j.1467-9280.2008.02227.x",,"Ton, B., Harris, A., Clah, E., Koenig, B., Walker, A., Leukel, P. J., … Riddle, R. (2018, December 12). Schnall and Johnson Student Replication  (2018). https://doi.org/10.17605/OSF.IO/ND5Y2",10.17605/OSF.IO/ND5Y2,"Ton, B., Harris, A., Clah, E., Koenig, B., Walker, A., Leukel, P. J., … Riddle, R. (2018, December 12). Schnall and Johnson Student Replication  (2018). https://doi.org/10.17605/OSF.IO/ND5Y2",,,,,,,,,,,,,,,,,,https://www.osf.io/nd5y2,,,,,,,,,,,,,,,,,,informative failure to replicate,https://www.osf.io/nd5y2,,,,0.102883104,0.618790955,-0.317993936,0.289735084,1,0,0.833,Psychological Science,0,1,10.1111/j.1467-9280.2008.02227.x,
1,LR,OSF Registries,,,,Recognition performance for faces categorised as belonging to in-group members will be better relative to out-group member faces.,,,,,,"Elizabeth Fuller, Kay Ritchie",1/1/23 0:00,,,0.1961161,0.1434993,60,40,"Bernstein, M. J., Young, S. G., & Hugenberg, K. (2007). The cross-category effect: Mere social categorization is sufficient to elicit an own-group bias in face recognition. Psychological Science, 18(8), 706-712. Study 1",10.1111/j.1467-9280.2007.01964.x,"Bernstein, M. J., Young, S. G., & Hugenberg, K. (2007). The cross-category effect: Mere social categorization is sufficient to elicit an own-group bias in face recognition. Psychological Science, 18(8), 706-712. Study 1 https://doi.org/10.1111/j.1467-9280.2007.01964.x",1,"Fuller, E., & Ritchie, K. L. (2019, February 22). Face recognition bias for in-group members. https://doi.org/10.17605/OSF.IO/CY89G",10.17605/OSF.IO/CY89G,"Fuller, E., & Ritchie, K. L. (2019, February 22). Face recognition bias for in-group members. https://doi.org/10.17605/OSF.IO/CY89G",,,,,,,,,,,,,,,,,,https://www.osf.io/cy89g,,,,,,,,,,,,,,,,,,informative failure to replicate,https://www.osf.io/cy89g,,,,-0.060838271,0.428692465,-0.175871758,0.435539438,0,0,0.337,Psychological Science,0,1,10.1111/j.1467-9280.2007.01964.x,
1,LR,OSF Registries,Psychology,Judgment and Decision Making,"subliminal anchoring, anchoring effect, anchor, subliminal, threshold",The effect of subiminal anchoring on the estimation of the costs of a middle class car ,,,,,,"Lukas Röseler, Sophie Janiczek , Evgenia Burlakovas",1/1/23 0:00,,,0.3261363,0.07379822,76,165,"Mussweiler, T., & Englich, B. (2005). Subliminal anchoring: Judgmental consequences and underlying mechanisms. Organizational Behavior and Human Decision Processes, 98(2), 133-143. Study 2",10.1016/j.obhdp.2004.12.002,"Mussweiler, T., & Englich, B. (2005). Subliminal anchoring: Judgmental consequences and underlying mechanisms. Organizational Behavior and Human Decision Processes, 98(2), 133-143. Study 2 https://doi.org/10.1016/j.obhdp.2004.12.002",2,"Röseler, L., Schütz, A., Burlakovas, E., Dück, M., Fels, S., Janiczek, S., … Seida, C. (2022, September 15). Replication Mussweiler & Englich, 2005, Study 2. https://doi.org/10.17605/OSF.IO/ACYKD",10.17605/OSF.IO/ACYKD,"Röseler, L., Schütz, A., Burlakovas, E., Dück, M., Fels, S., Janiczek, S., … Seida, C. (2022, September 15). Replication Mussweiler & Englich, 2005, Study 2. https://doi.org/10.17605/OSF.IO/ACYKD",,,,,,,,,,,,,,,,,,https://www.osf.io/acykd,,,,,,,,,,,,,,,,,,informative failure to replicate,https://www.osf.io/acykd,,,,0.108671273,0.513811664,-0.079886089,0.22405554,1,0,0.996,Organizational Behavior and Human Decision Processes,0,1,10.1016/j.obhdp.2004.12.002,
1,LR,OSF Registries,,,,Recognition performance for faces categorised as belonging to in-group members will be better relative to out-group member faces.,,,,,,"Elizabeth Fuller, Kay Ritchie",1/1/23 0:00,,,0.1961161,0.01699754,60,96,"Bernstein, M. J., Young, S. G., & Hugenberg, K. (2007). The cross-category effect: Mere social categorization is sufficient to elicit an own-group bias in face recognition. Psychological Science, 18(8), 706-712. Study 1",10.1111/j.1467-9280.2007.01964.x,"Bernstein, M. J., Young, S. G., & Hugenberg, K. (2007). The cross-category effect: Mere social categorization is sufficient to elicit an own-group bias in face recognition. Psychological Science, 18(8), 706-712. Study 1 https://doi.org/10.1111/j.1467-9280.2007.01964.x",1,"Fuller, E., & Ritchie, K. L. (2019, December 16). Face recognition bias for in-group members. https://doi.org/10.17605/OSF.IO/MS634",10.17605/OSF.IO/MS634,"Fuller, E., & Ritchie, K. L. (2019, December 16). Face recognition bias for in-group members. https://doi.org/10.17605/OSF.IO/MS634",,,,,,,,,,,,,,,,,,https://www.osf.io/ms634,,,,,,,,,,,,,,,,,,informative failure to replicate,https://www.osf.io/ms634,,,,-0.060838271,0.428692465,-0.184115829,0.216744868,0,0,0.611,Psychological Science,0,1,10.1111/j.1467-9280.2007.01964.x,
1,LR,OSF Registries,,,"anchoring, anchoring effect, numeric priming, replication, subliminal",interaction effect of high vs. low anchor and time pressure vs. no time pressure.,,,,,,"Lukas Röseler, Astrid Schütz, Evgenia Burlakovas, Marieluisa Dück, Sabine Fels, Sophie Janiczek , Jana Kupfer, Elena Prinz, Sarah Wieczorek, Christian Seida",1/1/23 0:00,,,0.2118311,0.02499219,62,170,"Reitsma-van Rooijen, M., & Daamen, D. D. (2006). Subliminal anchoring: The effects of subliminally presented numbers on probability estimates. Journal of Experimental Social Psychology, 42(3), 380-387.",10.1016/j.jesp.2005.05.001,"Reitsma-van Rooijen, M., & Daamen, D. D. (2006). Subliminal anchoring: The effects of subliminally presented numbers on probability estimates. Journal of Experimental Social Psychology, 42(3), 380-387. https://doi.org/10.1016/j.jesp.2005.05.001",,"Röseler, L., Schütz, A., Burlakovas, E., Dück, M., Fels, S., Janiczek, S., … Seida, C. (2022, September 15). Replication of Reitsma-van Rooijen and Daamen  (2006). https://doi.org/10.17605/OSF.IO/GH52K",10.17605/OSF.IO/GH52K,"Röseler, L., Schütz, A., Burlakovas, E., Dück, M., Fels, S., Janiczek, S., … Seida, C. (2022, September 15). Replication of Reitsma-van Rooijen and Daamen  (2006). https://doi.org/10.17605/OSF.IO/GH52K",,,,,,,,,,,,,,,,,,https://www.osf.io/gh52k,,,,,,,,,,,,,,,,,,informative failure to replicate,https://www.osf.io/gh52k,,,,-0.040056436,0.438403932,-0.125996019,0.174848717,0,0,0.873,Journal of Experimental Social Psychology,0,1,10.1016/j.jesp.2005.05.001,
1,LR,OSF Registries,Judgment and Decision Making,Anchoring Effect,"adjustment, anchor, anchoring, anchoring effect, Epley, experimenter-provided, Gilovich, replication, self-generated",Cognitive busyness makes for fewer distance from anchor for self-generated anchors but not experimenter-provided anchors,,,,,,"Lukas Röseler, Sabrina Bickenbach, Ricarda Bühler, Greta Kick, Clara Koeth, Katharina Kroworsch, Susanne Ponader, Hannah Luisa Bögler, Lisa Koßmann, Rebekka Keller",1/1/23 0:00,,,0.3133775,-0.1068842,94,182,"Epley, N., & Gilovich, T. (2006). The anchoring-and-adjustment heuristic: Why the adjustments are insufficient. Psychological science, 17(4), 311-318. Study 2c",10.1111/j.1467-9280.2006.01704.x,"Epley, N., & Gilovich, T. (2006). The anchoring-and-adjustment heuristic: Why the adjustments are insufficient. Psychological science, 17(4), 311-318. https://doi.org/10.1111/j.1467-9280.2006.01704.x",2c,"Röseler, L., Bögler, H. L., Koßmann, L., Krueger, S., Bickenbach, S., Bühler, R., … Ponader, S. (2023, July 11). Results Report: Replication of Epley and Gilovich  (2006, Study 2c). https://doi.org/10.17605/OSF.IO/Q6TV8",10.17605/OSF.IO/Q6TV8,"Röseler, L., Bögler, H. L., Koßmann, L., Krueger, S., Bickenbach, S., Bühler, R., … Ponader, S. (2023, July 11). Results Report: Replication of Epley and Gilovich  (2006, Study 2c). https://doi.org/10.17605/OSF.IO/Q6TV8",,,,,,,,,,,,,,,,,,https://www.osf.io/q6tv8,,1,,,,,,,,,,,,,,,,informative failure to replicate,https://www.osf.io/q6tv8,,,,0.118270171,0.485187212,-0.248476705,0.039180483,1,0,0.997,Psychological Science,0,1,10.1111/j.1467-9280.2006.01704.x,
1,LR,OSF Registries,Judgment and Decision Making,Anchoring Effect,"adjustment, anchor, anchoring, anchoring effect, Epley, experimenter-provided, Gilovich, replication, self-generated",People who score low in need for cognition (NFC) are more likely to be influenced by the self-generated anchor → negative correlation between these variables,,,,,,"Lukas Röseler, Sabrina Bickenbach, Ricarda Bühler, Greta Kick, Clara Koeth, Katharina Kroworsch, Susanne Ponader",1/1/23 0:00,,,0.2379622,-0.008499693,81,298,"Epley, N., & Gilovich, T. (2006). The anchoring-and-adjustment heuristic: Why the adjustments are insufficient. Psychological science, 17(4), 311-318. Study 2a",10.1111/j.1467-9280.2006.01704.x,"Epley, N., & Gilovich, T. (2006). The anchoring-and-adjustment heuristic: Why the adjustments are insufficient. Psychological science, 17(4), 311-318. https://doi.org/10.1111/j.1467-9280.2006.01704.x",2a,"Röseler, L., Bögler, H. L., Koßmann, L., Krueger, S., Bickenbach, S., Bühler, R., … Ponader, S. (2023, July 11). Results Report: Replication of Epley and Gilovich  (2006, Study 2a). https://doi.org/10.17605/OSF.IO/FMD75",10.17605/OSF.IO/FMD75,"Röseler, L., Bögler, H. L., Koßmann, L., Krueger, S., Bickenbach, S., Bühler, R., … Ponader, S. (2023, July 11). Results Report: Replication of Epley and Gilovich  (2006, Study 2a). https://doi.org/10.17605/OSF.IO/FMD75",,,,,,,,,,,,,,,,,,https://www.osf.io/fmd75,,1,,,,,,,,,,,,,,,,informative failure to replicate,https://www.osf.io/fmd75,,,,0.020687707,0.433773222,-0.122002627,0.105222682,1,0,0.994,Psychological Science,1,1,,
1,LR,OSC 2015,,,"Association Learning, Attention, Color Perception, Computer Simulation, Eye Movements, Field Dependence-Independence, Humans, Pattern Recognition, Visual, Phonetics, Reaction Time, Reading, Semantics, Verbal Behavior",Tracing attention and the activation flow in spoken word planning using eye movements.,,,,,only contact author listed as contributor,van Rijn,1/1/23 0:00,,,0.594605285,0.148340453,24,29,"Roelofs, A. (2008). Tracing attention and the activation flow in spoken word planning using eye movements. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(2), 353-368.",10.1037/0278-7393.34.2.353,"Roelofs, A. (2008). Tracing attention and the activation flow in spoken word planning using eye movements. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(2), 353-368. https://doi.org/10.1037/0278-7393.34.2.353",,"Van Rijn, H., & Scholz, S. (2023, September 28). Replication of A Roelofs (2008, JEPLMC 34(2), Exp 3). Retrieved from osf.io/qwkum",10.1126/science.aac4716,"Open Science Collaboration. (2015). Estimating the reproducibility of psychological science. Science, 349(6251), aac4716. https://doi.org/10.1126/science.aac4716","Van Rijn, H., & Scholz, S. (2023, September 28). Replication of A Roelofs (2008, JEPLMC 34(2), Exp 3). Retrieved from osf.io/qwkum",,,,,,,,,,,,,,,,,https://osf.io/qwkum/,,1,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.251544494,0.804930019,-0.230708285,0.488298504,1,0,0.971,Journal of Experimental Psychology,1,1,10.1037/0278-7393.34.2.353,
1,LK,OSC 2015,,Repetition Blindness,"Attentional Blink, Humans, Judgment, Memory, Short-Term, Pattern Recognition, Visual, Reading, Semantics, Serial Learning, Verbal Learning","Now you see it, now you don't: repetition blindness for nonwords",,,,,only contact author listed as contributor,Goodbourn,1/1/23 0:00,,,0.611120054,0.229604631,24,24,"Morris, A.L., Still, M.L. (2008). Now you see it, now you don't: Repetition blindness for nonwords. Journal of Experimental Psychology: Learning Memory and Cognition, 34(1), 146–166.",10.1037/0278-7393.34.1.146,"Morris, A.L., Still, M.L. (2008). Now you see it, now you don't: Repetition blindness for nonwords. Journal of Experimental Psychology: Learning Memory and Cognition, 34(1), 146–166. https://doi.org/10.1037/0278-7393.34.1.146",,"Goodbourn, P. T. (2023, September 28). Replication of Morris and Still (2008). Retrieved from osf.io/rmvk5",10.1126/science.aac4716,"Open Science Collaboration. (2015). Estimating the reproducibility of psychological science. Science, 349(6251), aac4716. https://doi.org/10.1126/science.aac4716","Goodbourn, P. T. (2023, September 28). Replication of Morris and Still (2008). Retrieved from osf.io/rmvk5",,,,,,,,,,,,,,,,,https://osf.io/rmvk5/,,1,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.275686677,0.813876757,-0.191532119,0.579341697,1,0,0.953,Journal of Experimental Psychology,1,1,10.1037/0278-7393.34.1.146,
1,LK,OSC 2015,,Task Switching,"Attention, Color Perception, Decision Making, Discrimination Learning, Functional Laterality, Humans, Memory, Short-Term, Pattern Recognition, Visual, Perceptual Masking, Psychomotor Performance, Psychophysics, Reaction Time, Size Perception",Working memory costs of task switching.,,,,,only contact author listed as contributor,Plessow,1/1/23 0:00,,,0.424979665,-0.215243835,25,32,"Liefooghe, B., Barrouillet, P., Vandierendonck, A., & Camos, V. (2008). Working memory costs of task switching. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(3), 478-494. doi: 10.1037/0278-7393.34.3.478",10.1037/0278-7393.34.3.478,"Liefooghe, B., Barrouillet, P., Vandierendonck, A., & Camos, V. (2008). Working memory costs of task switching. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(3), 478-494. https://doi.org/10.1037/0278-7393.34.3.478",,"Plessow, F., Möschl, M., & Pavel, M. (2023, September 28). Replication of Liefooghe, Barrouillet, Vandierendonck, & Camos (2008, JEPLMC, Experiment 4). Retrieved from osf.io/4dvzb",10.1126/science.aac4716,"Open Science Collaboration. (2015). Estimating the reproducibility of psychological science. Science, 349(6251), aac4716. https://doi.org/10.1126/science.aac4716","Plessow, F., Möschl, M., & Pavel, M. (2023, September 28). Replication of Liefooghe, Barrouillet, Vandierendonck, & Camos (2008, JEPLMC, Experiment 4). Retrieved from osf.io/4dvzb",,,,,,,,,,,,,,,,,https://osf.io/4dvzb/,,1,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.035872584,0.70219599,-0.524566846,0.144278875,1,0,0.799,Journal of Experimental Psychology,1,1,10.1037/0278-7393.34.3.478,
1,LK,OSC 2015,,,"Attention, Cues, Humans, Memory, Short-Term, Mental Recall, Paired-Associate Learning, Practice (Psychology)",Accelerated relearning after retrieval-induced forgetting: The benefit of being forgotten.,,,,,only contact author listed as contributor,Callahan,1/1/23 0:00,,,0.228739615,-0.006108358,240,270,"Storm, B.C., Bjork, E.L., & Bjork, R.A. 2008. Accelerated relearning after retrieval-induced forgetting: The benefit of being forgotten. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34, 230-236.",10.1037/0278-7393.34.1.230,"Storm, B.C., Bjork, E.L., & Bjork, R.A. 2008. Accelerated relearning after retrieval-induced forgetting: The benefit of being forgotten. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34, 230-236. https://doi.org/10.1037/0278-7393.34.1.230",,"Callahan, S. P. (2023, September 28). Replication of BC Storm, EL Bjork, RA Bjork (2008, JEPLMC 34(1), Exp 1). Retrieved from osf.io/8j9cg",10.1126/science.aac4716,"Open Science Collaboration. (2015). Estimating the reproducibility of psychological science. Science, 349(6251), aac4716. https://doi.org/10.1126/science.aac4716","Callahan, S. P. (2023, September 28). Replication of BC Storm, EL Bjork, RA Bjork (2008, JEPLMC 34(1), Exp 1). Retrieved from osf.io/8j9cg",,,,,,,,,,,,,,,,,https://osf.io/8j9cg/,,1,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.105155563,0.345365908,-0.125392813,0.113350186,1,0,0.985,Journal of Experimental Psychology,1,1,10.1037/0278-7393.34.1.230,
1,LK,OSC 2015,,,"Attention, Color Perception, Discrimination Learning, Field Dependence-Independence, Humans, Memory, Short-Term, Mental Recall, Pattern Recognition, Visual, Practice (Psychology), Psychophysics",The intermixed-blocked effect in human perceptual learning is not the consequence of trial spacing.,,,,,only contact author listed as contributor,Lakens,1/1/23 0:00,,,0.461300742,0.134811802,32,48,"C Mitchell, S Nash, G Hall (2008). The intermixed-blocked effect in human perceptual learning is not the consequence of trial spacing. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34.1 (2008): 237-242.",10.1037/0278-7393.34.1.237,"C Mitchell, S Nash, G Hall (2008). The intermixed-blocked effect in human perceptual learning is not the consequence of trial spacing. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34.1 (2008): 237-242. https://doi.org/10.1037/0278-7393.34.1.237",,"Lakens, D. (2023, September 28). Replication of Mitchell, Nash, & Hall (2008, JEP:LMC). Retrieved from osf.io/4xdkk",10.1126/science.aac4716,"Open Science Collaboration. (2015). Estimating the reproducibility of psychological science. Science, 349(6251), aac4716. https://doi.org/10.1126/science.aac4716","Lakens, D. (2023, September 28). Replication of Mitchell, Nash, & Hall (2008, JEP:LMC). Retrieved from osf.io/4xdkk",,,,,,,,,,,,,,,,,https://osf.io/4xdkk/,,1,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.134191916,0.697758339,-0.155270487,0.403490898,1,0,0.959,Journal of Experimental Psychology,1,1,10.1037/0278-7393.34.1.237,
