description,result,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_url
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #8: PTEN-3'UTR luciferase reporter activity of EV vs VAPA-3'UTR2,reversal,8.0,5.519549,d,"[2.156096, 8.832212]",0.0002331278,t,,12,-2.789833,d,"[-4.411396, -1.104969]",0.0006895721,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #9: PTEN-3'UTR luciferase reporter activity of EV vs CNOT6L-3'UTR1,reversal,8.0,4.569352,d,"[1.66362, 7.408486]",0.0006512861,t,,12,-2.551886,d,"[-4.100061, -0.9400836]",0.00129412,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #10: PTEN-3'UTR luciferase reporter activity of EV vs CNOT6L-3'UTR2,reversal,8.0,5.195923,Glass' delta,"[1.081294, 9.369]",0.0005563789,t,,12,-2.293205,Glass' delta,"[-4.037522, -0.4709422]",0.001362887,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #11: PTEN-3'UTR luciferase reporter activity of EV vs PTEN-3'UTR,reversal,8.0,6.038505,Glass' delta,"[1.348041, 10.82966]",0.0007993519,t,,10,-3.154098,Glass' delta,"[-5.328959, -0.9197438]",0.0003991548,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #12: PTEN expression of siNC vs siSERINC1 in wild-type HCT116 cells,failure,8.0,5.508277,d,"[2.150352, 8.815231]",0.0002357769,t,,6,1.48191,d,"[-0.4619813, 3.302322]",0.143716,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #13: PTEN expression of siNC vs siVAPA in wild-type HCT116 cells,success,8.0,6.479283,d,"[2.638413, 10.2841]",9.51e-05,t,,6,4.413548,d,"[1.040123, 7.719426]",0.005671521,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #14: PTEN expression of siNC vs siCNOT6L in wild-type HCT116 cells,failure,8.0,6.186268,d,"[2.492441, 9.839689]",0.0001234589,t,,6,2.085728,d,"[-0.1010185, 4.142058]",0.06300514,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #15: PTEN expression of siNC vs siPTEN in wild-type HCT116 cells,success,8.0,11.81928,Glass' delta,"[3.029334, 20.95182]",0.0001647319,t,,6,5.788292,Glass' delta,"[0.5530485, 11.30629]",0.0005585633,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #16: PTEN expression of siNC vs siSERINC1 in Dicer-Ex5 HCT116 cells,success,8.0,2.975367,d,"[0.7811132, 5.077952]",0.005636838,t,,8,2.802613,d,"[0.6790372, 4.832643]",0.007422007,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #17: PTEN expression of siNC vs siVAPA in Dicer-Ex5 HCT116 cells,success,8.0,1.004925,d,"[-0.5231449, 2.463199]",0.2050917,t,,8,0.6332674,d,"[-0.8203145, 2.038622]",0.404974,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #18: PTEN expression of siNC vs siCNOT6L in Dicer-Ex5 HCT116 cells,success,8.0,2.708333,Glass' delta,"[0.193857, 5.142675]",0.007176665,t,,8,3.323902,Glass' delta,"[0.4344105, 6.168055]",0.03894628,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #19: PTEN expression of siNC vs siPTEN in Dicer-Ex5 HCT116 cells,failure,8.0,20.5625,Glass' delta,"[5.434002, 35.36035]",3.16e-05,t,,8,2.075854,Glass' delta,"[-0.07814925, 4.119009]",0.006015906,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #20: cell proliferation of siNC vs siVAPA in wild-type HCT116 cells,success,6.0,6.088486,d,"[1.742122, 10.42311]",0.001728131,t,,8,2.171778,d,"[0.2904801, 3.956579]",0.02190393,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #21: cell proliferation of siNC vs siCNOT6L in wild-type HCT116 cells,failure,6.0,8.120974,d,"[2.537121, 13.75216]",0.0005738803,t,,8,0.4258394,d,"[-0.996725, 1.814815]",0.5690665,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #22: cell proliferation of siNC vs siPTEN in wild-type HCT116 cells,failure,6.0,8.193411,d,"[2.564739, 13.87136]",0.0005544865,t,,8,2.363073,d,"[0.4112248, 4.218505]",0.01557516,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #23: cell proliferation of siPTEN vs siVAPA in Dicer-Ex5 HCT116 cells,success,6.0,4.836069,d,"[1.223106, 8.396053]",0.004070677,t,,8,1.491057,d,"[-0.1653935, 3.059672]",0.07951859,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #24: cell proliferation of siPTEN vs siCNOT6L in Dicer-Ex5 HCT116 cells,success,6.0,2.919355,Glass' delta,"[-0.1722412, 5.970023]",0.0220685,t,,8,2.839691,Glass' delta,"[0.2468907, 5.359584]",0.01399455,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #25: cell proliferation of siNC vs siPTEN in Dicer-Ex5 HCT116 cells,success,6.0,7.677419,Glass' delta,"[0.9427065, 14.88883]",0.005551034,t,,8,2.677871,Glass' delta,"[0.1814093, 5.092549]",0.002836135,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #26: cell proliferation of siNC vs siVAPA in DU145 cells,success,6.0,3.680851,Glass' delta,"[0.04586493, 7.362028]",0.01632962,t,,10,0.4207117,Glass' delta,"[-0.8743082, 1.667941]",0.6034163,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #27: cell proliferation of siNC vs siCNOT6L in DU145 cells,failure,6.0,3.147803,d,"[0.4555848, 5.730333]",0.01822076,t,,10,-0.6520032,d,"[-1.912009, 0.6455526]",0.3327408,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #28: cell proliferation of siNC vs siPTEN in DU145 cells,success,6.0,5.480214,d,"[1.493808, 9.435297]",0.002565041,t,,10,1.624701,d,"[0.123476, 3.055395]",0.03318543,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether the microRNA miR-34a suppresses prostate cancer stem cells and metastasis by targeting the CD44 protein. Subexperiment #1: let-7b expression in CD44+ cells relative to CD44- cells,inconclusive,,,,,,,,1,,,,,,,https://doi.org/10.1038/nm.2284,Can Liu; Kevin Kelnar; Bigang Liu; Xin Chen; Tammy Calhoun‐Davis; Hangwen Li; Lubna Patrawala; Hong Yan; Collene Jeter; Sofia Honorio; Jason F. Wiggins; Andreas G. Bader; Randy Fagin; David T. Brown; Dean G. Tang,The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44,Nature Medicine,17,2.0,211,2011,https://doi.org/10.7554/eLife.43511
This study tested whether the microRNA miR-34a suppresses prostate cancer stem cells and metastasis by targeting the CD44 protein. Subexperiment #2: miR-34a expression in CD44+ cells relative to CD44- cells,inconclusive,,,,,,,,1,,,,,,,https://doi.org/10.1038/nm.2284,Can Liu; Kevin Kelnar; Bigang Liu; Xin Chen; Tammy Calhoun‐Davis; Hangwen Li; Lubna Patrawala; Hong Yan; Collene Jeter; Sofia Honorio; Jason F. Wiggins; Andreas G. Bader; Randy Fagin; David T. Brown; Dean G. Tang,The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44,Nature Medicine,17,2.0,211,2011,https://doi.org/10.7554/eLife.43511
This study tested whether the microRNA miR-34a suppresses prostate cancer stem cells and metastasis by targeting the CD44 protein. Subexperiment #3: Tumor weights of LAPC4 cells expressing miR-34a vs negative control,failure,12.0,1.21875,Glass' delta,"[-0.1704775, 2.5274522]",0.0294672,t,,14,-0.1689181,Glass' delta,"[-1.2139127, 0.8896899]",0.7121999,t,,https://doi.org/10.1038/nm.2284,Can Liu; Kevin Kelnar; Bigang Liu; Xin Chen; Tammy Calhoun‐Davis; Hangwen Li; Lubna Patrawala; Hong Yan; Collene Jeter; Sofia Honorio; Jason F. Wiggins; Andreas G. Bader; Randy Fagin; David T. Brown; Dean G. Tang,The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44,Nature Medicine,17,2.0,211,2011,https://doi.org/10.7554/eLife.43511
This study tested whether the microRNA miR-34a suppresses prostate cancer stem cells and metastasis by targeting the CD44 protein. Subexperiment #4: miR-34a expression in tumors expression miR-34a vs negative control.,inconclusive,,,,,,,,14,,,,,,,https://doi.org/10.1038/nm.2284,Can Liu; Kevin Kelnar; Bigang Liu; Xin Chen; Tammy Calhoun‐Davis; Hangwen Li; Lubna Patrawala; Hong Yan; Collene Jeter; Sofia Honorio; Jason F. Wiggins; Andreas G. Bader; Randy Fagin; David T. Brown; Dean G. Tang,The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44,Nature Medicine,17,2.0,211,2011,https://doi.org/10.7554/eLife.43511
This study tested whether the microRNA miR-34a suppresses prostate cancer stem cells and metastasis by targeting the CD44 protein. Subexperiment #5: CD44 expression in tumors,inconclusive,,,d,,,,,14,-0.221784,d,"[-1.268563, 0.8340664]",0.6855224,t,,https://doi.org/10.1038/nm.2284,Can Liu; Kevin Kelnar; Bigang Liu; Xin Chen; Tammy Calhoun‐Davis; Hangwen Li; Lubna Patrawala; Hong Yan; Collene Jeter; Sofia Honorio; Jason F. Wiggins; Andreas G. Bader; Randy Fagin; David T. Brown; Dean G. Tang,The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44,Nature Medicine,17,2.0,211,2011,https://doi.org/10.7554/eLife.43511
This study tested whether the microRNA miR-34a suppresses prostate cancer stem cells and metastasis by targeting the CD44 protein. Subexperiment #6: Luciferase values of miR-34a expression with wild-type reporter vs M1M2 reporter,success,6.0,0.8459824,d,"[-0.8959904, 2.4987841]",0.3586755,t,,32,0.2600372,d,"[-0.4381443, 0.9539404]",0.3808965,z,,https://doi.org/10.1038/nm.2284,Can Liu; Kevin Kelnar; Bigang Liu; Xin Chen; Tammy Calhoun‐Davis; Hangwen Li; Lubna Patrawala; Hong Yan; Collene Jeter; Sofia Honorio; Jason F. Wiggins; Andreas G. Bader; Randy Fagin; David T. Brown; Dean G. Tang,The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44,Nature Medicine,17,2.0,211,2011,https://doi.org/10.7554/eLife.43511
This study tested whether the microRNA miR-34a suppresses prostate cancer stem cells and metastasis by targeting the CD44 protein. Subexperiment #7: Luciferase values of miR-34a expression with wild-type reporter vs control expression with wild-type reporter,success,3.0,2.18464,d,"[-0.0856468, 4.4395266]",0.06328464,t,,16,0.02047842,d,"[-0.4699046, 0.5101851]",0.6321716,z,,https://doi.org/10.1038/nm.2284,Can Liu; Kevin Kelnar; Bigang Liu; Xin Chen; Tammy Calhoun‐Davis; Hangwen Li; Lubna Patrawala; Hong Yan; Collene Jeter; Sofia Honorio; Jason F. Wiggins; Andreas G. Bader; Randy Fagin; David T. Brown; Dean G. Tang,The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44,Nature Medicine,17,2.0,211,2011,https://doi.org/10.7554/eLife.43511
This study tested whether the microRNA miR-34a suppresses prostate cancer stem cells and metastasis by targeting the CD44 protein. Subexperiment #8: Luciferase values of miR-34a expression with M1M2 reporter vs control expression with M1M2 reporter,failure,3.0,2.114064,d,"[-0.1067127, 4.311473]",0.06715723,t,,16,-0.3576466,d,"[-0.8582565, 0.1540444]",0.7819519,z,,https://doi.org/10.1038/nm.2284,Can Liu; Kevin Kelnar; Bigang Liu; Xin Chen; Tammy Calhoun‐Davis; Hangwen Li; Lubna Patrawala; Hong Yan; Collene Jeter; Sofia Honorio; Jason F. Wiggins; Andreas G. Bader; Randy Fagin; David T. Brown; Dean G. Tang,The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44,Nature Medicine,17,2.0,211,2011,https://doi.org/10.7554/eLife.43511
This study tested whether blocking BET proteins from binding chromatin could treat MLL-fusion leukemia by disrupting cancer-promoting gene expression. Subexperiment #1: IC50 values of MV4;11 cells vs largest dose (100 µM) tested in K-562 cells,inconclusive,,,d,,,,,5,9.226546,d,"[3.132934, 15.452539]",3.26e-05,t,,https://doi.org/10.1038/nature10509,Mark A. Dawson; Rab K. Prinjha; Antje Dittmann; George Giotopoulos; Marcus Bantscheff; Wai-In Chan; Samuel C. Robson; Chun‐wa Chung; Carsten Hopf; Mikhail M. Savitski; Carola Huthmacher; Emma Gudgin; Dave Lugo; Sören Beinke; Trevor Chapman; Emma J. Roberts; Peter E. Soden; Kurt R. Auger; Olivier Mirguet; Konstanze Doehner; Ruud Delwel; Alan K. Burnett; Philip D. Jeffrey; Gerard Drewes; Kevin Lee; Brian J.P. Huntly; Tony Kouzarides,Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,Nature,478,7370.0,529,2011,https://doi.org/10.7554/eLife.25306
This study tested whether blocking BET proteins from binding chromatin could treat MLL-fusion leukemia by disrupting cancer-promoting gene expression. Subexperiment #2: Relative BCL2 expression of MV4;11 cells treated with I-BET151 vs constant of 1 (DMSO treated cells),success,3.0,26.0,d,"[4.098563, 48.254647]",0.0004927322,t,,3,10.30995,d,"[1.540743, 19.855333]",0.003121253,t,,https://doi.org/10.1038/nature10509,Mark A. Dawson; Rab K. Prinjha; Antje Dittmann; George Giotopoulos; Marcus Bantscheff; Wai-In Chan; Samuel C. Robson; Chun‐wa Chung; Carsten Hopf; Mikhail M. Savitski; Carola Huthmacher; Emma Gudgin; Dave Lugo; Sören Beinke; Trevor Chapman; Emma J. Roberts; Peter E. Soden; Kurt R. Auger; Olivier Mirguet; Konstanze Doehner; Ruud Delwel; Alan K. Burnett; Philip D. Jeffrey; Gerard Drewes; Kevin Lee; Brian J.P. Huntly; Tony Kouzarides,Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,Nature,478,7370.0,529,2011,https://doi.org/10.7554/eLife.25306
This study tested whether blocking BET proteins from binding chromatin could treat MLL-fusion leukemia by disrupting cancer-promoting gene expression. Subexperiment #3: Relative BCL2 expression of K-562 cells treated with I-BET151 vs constant of 1 (DMSO treated cells),failure,3.0,1.3,d,"[-0.3837554, 2.8812568]",0.1531738,t,,3,-2.035979,d,"[-4.1703266, 0.1304595]",0.07185459,t,,https://doi.org/10.1038/nature10509,Mark A. Dawson; Rab K. Prinjha; Antje Dittmann; George Giotopoulos; Marcus Bantscheff; Wai-In Chan; Samuel C. Robson; Chun‐wa Chung; Carsten Hopf; Mikhail M. Savitski; Carola Huthmacher; Emma Gudgin; Dave Lugo; Sören Beinke; Trevor Chapman; Emma J. Roberts; Peter E. Soden; Kurt R. Auger; Olivier Mirguet; Konstanze Doehner; Ruud Delwel; Alan K. Burnett; Philip D. Jeffrey; Gerard Drewes; Kevin Lee; Brian J.P. Huntly; Tony Kouzarides,Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,Nature,478,7370.0,529,2011,https://doi.org/10.7554/eLife.25306
This study tested whether blocking BET proteins from binding chromatin could treat MLL-fusion leukemia by disrupting cancer-promoting gene expression. Subexperiment #4: Relative BCL2 expression of MV4;11 cells treated with I-BET151 vs K-562 cells treated with I-BET151,success,6.0,17.3413,d,"[5.896563, 29.037485]",2.91e-05,t,,6,14.06732,d,"[4.725533, 23.594545]",6.66e-05,t,,https://doi.org/10.1038/nature10509,Mark A. Dawson; Rab K. Prinjha; Antje Dittmann; George Giotopoulos; Marcus Bantscheff; Wai-In Chan; Samuel C. Robson; Chun‐wa Chung; Carsten Hopf; Mikhail M. Savitski; Carola Huthmacher; Emma Gudgin; Dave Lugo; Sören Beinke; Trevor Chapman; Emma J. Roberts; Peter E. Soden; Kurt R. Auger; Olivier Mirguet; Konstanze Doehner; Ruud Delwel; Alan K. Burnett; Philip D. Jeffrey; Gerard Drewes; Kevin Lee; Brian J.P. Huntly; Tony Kouzarides,Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,Nature,478,7370.0,529,2011,https://doi.org/10.7554/eLife.25306
This study tested whether blocking BET proteins from binding chromatin could treat MLL-fusion leukemia by disrupting cancer-promoting gene expression. Subexperiment #5: Survival of I-BET151 vs vehicle control,failure,10.0,10.32306,HR,"[1.508854, 70.626861]",0.01734749,chi-squared,,23,1.439196,HR,"[0.4544079, 4.558209]",0.535919,chi-squared,,https://doi.org/10.1038/nature10509,Mark A. Dawson; Rab K. Prinjha; Antje Dittmann; George Giotopoulos; Marcus Bantscheff; Wai-In Chan; Samuel C. Robson; Chun‐wa Chung; Carsten Hopf; Mikhail M. Savitski; Carola Huthmacher; Emma Gudgin; Dave Lugo; Sören Beinke; Trevor Chapman; Emma J. Roberts; Peter E. Soden; Kurt R. Auger; Olivier Mirguet; Konstanze Doehner; Ruud Delwel; Alan K. Burnett; Philip D. Jeffrey; Gerard Drewes; Kevin Lee; Brian J.P. Huntly; Tony Kouzarides,Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,Nature,478,7370.0,529,2011,https://doi.org/10.7554/eLife.25306
