replication_doi,replication_url,replication_title,replication_journal,contains_replications,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,description,result,replication_type,discipline,subdiscipline,justification,confidence,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,version
10.1177/001872679004300806,https://doi.org/10.1177/001872679004300806,,,True,,"Bedeian, A. G.; Armenakis, A. A.",A path-analytic study of the consequences of role conflict and ambiguity,Academy of Management Journal,24,,417-424,1981,"A causal model where role conflict and role ambiguity increase job-related tension and propensity to leave, decrease job satisfaction, with tension mediating effects on satisfaction and turnover intentions",failure,close,business & management,management,,high,,,,,,,,69,,,,,,,
10.1177/001872679404700302,https://doi.org/10.1177/001872679404700302,,,True,,"Hazan, C.; Shaver, P.",Love and work: An attachment—theoretical perspective,Journal of Personality and Social Psychology,59,,270-280,1990,"Attachment styles (anxious/ambivalent vs. avoidant) predict distinct patterns of work behavior and orientation, with anxious/ambivalent individuals showing poor work performance and avoidant individuals being overinvolved with work",success,close,psychology,social psychology,,high,,,,,,,,219,,,,,,,
10.1177/001872679404700703,https://doi.org/10.1177/001872679404700703,,,True,,"Aranya, N.; Ferris, K. R.",A reexamination of accountants' organizational-professional conflict,The Accounting Review,LXIX,1,1-15,1984,High commitment to both organization and profession reduces organizational-professional conflict through an interaction effect,inconclusive,close,business & management,management,,high,,,,,,,,390,,,,,,,
10.1177/001872679504801003,https://doi.org/10.1177/001872679504801003,,,True,,"Hofstede, Geert",Culture's consequences: International differences in work-related values,Sage Publications,,,,1980,Japanese managers score higher on Individualism than Singaporean managers,success,close,business & management,management,,high,72000,,,,,,,220,,,,0.001,<,two-sided,
10.1177/001872679504801003,https://doi.org/10.1177/001872679504801003,,,True,,"Hofstede, Geert",Culture's consequences: International differences in work-related values,Sage Publications,,,,1980,Singaporean managers score higher on Power Distance than Japanese managers,reversal,close,business & management,management,,high,72000,,,,,,,220,,,,0.001,<,two-sided,
10.1177/001872679504801003,https://doi.org/10.1177/001872679504801003,,,True,,"Hofstede, Geert",Culture's consequences: International differences in work-related values,Sage Publications,,,,1980,Japanese managers score higher on Uncertainty Avoidance than Singaporean managers,success,close,business & management,management,,high,72000,,,,,,,220,,,,0.001,<,two-sided,
10.1177/001872679504801003,https://doi.org/10.1177/001872679504801003,,,True,,"Hofstede, Geert",Culture's consequences: International differences in work-related values,Sage Publications,,,,1980,Japanese managers score higher on Masculinity than Singaporean managers,reversal,close,business & management,management,,high,72000,,,,,,,220,,,,0.001,<,two-sided,
10.1177/001872679604900404,https://doi.org/10.1177/001872679604900404,,,True,,"Bielby, William T.; Bielby, Denise D.",Family ties: balancing commitments to work and family in dual-earner households,American Sociological Review,54,,76-89,1989,Gender differences in balancing work and family identity: women exhibit negative relationships between work and family identity (trade-off pattern) while men exhibit positive relationships (simultaneous identification with both roles),success,close,sociology,other,,high,,,,,,,,414,,,,,,,
10.1177/001872679905200305,https://doi.org/10.1177/001872679905200305,,,True,,"Ferris, G. R.; Russ, G. S.; Fandt, P. M.",Politics in organizations,Impression management in organizations,,,143-170,1989,"The Ferris et al. model posits that perceptions of organizational politics are influenced by organizational, job/work, and personal factors, which in turn influence individual outcomes such as job anxiety, job satisfaction, and withdrawal behaviors",success,close,psychology,social psychology,,high,,,,,,,,1255,,,,,,,
10.1177/0022022110381114,https://doi.org/10.1177/0022022110381114,,,True,,"Amsterdam, B.",Mirror self-image reactions before age two,Developmental Psychobiology,5,,297-305,1972,Children show signs of mirror self-recognition by touching or removing a mark on their face between 18 to 24 months of age,failure,direct,psychology,developmental psychology,,high,,,,,,,,215,,,,,,,
10.1177/0022343308096157,https://doi.org/10.1177/0022343308096157,,,True,,"Hauge, W.; Ellingsen, T.",Beyond environmental scarcity: causal pathways to conflict,Environmental Conflict,35,,36-57,1998,"Renewable resource scarcity (population density, deforestation, soil degradation, and water scarcity) increases the risk of internal armed conflict",failure,direct,political science,political economy,,high,303,,,,,,,302,,,,,,,
10.1177/0023830911404958,https://doi.org/10.1177/0023830911404958,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/003151259407800321,https://doi.org/10.1177/003151259407800321,,,True,,"Golding, J.; Mangan, G.",Arousing and de-arousing effects of cigarette smoking under conditions of stress and mild sensory isolation,Psychophysiology,19,,449-456,1982,"Cigarette smoking produces arousing effects (decreased EEG alpha activity, increased electrodermal activity, increased heart rate) under conditions of mild sensory isolation",success,direct,psychology,psychophysiology,,high,,,,,,,,10,,,,,,,
10.1177/003151259407800321,https://doi.org/10.1177/003151259407800321,,,True,,"Golding, J.; Mangan, G.",Arousing and de-arousing effects of cigarette smoking under conditions of stress and mild sensory isolation,Psychophysiology,19,,449-456,1982,"Cigarette smoking produces de-arousing effects (increased EEG alpha activity, decreased electrodermal activity) under conditions of white-noise stress",failure,direct,psychology,psychophysiology,,high,,,,,,,,10,,,,,,,
10.1177/0093854807300758,https://doi.org/10.1177/0093854807300758,,,True,,"Vassileva, J.; Kosson, D.; Abramowitz, C.; Conrod, P.",Psychopathy versus psychopathies in classifying criminal offenders,Legal and Criminological Psychology,10,,1-18,2005,"Cluster analysis identifies four distinct subgroups of criminal offenders including primary psychopaths (low anxiety, high interpersonal/affective traits) and secondary psychopaths (high anxiety, high behavioral psychopathy)",success,direct,psychology,clinical psychology,,high,,,,,,,,258,,,,,,,
10.1177/0093854818812918,https://doi.org/10.1177/0093854818812918,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/0098628315603065,https://doi.org/10.1177/0098628315603065,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/0145445515616105,https://doi.org/10.1177/0145445515616105,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/0145445520920813,https://doi.org/10.1177/0145445520920813,,,True,https://doi.org/10.1002/jaba.514,"Watkins, L.; O'reilly, M.; Kuhn, M.; Ledbetter-Cho, K.",An interest-based intervention package to increase peer social interaction in young children with autism spectrum disorder,Journal of Applied Behavior Analysis,52,1,132-149,2019,"Interest-based play activities with adult instruction, modeling, and response to child questions increase peer social interaction in young children with autism spectrum disorder",success,close,psychology,clinical psychology,,high,,,,,,,,4,,,,0.0006,<,,
10.1177/0146167202286008,https://doi.org/10.1177/0146167202286008,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/0146167212475225,https://doi.org/10.1177/0146167212475225,,,True,,"Bar-Anan, Y.; Nosek, B.",Reporting intentional rating of the primes predicts priming effects in the affective misattribution procedure,Personality and Social Psychology Bulletin,38,,1194-1208,2012,Retrospective self-reports of intentionally rating primes are associated with larger effect sizes and higher reliability in the Affect Misattribution Procedure,success,direct,psychology,social psychology,,high,,,,,,,,288,0.22,b,,0.01,<,,
10.1177/0146167213490963,https://doi.org/10.1177/0146167213490963,,,True,https://doi.org/10.1111/j.1475-6811.2005.00126,"Impett, E.; Peplau, L.; Gable, S.",Approach and avoidance sexual motivation: Implications for personal and interpersonal well-being,Personal Relationships,12,,465-482,2005,"Engaging in sex for approach goals (to pursue intimacy) is associated with enhanced personal and relational well-being, while engaging in sex for avoidance goals (to avoid disappointing a partner) is associated with negative outcomes",success,conceptual,psychology,social psychology,,high,,,,,,,,517,,,,0.001,<,,
10.1177/0146167213490963,https://doi.org/10.1177/0146167213490963,,,True,https://doi.org/10.1111/j.1467-6494.2010.00713,"Cooper, M.; Barber, L.; Zhaoyang, R.; Talley, A.",Motivational pursuits in the context of human sexual relationships,Journal of Personality,79,,1031-1066,2011,"Approach goals for sex are linked to more positive feelings about sex and greater sexual satisfaction, while avoidance goals for sex are linked to more negative feelings about sex and lower sexual satisfaction",success,conceptual,psychology,social psychology,,high,,,,,,,,517,,,,0.001,<,,
10.1177/01461672211025423,https://doi.org/10.1177/01461672211025423,,,True,,"Scholer, Abigail A.; Miele, David B.",The role of metamotivation in creating task-motivation fit,Motivation Science,2,3,171-197,2016,"People recognize that promotion-inducing preparatory strategies enhance performance on eager tasks more than vigilant tasks, and prevention-inducing preparatory strategies enhance performance on vigilant tasks more than eager tasks",success,close,psychology,social psychology,,high,,,etasq,,,,,97,,,,,,,
10.1177/01461672211025423,https://doi.org/10.1177/01461672211025423,,,True,,"Scholer, Abigail A.; Miele, David B.",The role of metamotivation in creating task-motivation fit,Motivation Science,2,3,171-197,2016,People prefer promotion-focused incentive structures (Yours to Gain) over prevention-focused incentive structures (Yours to Lose) across different task types,success,direct,psychology,social psychology,,high,,,etasq,,,,,97,,,,,,,
10.1177/01461672211025423,https://doi.org/10.1177/01461672211025423,,,True,,"Scholer, Abigail A.; Miele, David B.",The role of metamotivation in creating task-motivation fit,Motivation Science,2,3,171-197,2016,"People exhibit a promotion bias, rating promotion-inducing strategies as generally more advantageous than prevention-inducing strategies across tasks",success,direct,psychology,social psychology,,high,,,etasq,,,,,97,,,,,,,
10.1177/01461672211025423,https://doi.org/10.1177/01461672211025423,,,True,,"Scholer, Abigail A.; Miele, David B.",The role of metamotivation in creating task-motivation fit,Motivation Science,2,3,171-197,2016,"People recognize how to create task-motivation fit through task-integral strategies, rating promotion-focused incentives as more useful for eager tasks and prevention-focused incentives as more useful for vigilant tasks",inconclusive,close,psychology,social psychology,,high,,,etasq,,,,,452,,,,,,,
10.1177/01461672952111004,https://doi.org/10.1177/01461672952111004,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/0146167299025002007,https://doi.org/10.1177/0146167299025002007,,,True,,"Solarz, A.",Latency of instrumental responses as a function of compatibility with the meaning of eliciting verbal signs,Journal of Experimental Psychology,59,,239-245,1960,Participants are faster at pulling a lever toward themselves when indicating they like a stimulus and faster at pushing a lever away when indicating they dislike a stimulus,success,close,psychology,social psychology,,high,,,,,,,,42,,,,0.01,<,,
10.1177/014920630202800106,https://doi.org/10.1177/014920630202800106,,,True,,"Tversky, A.; Kahneman, D.",The framing of decisions and the psychology of choice,Science,211,,453-458,1981,"Positive framing of decision outcomes leads to risk aversion, while negative framing leads to risk seeking (the framing effect)",failure,close,psychology,cognitive psychology,,high,,,,,,,,292,,,,,,,
10.1177/014920630202800106,https://doi.org/10.1177/014920630202800106,,,True,,"Thaler, R.; Johnson, E.",Gambling with the house money and trying to break even: The effects of prior outcomes on risky choice,Management Science,36,,643-660,1990,Decision makers who receive information that they failed to attain a prior goal will choose less risky goals in subsequent decisions (Quasi-Hedonic Editing Theory),success,close,psychology,cognitive psychology,,high,,,,,,,,292,-.29,beta,,.01,<,two-sided,
10.1177/0149206307302551,https://doi.org/10.1177/0149206307302551,,,True,,"Gong, Y.","Subsidiary staffing in multinational enterprises: Agency, resources, and performance",Academy of Management Journal,46,,728-739,2003,Cultural distance between home and host countries increases the use of parent country nationals (PCNs) in subsidiary staffing,inconclusive,close,business & management,management,,high,695,,,,,,,12997,,,,,,,
10.1177/0149206307302551,https://doi.org/10.1177/0149206307302551,,,True,,"Gong, Y.","Subsidiary staffing in multinational enterprises: Agency, resources, and performance",Academy of Management Journal,46,,728-739,2003,Cultural distance negatively interacts with subsidiary age in determining expatriate staffing composition (younger subsidiaries in culturally distant countries have more PCNs),failure,close,business & management,management,,high,695,,,,,,,11063,,,,,,,
10.1177/0149206307302551,https://doi.org/10.1177/0149206307302551,,,True,,"Gong, Y.","Subsidiary staffing in multinational enterprises: Agency, resources, and performance",Academy of Management Journal,46,,728-739,2003,The proportion of parent country nationals (PCNs) interacts positively with cultural distance to improve subsidiary performance,failure,close,business & management,management,,high,695,,,,,,,8672,,,,,,,
10.1177/0149206307302551,https://doi.org/10.1177/0149206307302551,,,True,,"Gong, Y.","Subsidiary staffing in multinational enterprises: Agency, resources, and performance",Academy of Management Journal,46,,728-739,2003,The proportion of parent country nationals (PCNs) interacts negatively with subsidiary age in determining subsidiary performance,reversal,close,business & management,management,,high,695,,,,,,,8672,,,,,,,
10.1177/0149206309345019,https://doi.org/10.1177/0149206309345019,,,True,,"Hambrick, D.; Geletkanycz, M.; Fredrickson, J.",Top management commitment to the status quo: Some tests of its determinants,Strategic Management Journal,14,,401-418,1993,"Multilevel determinants (CEO characteristics, firm characteristics, and industry characteristics) predict CEO commitment to the status quo",inconclusive,close,business & management,management,,high,,,,,,,,129,,,,,,,
10.1177/0149206312443557,https://doi.org/10.1177/0149206312443557,,,True,,"Bordia, P.; Restubog, S.; Tang, R.",When employees strike back: investigating the mediating mechanisms between psychological contract breach and workplace deviance,Journal of Applied Psychology,93,,1104-1117,2008,"Psychological contract breach leads to violation (affective reaction), which leads to revenge cognitions, which in turn leads to workplace deviance; self-control moderates the relationship between revenge cognitions and workplace deviance",inconclusive,close,psychology,social psychology,,high,,,,,,,,146,,,,,,,
10.1177/0149206320908630,https://doi.org/10.1177/0149206320908630,,,True,https://doi.org/10.5465/amj.2005.18803920,"Gilbert, Clark G.",Unbundling the structure of inertia: resource versus routine rigidity,Academy of Management Journal,48,5,741-763,2005,"Propositions G2-G5: Threat perception amplifies routine rigidity through contraction of authority, reduced experimentation, and focus on existing resources; structural separation and external influence help decouple threat perception and relax routine rigidity",success,close,business & management,management,,high,,,,,,,,,,,,,,,
10.1177/0149206320908630,https://doi.org/10.1177/0149206320908630,,,True,https://doi.org/10.5465/amj.2005.18803920,"Gilbert, Clark G.",Unbundling the structure of inertia: resource versus routine rigidity,Academy of Management Journal,48,5,741-763,2005,Propositions G1a-G1b: Perception of an imminent threat enables managers to overcome resource rigidity stemming from resource dependence and incumbent position reinvestment incentives,failure,close,business & management,management,,high,,,,,,,,,,,,,,,
10.1177/0149206320948602,https://doi.org/10.1177/0149206320948602,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/014920639702300403,https://doi.org/10.1177/014920639702300403,,,True,,"Mowen, J.; Middlemist, R.; Luther, D.",Joint effects of assigned goal level and incentive structure on task performance: a laboratory study,Journal of Applied Psychology,66,,598-603,1981,"Under bonus pay systems, subjects perform better with easy or medium goals than hard goals, while under piece-rate pay systems, subjects perform better with hard goals than medium goals",success,conceptual,psychology,social psychology,,high,,,,,,,,104,,,,0.05,<,,
10.1177/0193723504273121,https://doi.org/10.1177/0193723504273121,,,True,,"Regoli, B.",Racism in baseball card collecting,Human Relations,44,,255-264,1991,Race does not affect the value of baseball cards for National Baseball Hall of Fame players when controlling for performance and other factors,success,close,sociology,other,,high,,,,,,,,51,,,,0.734,=,,
10.1177/0301006620915421,https://doi.org/10.1177/0301006620915421,,,True,,"Wollaston, W.",On the apparent direction of eyes in a portrait,Philosophical Transactions of the Royal Society of London,114,,247-256,1824,"Manipulating facial features such as the nose can dramatically change perceived gaze direction in a portrait, even when the eye region (pupil and iris) remains unaltered",success,direct,psychology,psychophysics,,high,,,,,,,,18,,,,0.001,<,,
10.1177/0305735614535829,https://doi.org/10.1177/0305735614535829,,,True,,"Kreutz, G.; Ginsborg, J.; Williamon, A.",Health-promoting behaviours in conservatoire students,Psychology of Music,37,1,47-60,2009,"Music students show overall deficiencies in health-promoting behaviors, particularly low values for health responsibility, physical activity, stress management, and nutrition, with highest scores for interpersonal relations and spiritual growth",success,close,psychology,educational psychology,,high,,,,,,,,144,,,,,,,
10.1177/030631293023002004,https://doi.org/10.1177/030631293023002004,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/074171367102100201,https://doi.org/10.1177/074171367102100201,,,True,,"Houle, C.",The inquiring mind,,,,,1961,"Adult education participants can be classified into three motivational types: goal-oriented (using education to accomplish clear objectives), activity-oriented (seeking social contact rather than content), and learning-oriented (seeking knowledge for its own sake)",success,conceptual,education,educational psychology,,high,22,,,,,,,233,,,,,,,
10.1177/074171367102100201,https://doi.org/10.1177/074171367102100201,,,True,,"Sheffield, S.",The orientations of adult continuing learners,Center for the Study of Liberal Education for Adults,,,1-22,1964,"Adult education participants' motivations can be characterized by five factors: learning orientation, desire-activity orientation, personal-goal orientation, societal-goal orientation, and need-activity orientation",inconclusive,close,education,educational psychology,,medium,453,,,,,,,233,,,,,,,
10.1177/074171367402400201,https://doi.org/10.1177/074171367402400201,,,True,,"Boshier, R.",Motivational orientations of adult education participants: A factor analytic exploration of Houle's typology,Adult Education,XXI,2,3-26,1971,The Education Participation Scale (EPS) yields similar factor patterns and dimensions of adult learning motivation across cultural contexts,success,close,education,educational psychology,,high,233,,,,,,,611,,,,,,,
10.1177/074193259001100206,https://doi.org/10.1177/074193259001100206,,,True,,"Walker, H.; Severson, H.; Stiller, B.; Williams, G.; Haring, N.; Shinn, M.; Todis, B.",Systematic screening of pupils in the elementary age range at risk for behavior disorders: development and trial testing of a multiple gating model,Remedial and Special Education,9,3,8-14,1988,"The SSBD screening system can discriminate among externalizing, internalizing, and normal comparison students using Stage 2 and Stage 3 measures",success,direct,psychology,educational psychology,,high,,,,,,,,856,0.28,etasq,,0.001,<,,
10.1177/0748175614522268,https://doi.org/10.1177/0748175614522268,,,True,,"Lambert, M.; Hansen, N.; Umpress, V.; Lunnen, K.; Okiishi, J.; Burlingame, G.",Administration and scoring manual for the OQ-45,Administration and scoring manual for the OQ-45,,,,1996,"The OQ-45.2 has a three-factor structure consisting of Symptom Distress, Interpersonal Relations, and Social Role Performance subscales",failure,direct,psychology,clinical psychology,,high,,,,,,,,2714,,,,,,,6
10.1177/0748175614522268,https://doi.org/10.1177/0748175614522268,,,True,https://doi.org/10.1037/a0019187,"Bludworth, J.; Tracey, T.; Glidden-Tracey, C.",The bilevel structure of the Outcome Questionnaire-45,Psychological Assessment,22,,350-355,2010,"The OQ-45.2 has a four-factor bilevel structure with three original factors (Symptom Distress, Interpersonal Relations, Social Role Performance) plus an overall maladjustment factor",inconclusive,direct,psychology,clinical psychology,,high,1100,,,,,,,2714,,,,,,,6
10.1177/0748175614522268,https://doi.org/10.1177/0748175614522268,,,True,https://doi.org/10.1177/0748175609354616,"Kim, S.; Beretvas, S.; Sherry, A.",A validation of the factor structure of OQ-45 scores using factor mixture modeling,Measurement and Evaluation in Counseling and Development,42,,275-295,2010,"Factor mixture modeling identifies a three-factor structure (Anxiety-Somatization, Negative Self-Worth, Loss of Interest) with multiple latent classes of participants",success,direct,psychology,clinical psychology,,high,4239,,,,,,,2714,,,,,,,6
10.1177/074873048700200101,https://doi.org/10.1177/074873048700200101,,,True,,"Klein, S. S.; Binkley, K.; Mosher",Circadian phase of sparrows: Control by light and dark,Photochem. Photobiol,41,,453-457,1985,"Light pulses administered at different circadian times cause phase shifts in sparrows' circadian activity rhythms, with early-night pulses causing delays and late-night pulses causing advances",success,direct,biology,physiology,,high,,,,,,,,,,,,,,,6
10.1177/0886260514563833,https://doi.org/10.1177/0886260514563833,,,True,https://doi.org/10.1037/a0029608,"Kimble, M.; Flack, W.; Burbridge, E.",Study abroad increases risk for sexual assault in female undergraduates: a preliminary report,"Psychological Trauma: Theory, Research, Practice, and Policy",5,,426-430,2013,"Study abroad programs increase risk of sexual assault victimization among female undergraduates, with most perpetrators being non-student local residents",inconclusive,direct,psychology,social psychology,,high,218,,,,,,,208,,,,,,,6
10.1177/0886260516653550,https://doi.org/10.1177/0886260516653550,,,True,,"Knight, R.; Carter, D.; Prentky, R.",A system for the classification of child molesters: Reliability and application,Journal of Interpersonal Violence,4,,3-23,1989,"The MTC:CM3 typology can reliably classify child molesters along two axes (Axis I: pedophilic fixation and social competence; Axis II: degree of contact with children, physical injury, and sadistic interest)",success,close,psychology,clinical psychology,,high,177,,,,,,,499,,,,,,,6
10.1177/0956797611428079,https://doi.org/10.1177/0956797611428079,,,True,,"Brescoll, V.; Uhlmann, E.","Can an angry woman get ahead? Status conferral, gender, and expression of emotion in the workplace",Psychological Science,19,,268-275,2008,"Women who express agency (anger, dominance) are evaluated more negatively and accorded lower status than women who do not express agency",success,close,psychology,social psychology,,high,,,,,,,,84,0.12,etasq,,0.002,<,two-sided,6
10.1177/0956797611432497,https://doi.org/10.1177/0956797611432497,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/0956797611435919,https://doi.org/10.1177/0956797611435919,,,True,,"Zhong, Chen-Bo; Leonardelli, Geoffrey J.",Cold and lonely: does social exclusion literally feel cold?,Psychological Science,19,,838-842,2008,Social exclusion increases desire for physical warmth as measured by desirability ratings of warm-temperature refreshments,inconclusive,close,psychology,social psychology,,medium,,,,,,,,56,0.44,beta,,0.025,=,,6
10.1177/0956797613516010,https://doi.org/10.1177/0956797613516010,,,True,https://doi.org/10.1177/0956797612443838,"Birtel, M.; Crisp, R.","Treating"" prejudice: An exposure-therapy approach to reducing negative reactions toward stigmatized groups",Psychological Science,23,,1379-1386,2012,Study 1: Imagining a negative interaction followed by a positive interaction with a person with schizophrenia reduces anticipatory anxiety about future interactions compared to imagining only positive interactions,failure,direct,psychology,social psychology,,high,29,0.76,d,,,,,240,0.10,d,,0.450,=,,6
10.1177/0956797613516010,https://doi.org/10.1177/0956797613516010,,,True,https://doi.org/10.1177/0956797612443838,"Birtel, M.; Crisp, R.","Treating"" prejudice: An exposure-therapy approach to reducing negative reactions toward stigmatized groups",Psychological Science,23,,1379-1386,2012,Study 2a: Imagining a negative interaction followed by a positive interaction with a gay man reduces anticipatory anxiety about future interactions and increases contact intentions compared to imagining only positive interactions,failure,direct,psychology,social psychology,,high,32,1.08,d,,,,,175,-0.19,d,,0.210,=,,6
10.1177/0956797613520236,https://doi.org/10.1177/0956797613520236,,,True,https://doi.org/10.1177/0956797612466416,"Durante, K.; Rae, A.; Griskevicius, V.","The fluctuating female vote: Politics, religion, and the ovulatory cycle",Psychological Science,24,,1007-1016,2013,"During peak fertility, women in committed relationships become more religious, while single women become less religious",failure,direct,psychology,social psychology,,high,777,,,,,,,1206,,etasq,,,,,6
10.1177/0956797613520236,https://doi.org/10.1177/0956797613520236,,,True,https://doi.org/10.1177/0956797612466416,"Durante, K.; Rae, A.; Griskevicius, V.","The fluctuating female vote: Politics, religion, and the ovulatory cycle",Psychological Science,24,,1007-1016,2013,"During peak fertility, women in committed relationships become more socially conservative, while single women become more socially liberal",failure,direct,psychology,social psychology,,high,502,,,,,,,1206,,etasq,,,,,6
10.1177/0956797613520236,https://doi.org/10.1177/0956797613520236,,,True,https://doi.org/10.1177/0956797612466416,"Durante, K.; Rae, A.; Griskevicius, V.","The fluctuating female vote: Politics, religion, and the ovulatory cycle",Psychological Science,24,,1007-1016,2013,"During peak fertility, women in committed relationships prefer the more conservative presidential candidate, while single women prefer the more liberal presidential candidate",inconclusive,direct,psychology,social psychology,,high,,,,,,,,1206,,,,0.08,=,,6
10.1177/0956797614555727,https://doi.org/10.1177/0956797614555727,,,True,,"Haselton, M.; Buss, D.",Error management theory: A new perspective on biases in cross-sex mind reading,Journal of Personality and Social Psychology,78,,81-91,2000,Men overestimate women's sexual intentions when evaluating dating behaviors compared to women's self-reported intentions,success,direct,psychology,social psychology,,high,,,,,,,,484,0.68,d,,0.001,<,two-sided,6
10.1177/0956797614563108,https://doi.org/10.1177/0956797614563108,,,True,,"Chan, K.; Tong, E.; Tan, Y.",Taking a leap of faith: reminders of God lead to greater risk taking,Social Psychological and Personality Science,5,,901-909,2014,Reminders of God increase risk taking on nonmoral tasks such as the Balloon Analogue Risk Task (BART),success,conceptual,psychology,social psychology,,high,,,,,,,,61,0.574,d,,0.031,=,,6
10.1177/0956797614563108,https://doi.org/10.1177/0956797614563108,,,True,,"Chan, K.; Tong, E.; Tan, Y.",Taking a leap of faith: reminders of God lead to greater risk taking,Social Psychological and Personality Science,5,,901-909,2014,"When the Balloon Analogue Risk Task is framed as an immoral task, reminders of God decrease risk taking (reversing the effect for nonmoral tasks)",success,conceptual,psychology,social psychology,,high,,,,,,,,452051,,,,0.021,=,,6
10.1177/0956797614563958,https://doi.org/10.1177/0956797614563958,,,True,,"Thaler, R.",Mental accounting and consumer choice,Marketing Science,4,,199-214,1985,People offer a higher price for the same beer when it comes from a fancy resort versus a grocery store (the beer-on-the-beach scenario),inconclusive,conceptual,psychology,consumer psychology/marketing,,high,,,,,,,,149,0.07,etasq,,0.01,<,,6
10.1177/0956797614563958,https://doi.org/10.1177/0956797614563958,,,True,,"Tversky, A.; Kahneman, D.",The framing of decisions and psychology of choice,Science,211,,453-458,1981,People are more willing to travel for a discount when it represents a larger percentage of the total price (proportional thinking effect),inconclusive,conceptual,psychology,cognitive psychology,,high,,,,,,,,702,,,,0.05,<,,6
10.1177/0956797614563958,https://doi.org/10.1177/0956797614563958,,,True,,"Slovic, P.; Finucane, M.; Peters, E.; Macgregor, D.",The affect heuristic,Heuristics and biases: The psychology of intuitive judgment,,,397-420,2002,People rate a gamble with a small loss as more attractive than a dominated no-loss gamble (dominance violation effect),inconclusive,conceptual,psychology,cognitive psychology,,high,,,,,,,,503,0.01,etasq,,0.05,<,,6
10.1177/0956797614563958,https://doi.org/10.1177/0956797614563958,,,True,,"Morewedge, C.; Holtzman, L.; Epley, N.","Unfixed resources: Perceived costs, consumption, and the accessible account effect",Journal of Consumer Research,34,,459-467,2007,"When people evaluate items against the backdrop of a small mental account, the items seem more expensive than when evaluated against a large account",inconclusive,conceptual,psychology,consumer psychology/marketing,,high,,,,,,,,259,0.02,etasq,,0.05,<,,6
10.1177/0956797615624492,https://doi.org/10.1177/0956797615624492,,,True,,"Payne, B.",Prejudice and perception: the role of automatic and controlled processes in misperceiving a weapon,Journal of Personality and Social Psychology,81,,181-192,2001,Seeing faces of Black men (compared to White men) facilitates identification of weapons and slows identification of non-weapons due to automatic racial bias,success,close,psychology,social psychology,,high,30,0.24,etasq,,,,,63,0.22,etasq,,0.001,<,,6
10.1177/0956797616668510,https://doi.org/10.1177/0956797616668510,,,True,,"Epley, N.; Akalis, S.; Waytz, A.; Cacioppo, J.","Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds",Psychological Science,19,,114-120,2008,"Lonely people are more likely to ascribe humanlike traits (e.g., free will, intentions) to inanimate technological gadgets than nonlonely people",success,direct,psychology,social psychology,,high,,,,,,,,178,0.27,b,"[0.03, 0.51]",0.027,=,,6
10.1177/0956797617721270,https://doi.org/10.1177/0956797617721270,,,True,,"Koch, S.; Holland, R.; Hengstler, M.; Van Knippenberg, A.",Body locomotion as regulatory process: Stepping backward enhances cognitive control,Psychological Science,20,,549-550,2009,"Stepping backward (vs. forward) reduces the Stroop effect, indicating enhanced selective attention and cognitive control",success,conceptual,psychology,cognitive psychology,,high,,,,,,,,50,0.155,etasq,,0.004,=,,6
10.1177/0956797619879441,https://doi.org/10.1177/0956797619879441,,,True,,"Horner, A.; Burgess, N.",The associative structure of memory for multi-element events,Journal of Experimental Psychology: General,142,,1370-1383,2013,"Within-event retrieval accuracy is mutually contingent in young adults (holistic recollection via pattern completion), such that successfully retrieving one element of a multi-element event predicts successful retrieval of other elements from the same event",success,close,psychology,cognitive psychology,,high,,,,,,,,31,1.32,d,"[0.83, 1.8]",0.001,<,,6
10.1177/0956797620904154,https://doi.org/10.1177/0956797620904154,,,True,https://doi.org/10.1017/S0140525X00023992,"Buss, D.",Sex differences in human mate preferences: Evolutionary hypotheses tested in 37 cultures,Behavioral and Brain Sciences,12,,1-14,1989,"Women value good financial prospects in mates more than men do, while men value physical attractiveness more than women do across cultures",success,close,psychology,social psychology,,high,10000,,,,,,,14399,0.30,d,,0.001,<,,6
10.1177/0956797620904154,https://doi.org/10.1177/0956797620904154,,,True,https://doi.org/10.1017/S0140525X00067595,"Kenrick, D.; Keefe, R.",Age preferences in mates reflect sex differences in mating strategies,Behavioral and Brain Sciences,15,,75-133,1992,"Women prefer older spouses and tend to marry partners older than themselves, while men prefer younger spouses and increasingly marry younger partners as they age",success,close,psychology,social psychology,,high,,,,,,,,8614,0.96,d,,0.001,<,,6
