replication_doi,replication_url,contains_replications,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,description,result,discipline,subdiscipline,justification
10.1080/02699931.2017.1292217,https://doi.org/10.1080/02699931.2017.1292217,True,https://doi.org/10.1111/j.1467-9280.2008.02082.x,"Jefferies, L.; Smilek, D.; Eich, E.; Enns, J.",Emotional valence and arousal interact in attentional control,Psychological Science,19,3,290-295,2008,"Emotional valence and arousal interact to affect attentional control on the Attentional Blink task, with sad mood (low arousal, negative valence) producing best performance and anxious mood (high arousal, negative valence) producing worst performance",failure,psychology,cognitive psychology,"The authors explicitly state in the Discussion: ""My confirmatory analyses did not reveal the same effects as those reported by Jefferies et al. Most importantly, I could not replicate the interaction effect of valence and arousal on the difference between T1 and T2 performance for Lag 2 and Lag 4."" The crucial interaction did not reach significance (F(2, 143) = .38, p = .54)."
10.1080/02699931.2018.1468732,https://doi.org/10.1080/02699931.2018.1468732,True,https://doi.org/10.3758/BF03213926,"Bayliss, A.; Paul, M.; Cannon, P.; Tipper, S.",Gaze cuing and affective judgments of objects: I like what you look at,Psychonomic Bulletin & Review,13,6,1061-1066,2006,People rate objects as more likeable when they have seen a person repeatedly gaze toward rather than away from those objects (the gaze-liking effect),failure,psychology,social psychology,"Using a large sample (N=98), the replication found essentially no gaze-liking effect (dz = 0.02, 95% CrI [-0.08, 0.10], p = 0.48) compared to the original large effect (dz = 0.94). The authors state: ""our results indicate that the effect is very small"" and that future researchers would need ""at least 3000 participants to detect the gaze-liking effect."""
10.1080/02699931.2018.1541312,https://doi.org/10.1080/02699931.2018.1541312,True,https://doi.org/10.1177/0305735696241007,"Gabrielsson, A.; Juslin, P.",Emotional expression in music performance: Between the performers's intention and the listener's experience,Psychology of Music,24,1,68-91,1996,Professional musicians can communicate intended emotional expressions in music to listeners with high decoding accuracy.,success,psychology,cognitive psychology,"The authors explicitly state that ""the present study generally supports the findings from Gabrielsson and Juslin (1996)"" and found ""similarly, high decoding accuracies"" with 4 out of 7 emotions (57%) receiving highest average ratings when analyzed using the original methodology, consistent with the original study's findings."
10.1080/02699931.2018.1553148,https://doi.org/10.1080/02699931.2018.1553148,True,https://doi.org/10.1037/xge0000437,"Suchotzki, K.; Gamer, M.",The language of lies: Behavioral and autonomic costs of lying in a native compared to a foreign language,Journal of Experimental Psychology: General,147,5,734-746,2018,Lie-truth differences in response times are smaller when speakers use a foreign language compared to their native language,success,psychology,cognitive psychology,"The authors state that ""the subjective estimate of all members of the replication team was that the results replicated the original effect"" and conclude ""the replication study...also found that speaking in another language reduces the lie-truth difference in RTs,"" despite noting the effect size was smaller than the original."
10.1080/02699931.2023.2270196,https://doi.org/10.1080/02699931.2023.2270196,False,,,,,,,,,,,,,
10.1080/03124070008414314,https://doi.org/10.1080/03124070008414314,True,https://doi.org/10.1606/1044-3894.1817,"Johnson, H. C.; Renaud, E. F.; Schmidt, D.; Stanek, E.",Social worker's views of parents of children with mental and emotional disabilities,Families in Society: The Journal of Contemporary Human Services,1,2,173-187,1998,"Social workers' beliefs about parents of children with mental and emotional disabilities, measured by the PBAP instrument, cluster into five distinct factors (blame, inform, validate, medicate, instruct), with approximately half of social workers holding parent-blaming beliefs",failure,sociology,social psychology,"The authors explicitly state: 'This failure to replicate the Johnson, Renaud, Schmidt and Stanek (1998) results from their study came as a surprise... it proved impossible to confirm the validity of this instrument' for the Australian population. The Australian data did not support the five-factor solution found in the US study."
10.1080/08993408.2022.2071543,https://doi.org/10.1080/08993408.2022.2071543,True,https://doi.org/10.1145/3328778.3366948,"Buffardi, K.",Assessing individual contributions to software engineering projects with Git Logs and user stories,Proceedings of the 51st ACM technical symposium on computer science education,,,650-656,2020,"Objective metrics from GitHub (commits, line changes, issues) show weak correlations with subjective assessments (peer evaluations and instructor grades) of individual student contributions in team software development projects",success,computer science,computer science education,"The authors explicitly state: ""Our study replicated most of Buffardi's key results"" and ""While replicating all but one of Buffardi's significant findings, our study detected ten of 16 possible significant positive correlations between objective and subjective measures."" They successfully replicated 4 out of 5 of Buffardi's main statistical findings."
10.1080/09084282.2011.595455,https://doi.org/10.1080/09084282.2011.595455,True,https://doi.org/10.1080/09084282.2010.523365,"Green, P.",Comparison between the Test of Memory Malingering (TOMM) and the Nonverbal Symptom Validity Test (NV-MSVT) in adults with disability claims,Applied Neuropsychology,18,1,18-26,2011,The Nonverbal Medical Symptom Validity Test (NV-MSVT) has superior sensitivity to detecting suboptimal effort and malingering compared to the Test of Memory Malingering (TOMM) in adults with disability claims,success,psychology,clinical neuropsychology,"The authors explicitly state in the Discussion section: 'In the current study... [Green's] data were very closely replicated. As with the [Green] study, more than twice as many patients failed the NV-MSVT compared with the TOMM.' The abstract confirms: 'results closely matched those of the Green (in press) study.'"
10.1080/09585190802324304,https://doi.org/10.1080/09585190802324304,True,https://doi.org/10.1002/hrm.10029,"Rynes, S.; Colbert, A.; Brown, K.",HR Professionals' Beliefs about Effective Human Resource Practices: Correspondence Between Research and Practice,Human Resource Management,41,2,149-174,2002,"HR professionals' beliefs about effective human resource practices show large discrepancies from research findings, with particularly poor knowledge in recruitment and selection domains",success,management,Human Resource Management,The authors explicitly state in their Discussion: 'In line with the [11] study... in a Dutch sample we found a large gap between practice... and the results of academic research as well. This holds both for the general conclusion and for the differences between the distinguished content areas.' They report 'remarkable similarities' between the American and Dutch samples across multiple dimensions.
10.1080/10503307.2020.1757175,https://doi.org/10.1080/10503307.2020.1757175,True,https://doi.org/10.1002/jclp.22191,"Owen, J.; Adelson, J.; Budge, S.; Wampold, B.; Kopta, M.; Minami, T.; Miller, S.",Trajectories of change in psychotherapy,Journal of Clinical Psychology,71,9,817-827,2015,"Psychotherapy clients follow distinct trajectory patterns during treatment, with three classes identified: Early and Late Change (75%), Slow and Steady (19%), and Worse before Better (5%)",inconclusive,psychology,clinical psychology,"The authors state ""We did not exactly replicate the Owen et al. (2015) study"" - finding 2 classes instead of 3 - but also note that ""distinct subgroups roughly matched two of the three trajectories identified in the original study,"" providing partial support for multiple change trajectories in psychotherapy."
10.1080/13548506.2020.1867317,https://doi.org/10.1080/13548506.2020.1867317,True,https://doi.org/10.1017/S1355617715000119,"Habota, T.; Mclennan, S.; Cameron, J.; Henry, J.; Ski, C.; Thompson, D.; Rendell, P.",Prospective memory impairment in chronic heart failure,Journal of the International Neuropsychological Society,21,3,183-192,2015,"Patients with chronic heart failure show significant prospective memory impairments compared to healthy controls across all types of PM tasks (event-based, time-based, regular, and irregular).",success,psychology,neuropsychology,"The authors explicitly state in the Discussion: ""Using a different and larger sample, this replication of [9] found that patients with HF had significant and similar sized deficits on all task parameters assessed (event, time, regular, irregular)"" and ""Our findings are consistent with [9]."""
