doi,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1111/ctr.70563,Kidney Transplantation for Lithium Nephrotoxicity is Associated With Noninferior Graft and Patient Survival: A National Donor-Stratified Registry Analysis.,Clinical transplantation,2026,Cohen H.; Toro D.; Zuluaga D.; Faddoul G.; Ray SD; McAfee G.; Ortiz AC; Gillenwalters L.; Islam N.; Dean ME; Nazir S.; Koizumi N.; Ortiz J.; Khan S.,40,5,e70563,https://doi.org/10.1111--ctr.70563
10.1111/head.12872,Long Lasting Impairment of Taste and Smell as Side Effect of Lithium Carbonate in a Cluster Headache Patient.,Headache,2016,de Coo IF; Haan J.,56,7,1201-3,https://doi.org/10.1111--head.12872
10.1111/j.1365-2125.1977.tb00694.x,Age as a factor affecting lithium therapy.,British journal of clinical pharmacology,1977,Hewick DS; Newbury P.; Hopwood S.; Naylor G.; Moody J.,4,2,201-5,https://doi.org/10.1111--j.1365-2125.1977.tb00694.x
10.1111/j.1365-2265.1987.tb00839.x,Lithium inhibits the action of fludrocortisone on the kidney.,Clinical endocrinology,1987,Stewart PM; Grieve J.; Nairn IM; Padfield PL; Edwards CR,27,1,63-8,https://doi.org/10.1111--j.1365-2265.1987.tb00839.x
10.1111/j.1399-5618.2005.00201.x,Reproductive function and risk for PCOS in women treated for bipolar disorder.,Bipolar disorders,2005,Rasgon NL; Altshuler LL; Fairbanks L.; Elman S.; Bitran J.; Labarca R.; Saad M.; Kupka R.; Nolen WA; Frye MA; Suppes T.; McElroy SL; Keck PE Jr; Leverich G.; Grunze H.; Walden J.; Post R.; Mintz J.,7,3,246-59,https://doi.org/10.1111--j.1399-5618.2005.00201.x
10.1111/j.1399-5618.2008.00587.x,Rapid cycling bipolar disorders in primary and tertiary care treated patients.,Bipolar disorders,2008,Hajek T.; Hahn M.; Slaney C.; Garnham J.; Green J.; Růzicková M.; Zvolský P.; Alda M.,10,4,495-502,https://doi.org/10.1111--j.1399-5618.2008.00587.x
10.1111/j.1399-5618.2008.00599.x,Metabolic syndrome in bipolar disorder: a cross-sectional assessment of a Health Management Organization database.,Bipolar disorders,2008,Sicras A.; Rejas J.; Navarro R.; Serrat J.; Blanca M.,10,5,607-16,https://doi.org/10.1111--j.1399-5618.2008.00599.x
10.1111/j.1399-5618.2009.00730.x,Can body mass index help predict outcome in patients with bipolar disorder?,Bipolar disorders,2009,Calkin C.; van de Velde C.; Růzicková M.; Slaney C.; Garnham J.; Hajek T.; O'Donovan C.; Alda M.,11,6,650-6,https://doi.org/10.1111--j.1399-5618.2009.00730.x
10.1111/j.1399-5618.2010.00823.x,Medical comorbidity in bipolar disorder: relationship between illnesses of the endocrine/metabolic system and treatment outcome.,Bipolar disorders,2010,Kemp DE; Gao K.; Chan PK; Ganocy SJ; Findling RL; Calabrese JR,12,4,404-13,https://doi.org/10.1111--j.1399-5618.2010.00823.x
10.1111/j.1532-5415.1978.tb01964.x,Primary empty sella syndrome and bipolar affective illness: case report.,Journal of the American Geriatrics Society,1978,Mehta D.; Mehta S.; Mathew P.,26,5,225-7,https://doi.org/10.1111--j.1532-5415.1978.tb01964.x
10.1111/j.1600-0447.1970.tb02116.x,Weight changes in lithium responders.,Acta psychiatrica Scandinavica,1970,Kerry RJ; Liebling LI; Owen G.,46,3,238-43,https://doi.org/10.1111--j.1600-0447.1970.tb02116.x
10.1111/j.1600-0447.1972.tb04373.x,"Lithium, weight gain, and serum insulin in manic-depressive patients.",Acta psychiatrica Scandinavica,1972,Mellerup ET; Thomsen HG; Bjorum N.; Rafaelsen OJ,48,4,332-6,https://doi.org/10.1111--j.1600-0447.1972.tb04373.x
10.1111/j.1600-0447.1976.tb00067.x,Lithium treatment and weight gain.,Acta psychiatrica Scandinavica,1976,Vendsborg PB; Bech P.; Rafaelsen OJ,53,2,139-47,https://doi.org/10.1111--j.1600-0447.1976.tb00067.x
10.1111/j.1600-0447.1976.tb00083.x,Fat cell number and weight gain in lithium treated patients.,Acta psychiatrica Scandinavica,1976,Vendsborg PB; Bach-Mortensen N.; Rafaelsen OJ,53,5,355-9,https://doi.org/10.1111--j.1600-0447.1976.tb00083.x
10.1111/j.1600-0447.1977.tb00144.x,Lithium in adult anorexia nervosa. A pilot report on two patients.,Acta psychiatrica Scandinavica,1977,Barcai,55,2,97-101,https://doi.org/10.1111--j.1600-0447.1977.tb00144.x
10.1111/j.1600-0447.1979.tb03586.x,Lithium effects: relation to lithium dose and to plasma peak levels.,Acta psychiatrica Scandinavica,1979,Mellerup ET; Dam H.; Wildschödtz G.; Rafaelsen OJ,60,2,177-84,https://doi.org/10.1111--j.1600-0447.1979.tb03586.x
10.1111/j.1600-0447.1980.tb00607.x,Clinically significant side effects of lithium treatment. A survey of 237 patients in long-term treatment.,Acta psychiatrica Scandinavica,1980,Vestergaard P.; Amdisen A.; Schou M.,62,3,193-200,https://doi.org/10.1111--j.1600-0447.1980.tb00607.x
10.1111/j.1600-0447.1981.tb00682.x,Lithium treatment and kidney function. A follow-up study of 237 patients in long-term treatment.,Acta psychiatrica Scandinavica,1981,Vestergaard P.; Amdisen A.,63,4,333-45,https://doi.org/10.1111--j.1600-0447.1981.tb00682.x
10.1111/j.1600-0447.1984.tb01203.x,Glomerular filtration rate during lithium therapy. A longitudinal study.,Acta psychiatrica Scandinavica,1984,Jensen SB; Rickers H.,70,3,235-8,https://doi.org/10.1111--j.1600-0447.1984.tb01203.x
10.1111/j.1600-0447.1988.tb06363.x,"Prospective studies on a lithium cohort. 3. Tremor, weight gain, diarrhea, psychological complaints.",Acta psychiatrica Scandinavica,1988,Vestergaard P.; Poulstrup I.; Schou M.,78,4,434-41,https://doi.org/10.1111--j.1600-0447.1988.tb06363.x
10.1111/j.1600-0447.1988.tb06375.x,"Lithium, polyuria and abnormal diurnal weight gain in psychosis.",Acta psychiatrica Scandinavica,1988,Vieweg WV; Godleski LS; Hundley PL; Yank GR,78,4,510-4,https://doi.org/10.1111--j.1600-0447.1988.tb06375.x
10.1111/j.1600-0447.1989.tb01331.x,Factors associated with discontinuation of long-term lithium treatment.,Acta psychiatrica Scandinavica,1989,Nilsson A.; Axelsson R.,80,3,221-30,https://doi.org/10.1111--j.1600-0447.1989.tb01331.x
10.1111/j.1600-0447.1989.tb03022.x,Lithium-induced changes in the body mass index.,Acta psychiatrica Scandinavica,1989,Mathew B.; Rao JM; Sundari U.,80,6,538-40,https://doi.org/10.1111--j.1600-0447.1989.tb03022.x
10.1111/j.1601-5215.2012.00639.x,Sinus node dysfunction due to psychotropic agents' combination.,Acta neuropsychiatrica,2012,Simkó J.; Nagy G.; Dózsa A.; Lörincz I.,24,4,247-50,https://doi.org/10.1111--j.1601-5215.2012.00639.x
10.1136/bcr-2013-009373,Sleep-related psychosis.,BMJ case reports,2013,Frase L.; Sixt B.; Nissen C.,2013,,,https://doi.org/10.1136--bcr-2013-009373
10.1136/bcr-2021-246499,Lithium neurotoxicity with electroencephalogram changes.,BMJ case reports,2021,Tan HJ; Lim KY; Rajah R.; Ng CF,14,11,,https://doi.org/10.1136--bcr-2021-246499
10.1136/bcr.05.2011.4267,Strange taste and mild lithium intoxication.,BMJ case reports,2011,Terao T.; Watanabe S.; Hoaki N.; Hoaki T.,2011,,,https://doi.org/10.1136--bcr.05.2011.4267
10.1136/bmj.1.6116.815,"Severe lithium toxicity with ""normal"" serum concentrations.",British medical journal,1978,Speirs J.; Hirsch SR,1,6116,815-6,https://doi.org/10.1136--bmj.1.6116.815
10.1136/bmj.280.6215.684-a,Mazindol-induced lithium toxicity.,British medical journal,1980,Hendy MS; Dove AF; Arblaster PG,280,6215,684-5,https://doi.org/10.1136--bmj.280.6215.684-a
10.1136/bmj.3.5932.650,Blood levels and management of lithium treatment.,British medical journal,1974,Crammer JL; Rosser RM; Crane G.,3,5932,650-4,https://doi.org/10.1136--bmj.3.5932.650
10.1139/jpn.0213,,,,,,,,
10.1152/ajprenal.00147.2017,Lithium-induced NDI: acetazolamide reduces polyuria but does not improve urine concentrating ability.,American journal of physiology. Renal physiology,2017,de Groot T.; Doornebal J.; Christensen BM; Cockx S.; Sinke AP; Baumgarten R.; Bedford JJ; Walker RJ; Wetzels JFM; Deen PMT,313,3,F669-F676,https://doi.org/10.1152--ajprenal.00147.2017
10.1155/bmri/8884457,"Response and Adverse Effects to Lithium Treatment in Patients With Bipolar Disorder at Amanuel Mental Specialized Hospital, Addis Ababa, Ethiopia.",BioMed research international,2026,Hailu AE; Teferra S.; Engidawork E.,2026,1,e8884457,https://doi.org/10.1155--bmri--8884457
10.1158/1055-9965.epi-19-0776,Psychotropic Medication Use and Postmenopausal Breast Cancer Risk.,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",2020,George A.; Sturgeon SR; Hankinson SE; Shadyab AH; Wallace RB; Reeves KW,29,1,254-256,https://doi.org/10.1158--1055-9965.epi-19-0776
10.1159/000045219,Glomerular and tubular function in renal transplant patients treated with and without ciclosporin A.,Nephron,1998,Hansen JM; Fogh-Andersen N.; Leyssac PP; Strandgaard S.,80,4,450-7,https://doi.org/10.1159--000045219
10.1159/000065414,Weight gain and serum leptin levels in patients on lithium treatment.,Neuropsychobiology,2002,Atmaca M.; Kuloglu M.; Tezcan E.; Ustundag B.,46,2,67-9,https://doi.org/10.1159--000065414
10.1159/000092219,Atypical antipsychotic usage-related higher serum leptin levels and disabled lipid profiles in euthymic bipolar patients.,Neuropsychobiology,2006,Gergerlioglu HS; Savas HA; Celik A.; Savas E.; Yumru M.; Tarakcioglu M.; Gergerlioglu N.; Atmaca M.,53,2,108-12,https://doi.org/10.1159--000092219
10.1159/000117838,Glomerular filtration rate and calcium metabolism in long-term lithium treatment.,Neuropsychobiology,1981,Thysell H.; Brante G.; Sjöstedt L.; Lindergård B.; Lindholm T.; Franzén G.; Rorsman B.,7,2,105-11,https://doi.org/10.1159--000117838
10.1159/000117881,"Lithium, bone and body weight studies in long-term lithium-treated patients and in the rat.",Neuropsychobiology,1982,Birch NJ; Horsman A.; Hullin RP,8,2,86-92,https://doi.org/10.1159--000117881
10.1159/000118217,Therapeutic experience with lithium in childhood aggressivity.,Neuropsychobiology,1985,Vetró A.; Szentistványi I.; Pallag L.; Vargha M.; Szilárd J.,14,3,121-7,https://doi.org/10.1159--000118217
10.1159/000118351,Does long-term lithium treatment induce diabetes mellitus?,Neuropsychobiology,1987,Vestergaard P.; Schou M.,17,3,130-2,https://doi.org/10.1159--000118351
10.1159/000288058,Alexithymia and somatic conditions in patients with affective illnesses during lithium prophylaxis.,Psychotherapy and psychosomatics,1988,Rybakowski JK; Dyson WL; Amsterdam JD,49,1,1-5,https://doi.org/10.1159--000288058
10.1159/000457430,An immunodeficient child with inflammatory bowel disease: involvement of cyclic nucleotides and effects of lithium.,Developmental pharmacology and therapeutics,1981,Borkowsky W.; Shenkman L.; Suleski P.; Sansaricq C.; Siegal F.; Hirschhorn R.; Smithwick E.; Shopsin B.; Snyderman S.,3,2,116-28,https://doi.org/10.1159--000457430
10.1159/000468091,,,,,,,,
10.1159/000468400,Imparied glucose tolerance in long-term lithium-treated patients.,International pharmacopsychiatry,1979,Müller-Oerlinghausen B.; Passoth PM; Poser W.; Pudel V.,14,6,350-62,https://doi.org/10.1159--000468400
10.1161/01.cir.84.5.2011,Correlates of sodium-lithium countertransport. Findings from the Gubbio Epidemiological Study. The Gubbio Collaborative Study Group.,Circulation,1991,Trevisan M.; Laurenzi M.,84,5,2011-9,https://doi.org/10.1161--01.cir.84.5.2011
10.1176/ajp.124.12.1702,Lithium in manic-depressive illness.,The American journal of psychiatry,1968,Kerry RJ; Owen G.,124,12,1702-5,https://doi.org/10.1176--ajp.124.12.1702
10.1176/ajp.133.9.1082,Treatement of excessive weight gain in patients taking lithium.,The American journal of psychiatry,1976,Dempsey M.; Dunner DL; Fieve RR; Farkas T.; Wong J.,133,9,1082-4,https://doi.org/10.1176--ajp.133.9.1082
10.1176/ajp.135.8.969,Tardive dyskinesia in an adolescent.,The American journal of psychiatry,1978,McLean P.; Casey DE,135,8,969-71,https://doi.org/10.1176--ajp.135.8.969
10.1176/ajp.138.1.81,"Synergism of combined lithium-neuroleptic therapy: a double-blind, placebo-controlled case study.",The American journal of psychiatry,1981,Bigelow LB; Weinberger DR; Wyatt RJ,138,1,81-3,https://doi.org/10.1176--ajp.138.1.81
10.1176/ajp.139.12.1593,Effect of strenuous exercise on serum lithium level in man.,The American journal of psychiatry,1982,Jefferson JW; Greist JH; Clagnaz PJ; Eischens RR; Marten WC; Evenson MA,139,12,1593-5,https://doi.org/10.1176--ajp.139.12.1593
10.1176/ajp.143.12.1563,Treatment of severe lithium-induced polyuria with amiloride.,The American journal of psychiatry,1986,Kosten TR; Forrest JN,143,12,1563-8,https://doi.org/10.1176--ajp.143.12.1563
10.1176/ajp.145.7.895a,Use of potassium to treat lithium's side effects.,The American journal of psychiatry,1988,Cummings MA; Cummings KL; Haviland MG,145,7,895,https://doi.org/10.1176--ajp.145.7.895a
10.1176/appi.ajp.160.1.112,Obesity as a correlate of outcome in patients with bipolar I disorder.,The American journal of psychiatry,2003,Fagiolini A.; Kupfer DJ; Houck PR; Novick DM; Frank E.,160,1,112-7,https://doi.org/10.1176--appi.ajp.160.1.112
10.1176/jnp.4.1.51,Organic mood disorder associated with the HAIR-AN syndrome.,The Journal of neuropsychiatry and clinical neurosciences,1992,Levin TR; Terrell TR; Stoudemire A.,4,1,51-4,https://doi.org/10.1176--jnp.4.1.51
10.1177/0004867420952551,The association between carotid atherosclerosis and treatment with lithium and antipsychotics in patients with bipolar disorder.,The Australian and New Zealand journal of psychiatry,2020,Tsai SY; Shen RS; Kuo CJ; Chen PH; Chung KH; Hsiao CY; Huang SH,54,11,1125-1134,https://doi.org/10.1177--0004867420952551
10.1177/00048674231195571,Preliminary results from the Australian Genetics of Bipolar Disorder Study: A nation-wide cohort.,The Australian and New Zealand journal of psychiatry,2023,Lind PA; Siskind DJ; Hickie IB; Colodro-Conde L.; Cross S.; Parker R.; Martin NG; Medland SE,57,11,1428-1442,https://doi.org/10.1177--00048674231195571
10.1177/0269881108089594,Is valproate promising in cardiac fatal arrhythmias? Comparison of P- and Q-wave dispersion in bipolar affective patients on valproate or lithium-valproate maintenance therapy with healthy controls.,"Journal of psychopharmacology (Oxford, England)",2009,Kurt E.; Emul M.; Ozbulut O.; Guler O.; Erdur F.; Sağlam H.; Gecici O.,23,3,328-33,https://doi.org/10.1177--0269881108089594
10.1177/026988119400800412,Tolerability of combined treatment with lithium and paroxetine: 19 cases treated under open conditions.,"Journal of psychopharmacology (Oxford, England)",1994,Hawley CJ; Roberts AG; Walker MH,8,4,266-7,https://doi.org/10.1177--026988119400800412
10.1177/070674371405900606,The McGill Geriatric Lithium-Induced Diabetes Insipidus Clinical Study (McGLIDICS).,Canadian journal of psychiatry. Revue canadienne de psychiatrie,2014,Rej S.; Segal M.; Low NC; Mucsi I.; Holcroft C.; Shulman K.; Looper K.,59,6,327-34,https://doi.org/10.1177--070674371405900606
10.1177/07067437251328282,A Survey Exploring People's Experiences With Lithium Bought as a Supplement: Une enquête sur l'expérience des personnes avec le lithium en supplément.,Canadian journal of psychiatry. Revue canadienne de psychiatrie,2025,Strawbridge R.; Myrtle S.; Carmellini P.; Hampsey E.; Cousins DA; Young AH,70,10,782-795,https://doi.org/10.1177--07067437251328282
10.1177/070674377301800115,Lithium toxicity occurring with a 'reducing' diet.,Canadian Psychiatric Association journal,1973,Furlong FW,18,1,75-6,https://doi.org/10.1177--070674377301800115
10.1177/070674379303800906,Hyperthyroidism after treatment with lithium.,Canadian journal of psychiatry. Revue canadienne de psychiatrie,1993,Persad E.; Forbath N.; Merskey H.,38,9,599-602,https://doi.org/10.1177--070674379303800906
10.1177/089198870001300104,Clinical experience with quetiapine in elderly patients with psychotic disorders.,Journal of geriatric psychiatry and neurology,2000,Madhusoodanan S.; Brenner R.; Alcantra A.,13,1,28-32,https://doi.org/10.1177--089198870001300104
10.1177/1049909111434633,Multisystem atrophy made worse by lithium treatment in a hospice patient: a case report.,The American journal of hospice & palliative care,2012,Babinsky E.; Levene RS,29,7,570-3,https://doi.org/10.1177--1049909111434633
10.1177/147323000203000112,Thyroid abnormalities in lithium-treated patients with bipolar affective disorder.,The Journal of international medical research,2002,Cayköylü A.; Capoğlu I.; Unüvar N.; Erdem F.; Cetinkaya R.,30,1,80-4,https://doi.org/10.1177--147323000203000112
10.1177/2050313x20953000,Lithium toxicity following bariatric surgery.,SAGE open medical case reports,2020,Jamison SC; Aheron K.,8,,2050313X20953000,https://doi.org/10.1177--2050313x20953000
10.1186/1471-244x-8-73,The co-administration of quetiapine or placebo to cognitive-behavior therapy in treatment refractory depression: a preliminary trial.,BMC psychiatry,2008,Chaput Y.; Magnan A.; Gendron A.,8,,73,https://doi.org/10.1186--1471-244x-8-73
10.1186/1744-859x-9-36,Lower paraoxonase 1 activity in Tunisian bipolar I patients.,Annals of general psychiatry,2010,Ezzaher A.; Mouhamed DH; Mechri A.; Araoud M.; Neffati F.; Douki W.; Gaha L.; Najjar MF,9,,36,https://doi.org/10.1186--1744-859x-9-36
10.1186/s12882-018-0947-9,Phosphate binders as a cause of hypothyroidism in dialysis patients: practical indications from a review of the literature.,BMC nephrology,2018,Cataldo E.; Columbano V.; Nielsen L.; Gendrot L.; Covella B.; Piccoli GB,19,1,155,https://doi.org/10.1186--s12882-018-0947-9
10.1186/s12882-022-02934-0,Lithium-induced nephropathy; One medication with multiple side effects: a case report.,BMC nephrology,2022,Zhang P.; Gandhi H.; Kassis N.,23,1,309,https://doi.org/10.1186--s12882-022-02934-0
10.1186/s12888-015-0490-1,Lithium as a rescue therapy for regression and catatonia features in two SHANK3 patients with autism spectrum disorder: case reports.,BMC psychiatry,2015,Serret S.; Thümmler S.; Dor E.; Vesperini S.; Santos A.; Askenazy F.,15,,107,https://doi.org/10.1186--s12888-015-0490-1
10.1186/s12888-018-1622-1,Reasons for lithium discontinuation in men and women with bipolar disorder: a retrospective cohort study.,BMC psychiatry,2018,Öhlund L.; Ott M.; Oja S.; Bergqvist M.; Lundqvist R.; Sandlund M.; Salander Renberg E.; Werneke U.,18,1,37,https://doi.org/10.1186--s12888-018-1622-1
10.1186/s12888-021-03572-w,Obesity and metabolic comorbidity in bipolar disorder: do patients on lithium comprise a subgroup? A naturalistic study.,BMC psychiatry,2021,Prillo J.; Soh JF; Park H.; Beaulieu S.; Linnaranta O.; Rej S.,21,1,558,https://doi.org/10.1186--s12888-021-03572-w
10.1186/s12888-024-05550-4,Chronic kidney disease incidences in Thai outpatients diagnosed with psychiatric illnesses receiving lithium maintenance therapy: a university hospital-based study.,BMC psychiatry,2024,Pitanupong J.; Jittpratoom C.; Anantapong K.,24,1,80,https://doi.org/10.1186--s12888-024-05550-4
10.1186/s12888-025-07111-9,Sex differences in lithium concentrations among bipolar patients with different episodes based on real-world therapeutic monitoring data.,BMC psychiatry,2025,Bai Y.; Yang H.; Chen J.; Wang L.; Wang Z.; Shen X.; Sun J.; Liu T.,25,1,655,https://doi.org/10.1186--s12888-025-07111-9
10.1186/s12991-024-00530-0,"Psychotropic drug-induced adverse drug reactions in 462,661 psychiatric inpatients in relation to age: results from a German drug surveillance program from 1993-2016.",Annals of general psychiatry,2024,Seifert J.; Reinhard MA; Bleich S.; Erfurth A.; Greil W.; Toto S.; Grohmann R.; Glocker C.,23,1,47,https://doi.org/10.1186--s12991-024-00530-0
10.1186/s13256-021-02879-2,Acute manic state with psychotic features in a teenager with autoimmune encephalitis: a case report.,Journal of medical case reports,2021,Wallengren S.; Johansson BA; Rask O.,15,1,295,https://doi.org/10.1186--s13256-021-02879-2
10.1186/s40345-017-0075-7,Long-term use of lurasidone in patients with bipolar disorder: safety and effectiveness over 2 years of treatment.,International journal of bipolar disorders,2017,Pikalov A.; Tsai J.; Mao Y.; Silva R.; Cucchiaro J.; Loebel A.,5,1,9,https://doi.org/10.1186--s40345-017-0075-7
10.1186/s40345-017-0096-2,Long-term lithium treatment in bipolar disorder: effects on glomerular filtration rate and other metabolic parameters.,International journal of bipolar disorders,2017,Tondo L.; Abramowicz M.; Alda M.; Bauer M.; Bocchetta A.; Bolzani L.; Calkin CV; Chillotti C.; Hidalgo-Mazzei D.; Manchia M.; Müller-Oerlinghausen B.; Murru A.; Perugi G.; Pinna M.; Quaranta G.; Reginaldi D.; Reif A.; Ritter P. Jr; Rybakowski JK; Saiger D.; Sani G.; Selle V.; Stamm T.; Vázquez GH; Veeh J.; Vieta E.; Baldessarini RJ,5,1,27,https://doi.org/10.1186--s40345-017-0096-2
10.1186/s40345-021-00230-8,Lurasidone in the long-term treatment of Japanese patients with bipolar I disorder: a 52 week open label study.,International journal of bipolar disorders,2021,Higuchi T.; Kato T.; Miyajima M.; Watabe K.; Masuda T.; Hagi K.; Ishigooka J.,9,1,25,https://doi.org/10.1186--s40345-021-00230-8
10.1186/s40345-022-00268-2,Differences between bipolar disorder types 1 and 2 support the DSM two-syndrome concept.,International journal of bipolar disorders,2022,Tondo L.; Miola A.; Pinna M.; Contu M.; Baldessarini RJ,10,1,21,https://doi.org/10.1186--s40345-022-00268-2
10.1186/s40345-023-00317-4,High lithium concentration at delivery is a potential risk factor for adverse outcomes in breastfed infants: a retrospective cohort study.,International journal of bipolar disorders,2023,Whaites Heinonen E.; Tötterman K.; Bäck K.; Sarman I.; Forsberg L.; Svedenkrans J.,11,1,36,https://doi.org/10.1186--s40345-023-00317-4
10.1186/s40345-026-00425-x,Baseline NMR lipoprotein profiles in lithium-naïve bipolar disorder patients who later showed weight gain during lithium therapy: a pilot study.,International journal of bipolar disorders,2026,Schönthaler E.; Fellendorf FT; Madl T.; Habisch H.; Bengesser S.; Dalkner N.; Fleischmann E.; Georgi J.; Häussl A.; Hasic D.; Ilic J.; Lässer A.; Lenger M.; Maget A.; Mittmannsgruber C.; Popkova D.; Queissner R.; Ramirez-Obermayer A.; Smolle S.; Stross T.; Tmava-Berisha A.; Reininghaus EZ,14,1,,https://doi.org/10.1186--s40345-026-00425-x
10.1186/s43055-025-01578-y,,,,,,,,
10.1192/bjo.2022.426,,,,,,,,
10.1192/bjp.128.1.61,Thyrotoxicosis and lithium.,The British journal of psychiatry : the journal of mental science,1976,Rosser R.,128,,61-6,https://doi.org/10.1192--bjp.128.1.61
10.1192/bjp.141.1.87,Plasma folate and affective morbidity during long-term lithium therapy.,The British journal of psychiatry : the journal of mental science,1982,Coppen A.; Abou-Saleh MT,141,,87-9,https://doi.org/10.1192--bjp.141.1.87
10.1192/bjp.142.4.391,Subjective side-effects of amitriptyline and lithium in affective disorders.,The British journal of psychiatry : the journal of mental science,1983,Abou-Saleh MT; Coppen A.,142,,391-7,https://doi.org/10.1192--bjp.142.4.391
10.1192/bjp.146.1.70,The impact of lithium in South-west Scotland. I. Demographic and clinical findings.,The British journal of psychiatry : the journal of mental science,1985,McCreadie RG; Morrison DP,146,,70-4,https://doi.org/10.1192--bjp.146.1.70
10.1192/bjp.150.2.175,A long-term retrospective follow-up study of patients treated with prophylactic lithium carbonate.,The British journal of psychiatry : the journal of mental science,1987,Page C.; Benaim S.; Lappin F.,150,,175-9,https://doi.org/10.1192--bjp.150.2.175
10.1192/bjp.159.3.341,Lithium in tricyclic-resistant depression. Correlation of increased brain 5-HT function with clinical outcome.,The British journal of psychiatry : the journal of mental science,1991,Cowen PJ; McCance SL; Ware CJ; Cohen PR; Chalmers JS; Julier DL,159,,341-6,https://doi.org/10.1192--bjp.159.3.341
10.1192/bjp.bp.114.152850,Insulin resistance and outcome in bipolar disorder.,The British journal of psychiatry : the journal of mental science,2015,Calkin CV; Ruzickova M.; Uher R.; Hajek T.; Slaney CM; Garnham JS; O'Donovan MC; Alda M.,206,1,52-7,https://doi.org/10.1192--bjp.bp.114.152850
10.1192/j.eurpsy.2025.1055,,,,,,,,
10.1192/j.eurpsy.2025.384,,,,,,,,
10.1212/wnl.0b013e31822dc7a5,Phase II screening trial of lithium carbonate in amyotrophic lateral sclerosis: examining a more efficient trial design.,Neurology,2011,Miller RG; Moore DH; Forshew DA; Katz JS; Barohn RJ; Valan M.; Bromberg MB; Goslin KL; Graves MC; McCluskey LF; McVey AL; Mozaffar T.; Florence JM; Pestronk A.; Ross M.; Simpson EP; Appel SH,77,10,973-9,https://doi.org/10.1212--wnl.0b013e31822dc7a5
10.1248/yakushi.15-00256,Stabilization of the Serum Lithium Concentration by Regulation of Sodium Chloride Intake: Case Report.,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,2016,Tomita T.; Goto H.; Sumiya K.; Yoshida T.; Tanaka K.; Kohda Y.,136,3,517-21,https://doi.org/10.1248--yakushi.15-00256
10.1289/ehp.1002678,Lithium in drinking water and thyroid function.,Environmental health perspectives,2011,Broberg K.; Concha G.; Engström K.; Lindvall M.; Grandér M.; Vahter M.,119,6,827-30,https://doi.org/10.1289--ehp.1002678
10.1371/journal.pmed.1002058,"Adverse Renal, Endocrine, Hepatic, and Metabolic Events during Maintenance Mood Stabilizer Treatment for Bipolar Disorder: A Population-Based Cohort Study.",PLoS medicine,2016,Hayes JF; Marston L.; Walters K.; Geddes JR; King M.; Osborn DP,13,8,e1002058,https://doi.org/10.1371--journal.pmed.1002058
10.14712/18059694.2016.101,Mood stabilizer therapy and pravastatin: higher risk for adverse skin reactions?,Acta medica (Hradec Kralove),2009,Walder A.; Baumann P.,52,1,15-8,https://doi.org/10.14712--18059694.2016.101
10.1504/ijbt.2007.014252,,,,,,,,
10.15388/amed.2024.31.1.5,Lithium Induced Amenorrhea: A First Case Report.,Acta medica Lituanica,2024,Ke B.; Tayal V.; Egambarame V.; Roy V.,31,1,33-36,https://doi.org/10.15388--amed.2024.31.1.5
10.15406/jsrt.2018.04.00104,,,,,,,,
10.1586/14737167.4.1.9,Cost-effectiveness and HRQOL outcomes of divalproex sodium (Depakote) in bipolar disorder.,Expert review of pharmacoeconomics & outcomes research,2004,Revicki DA,4,1,9-14,https://doi.org/10.1586--14737167.4.1.9
10.1592/phco.27.1.27,Risk of diabetes mellitus associated with atypical antipsychotic use among Medicaid patients with bipolar disorder: a nested case-control study.,Pharmacotherapy,2007,Guo JJ; Keck PE Jr; Corey-Lisle PK; Li H.; Jiang D.; Jang R.; L'Italien GJ,27,1,27-35,https://doi.org/10.1592--phco.27.1.27
10.1592/phco.31.8.806,"Factors associated with the prescribing of olanzapine, quetiapine, and risperidone in patients with bipolar and related affective disorders.",Pharmacotherapy,2011,Prabhakar M.; Haynes WG; Coryell WH; Chrischilles EA; Miller del D.; Arndt S.; Ellingrod VL; Warren L.; Fiedorowicz JG,31,8,806-12,https://doi.org/10.1592--phco.31.8.806
10.1708/1600.17456,Lithium treatment in elderly patients affected by mood disorders.,Rivista di psichiatria,2014,Raja M.; Raja S.,49,4,180-2,https://doi.org/10.1708--1600.17456
10.18203/issn.2454-2156.intjscirep20212392,,,,,,,,
10.2147/dddt.s589767,Prediction of Lithium Therapeutic Target Attainment in Adolescents Using an XGBoost Model: A Single-Center Retrospective Study.,"Drug design, development and therapy",2026,Yan K.; Gao R.; Ju G.; Shao Q.; Wang N.,20,,589767,https://doi.org/10.2147--dddt.s589767
10.2147/ndt.s172654,Lithium treatment in bipolar adolescents: a follow-up naturalistic study.,Neuropsychiatric disease and treatment,2018,Masi G.; Milone A.; Scrinzi G.; Mucci M.; Viglione V.; Bruni G.; Berloffa S.; Pisano S.,14,,2749-2753,https://doi.org/10.2147--ndt.s172654
