doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1016/s0303-8467(88)80037-4,abstract_only,no,no,case_series,not_applicable,yes,case_series,RLS as adverse effect | antiepileptic drugs | drug-induced movement disorder,,,,,,,,
10.2165/00003495-200464020-00003,abstract_only,yes,no,other,not_applicable,yes,review,RLS treatment options | dopaminergic therapy | anticonvulsants | pharmacological management,Restless Legs Syndrome,Drugs,2004,Anthony H. V. Schapira,64,2,149-158,https://doi.org/10.2165/00003495-200464020-00003
10.1515/med-2024-1125,abstract_only,yes,yes,non_randomized_trial,phase_2,no,,vitamin_D|supplementation|sleep_habits|pediatric_RLS,Vitamin D replacement therapy may regulate sleep habits in patients with restless leg syndrome,Open Medicine,2025,Feyza Ustabaş Kahraman; Ayşegül Doğan Demir; Mebrure Yazıcı; Fatma Betül Çakır; Hayrettin Temel; Abdülhamit Çollak; Ufuk Erenberk,20,1,20241125,https://doi.org/10.1515/med-2024-1125
10.1016/j.sleep.2009.04.009,abstract_only,yes,no,cross_sectional,not_applicable,yes,,RLS prevalence | differential diagnosis | primary care | epidemiology,Differential diagnosis of unpleasant sensations in the legs: Prevalence of restless legs syndrome in a primary care population,Sleep Medicine,2010,Caroline Möller; Thomas C. Wetter; Jürgen Köster; Karin Stiasny-Kolster,11,2,161-166,https://doi.org/10.1016/j.sleep.2009.04.009
10.1097/00005768-200505001-00665,abstract_only,yes,yes,rct,phase_2,no,,exercise intervention | RLS severity | sleep quality | aerobic and resistance training | non-pharmacological treatment,Exercise Mediates The Association Between Sleep Quality And Restless Legs Syndrome Severity,Medicine &amp; Science in Sports &amp; Exercise,2005,Melissa M. Aukerman; Douglas F. Aukerman; Max M. Bayard,37,Supplement,S127,https://doi.org/10.1097/00005768-200505001-00665
10.1016/j.sleep.2007.04.010,abstract_only,yes,yes,rct,phase_2,no,,rotigotine|dopamine agonist|transdermal patch|dose-finding|IRLS severity scale,"Efficacy of rotigotine transdermal system in severe restless legs syndrome: A randomized, double-blind, placebo-controlled, six-week dose-finding trial in Europe",Sleep Medicine,2008,Wolfgang H. Oertel; Heike Benes; Diego Garcia-Borreguero; Peter Geisler; Birgit Högl; Bernd Saletu; Claudia Trenkwalder; Kenneth W. Sommerville; Erwin Schollmayer; Ralf Kohnen; Karin Stiasny-Kolster,9,3,228-239,https://doi.org/10.1016/j.sleep.2007.04.010
10.1016/j.neurom.2022.10.046,abstract_only,yes,yes,case_series,phase_1,no,,vagus nerve stimulation | pharmacoresistant RLS | neuromodulation | quality of life | sleep outcomes,Noninvasive Vagus Nerve Stimulation: A New Therapeutic Approach for Pharmacoresistant Restless Legs Syndrome,Neuromodulation: Technology at the Neural Interface,2023,Sarah Hartley; Guillaume Bao; Marine Zagdoun; Sylvain Chevallier; Frédéric Lofaso; Antoine Leotard; Eric Azabou,26,3,629-637,https://doi.org/10.1016/j.neurom.2022.10.046
10.1016/j.pnpbp.2007.03.011,abstract_only,no,no,cross_sectional,not_applicable,yes,,RLS prevalence | schizophrenia comorbidity | antipsychotic side effects,,,,,,,,
10.7759/cureus.10951,abstract_only,yes,no,not_applicable,not_applicable,yes,review,RLS pathophysiology | genetics | dopamine | iron dysregulation | treatment overview,Unraveling the Mysteries of Restless Leg Syndrome,Cureus,2020,Mohammad D. Memon; Sadaf Faiz; Mitul P. Zaveri; Jamal C. Perry; Tayná M. Schuetz; Ivan Cancarevic,12,10,e10951,https://doi.org/10.7759/cureus.10951
10.1007/s00415-025-13285-9,abstract_only,yes,no,cross_sectional,not_applicable,no,,autonomic nervous system | sympathetic activity | pathophysiology | microneurography,RLS shows increased resting state sympathetic activity and decreased sympathetic response capability,Journal of Neurology,2025,Christoph Best; Ana Luiza C. Sayegh; Annette Janzen; Wolfgang H. Oertel; Heidrun H. Krämer,272,8,545,https://doi.org/10.1007/s00415-025-13285-9
10.5281/zenodo.5303569,abstract_only,yes,no,case_control,not_applicable,no,,vitamin D deficiency | RLS pathophysiology | biomarker study | observational association,"THE POSSIBLE LINK BETWEEN VITAMIN D LEVELS AND RESTLESS LEG SYNDROME: A HOSPITAL-BASED CASE-CONTROL STUDY FROM KASHMIR, INDIA",,2021,Rehana Amin; Seema Batool; Yuman Kawoos; Masood Maqbool; Altaf Ahmad Malla; Mohammad Maqbool,,,,https://doi.org/10.5281/zenodo.5303569
pmid_10570623,abstract_only,no,no,other,not_applicable,yes,editorial,literary analysis | neurological descriptions | historical,,,,,,,,
10.1007/s11325-020-02185-z,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | sleep quality | sickle cell anemia | observational study,Evaluation of sleep quality and restless legs syndrome in adult patients with sickle cell anemia,Sleep and Breathing,2021,Nazan Şimşek Erdem; Ramazan Erdem; Gönül Oktay; Erdal Kurtoğlu,25,2,989-994,https://doi.org/10.1007/s11325-020-02185-z
10.1016/j.bbr.2012.04.027,abstract_only,no,no,other,not_applicable,yes,,pramipexole | reward-mediated behavior | animal model | Parkinson's disease,,,,,,,,
10.1136/jech-2014-205217.2,abstract_only,no,no,other,not_applicable,yes,review,RLS in dialysis | systematic review | treatment comparison,,,,,,,,
10.1159/000366416,abstract_only,no,no,observational_cohort,not_applicable,yes,,brainstem stroke|RLS comorbidity|observational study,,,,,,,,
10.5772/26607,abstract_only,no,no,other,not_applicable,yes,review,RLS overview | diagnostic criteria | epidemiology | clinical recognition,,,,,,,,
10.1093/sleep/zsac079.556,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,cannabis|medical marijuana|symptom relief|retrospective chart review|RLS treatment,0559 Prevalence of Cannabis Use in Patients with Restless Leg Syndrome for Symptomatic Relief,Sleep,2022,Talar Kachechian; Saad Bin Jamil; Maria Armache; Benjamin Fleet; Ritu Grewal,45,Supplement_1,A246-A247,https://doi.org/10.1093/sleep/zsac079.556
10.1186/1472-6882-12-s1-o55,abstract_only,yes,yes,rct,phase_2,no,,RLS|yoga|non-pharmacological intervention|sleep quality|CVD risk,"OA14.03. Effects of yoga on sleep, mood, and related outcomes in older women with Restless Legs Syndrome: a nested randomized controlled trial (RCT)",BMC Complementary and Alternative Medicine,2012,Kim Innes; Terry Selfe; Gina K. Alexander; Cheryl Bourguignon; Ann Gill Taylor; Ivora Hinton,12,S1,O55-O55,https://doi.org/10.1186/1472-6882-12-s1-o55
10.1093/sleep/19.3.205,abstract_only,yes,yes,case_series,not_applicable,no,,carbidopa/levodopa|augmentation|dopaminergic agents|adverse effects|RLS treatment,Augmentation of the Restless Legs Syndrome With Carbidopa/Levodopa,Sleep,1996,Richard P. Allen; Christopher J. Earley,19,3,205-213,https://doi.org/10.1093/sleep/19.3.205
10.1007/s13318-025-00938-3,abstract_only,yes,no,other,not_applicable,yes,secondary_analysis,pharmacokinetics|rotigotine|transdermal|modeling,"Development of a Physiologically-Based Pharmacokinetic Model for Quantitative Interpretation of Transdermal Drug Delivery of Rotigotine, a Dopamine Agonist for Treating Parkinson’s Disease",European Journal of Drug Metabolism and Pharmacokinetics,2025,Ji-Hun Jang; Seung-Hyun Jeong,50,3,187-204,https://doi.org/10.1007/s13318-025-00938-3
pmid_23922045,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | pregnancy | epidemiology | diagnostic criteria | natural history,Prevalence and impact of restless legs syndrome in pregnancy.,Neuro endocrinology letters,2013,Minar M.; Habanova H.; Rusnak I.; Planck K.; Valkovic P.,34,5,366-71,https://pubmed.ncbi.nlm.nih.gov/23922045/
10.1093/ndt/gfh130,abstract_only,no,no,cross_sectional,not_applicable,yes,,sleep disorders | RLS prevalence | ESRD | cross-sectional survey | quality of life,,,,,,,,
10.7759/cureus.44009,abstract_only,no,no,other,not_applicable,yes,review,CKD|sleep-disorders|systematic-review,,,,,,,,
10.1016/j.jeph.2024.202702,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,RLS prevalence | epidemiology | comorbidities | sub-Saharan Africa | cross-sectional survey,P9-3 - Prévalence du syndrome des jambes sans repos et comorbidités associées dans une population générale africaine : résultats de l’étude « Benin Society and Sleep » (BeSAS),Journal of Epidemiology and Population Health,2024,Ablo Prudence Wachinou; Raphaël Heinzer; S.P. Mefo Fotso; Dismand Houinato; R.C. Johnson; Pierre‐Marie Preux,72,,202702,https://doi.org/10.1016/j.jeph.2024.202702
10.4103/jfmpc.jfmpc_81_20,abstract_only,yes,no,cross_sectional,not_applicable,yes,,RLS prevalence | pregnancy | sleep quality | observational study,Sleep quality and restless leg syndrome among antenatal women attending government healthcare facilities in urban bangalore,Journal of Family Medicine and Primary Care,2020,Sakthi Arasu; Nancy Angeline; Sangeeth Steephan; Varindhu Shekhar; Sabin Sebastian; Naveen Ramesh,9,7,3630-3633,https://doi.org/10.4103/jfmpc.jfmpc_81_20
10.1007/s11065-020-09473-1,abstract_only,no,no,other,not_applicable,yes,review,meta-analysis | Parkinson's disease | sleep disorders | RLS comorbidity,,,,,,,,
10.3760/cma.j.issn.1673-4351.2014.07.018,abstract_only,yes,yes,non_randomized_trial,not_applicable,no,,uremic RLS | hemodialysis | hemoperfusion | evidence-based nursing care | symptom remission,Clinical value of the evidence-based care combined with hemodialysis and he-moperfusion in the treatment of uremic restless legs syndrome,,2014,李瑞萍; 吴华; 陈俊霞,33,07,1619,https://doi.org/10.3760/cma.j.issn.1673-4351.2014.07.018
10.1097/nen.0b013e3180517b5f,abstract_only,no,yes,other,not_applicable,yes,,animal model | preclinical | dopamine | iron metabolism,,,,,,,,
10.1007/s11325-020-02218-7,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,inflammatory markers | cytokines | pathophysiology | RLS biomarkers,Circulating levels of cytokines are increased in restless legs syndrome,Sleep and Breathing,2021,Ferda Ilgen Uslu; Ervanur Demir; Eray Metin Güler; Abdürahim Koçyiğit,25,3,1581-1585,https://doi.org/10.1007/s11325-020-02218-7
10.1093/ndt/gfaa142.p0236,abstract_only,no,no,cross_sectional,not_applicable,yes,,RLS prevalence | CKD | observational characterization | insomnia comorbidity,,,,,,,,
10.1093/brain/awp125,abstract_only,no,no,other,not_applicable,yes,,dopamine|brain iron|pathophysiology|autopsy study|neurochemistry,,,,,,,,
10.1136/gpsych-2019-100112,abstract_only,no,no,case_series,not_applicable,yes,,ziprasidone|antipsychotic side effect|RLS adverse event,,,,,,,,
10.1212/wnl.0b013e31823a0f0f,abstract_only,no,no,cross_sectional,not_applicable,yes,editorial,RLS prevalence in Parkinson's disease | editorial commentary | dopaminergic drugs,,,,,,,,
10.1016/j.ctcp.2019.03.015,abstract_only,yes,no,other,not_applicable,yes,review,herbal medicine | Paeoniae Radix | systematic review | meta-analysis,Paeoniae Radix-containing herbal medicine for patients with restless legs syndrome: A systematic review and meta-analysis,Complementary Therapies in Clinical Practice,2019,Seungwon Kwon; Chul Jin; Seung-Yeon Cho; Seong-Uk Park; Woo-Sang Jung; Sang-Kwan Moon; Jung-Mi Park; Chang-Nam Ko; Ki-Ho Cho,35,,329-341,https://doi.org/10.1016/j.ctcp.2019.03.015
10.4103/0972-2327.144010,abstract_only,yes,no,cross_sectional,not_applicable,no,,patient coping strategies | symptom management | gender differences | disease severity,What patients do to counteract the symptoms of Willis-Ekbom disease (RLS/WED): Effect of gender and severity of illness,Annals of Indian Academy of Neurology,2014,Ravi Gupta; Deepak Goel; Sohaib Ahmed; Minakshi Dhar; Vivekananda Lahan,17,4,405,https://doi.org/10.4103/0972-2327.144010
10.1002/ajh.27290,abstract_only,yes,yes,rct,phase_2,no,,iron supplementation | intravenous vs oral iron | iron deficiency anemia | RLS symptom improvement | double-blind pilot trial,"A randomized double‐blind pilot study to evaluate the efficacy, safety, and tolerability of intravenous iron versus oral iron for the treatment of restless legs syndrome in patients with iron deficiency anemia",American Journal of Hematology,2024,Vanessa Short; Richard Allen; Christopher J. Earley; Huzefa Bahrain; Stella Rineer; Kiumarce Kashi; Jesse Gerb; Michael Auerbach,99,6,1077-1083,https://doi.org/10.1002/ajh.27290
10.1016/s1389-9457(00)00025-3,abstract_only,yes,no,case_series,phase_1,no,,RLS pathophysiology | dopaminergic mechanisms | opioidergic mechanisms | drug antagonist challenge | untreated RLS patients,Opioid and dopamine antagonist drug challenges in untreated restless legs syndrome patients,Sleep Medicine,2001,Juliane Winkelmann; Jan Schadrack; Thomas C. Wetter; Walter Zieglgänsberger; Claudia Trenkwalder,2,1,57-61,https://doi.org/10.1016/s1389-9457(00)00025-3
10.1093/sleep/19.3.196,abstract_only,yes,yes,case_series,not_applicable,no,,L-DOPA treatment | K-alpha complexes | sleep EEG | periodic leg movements | non-restorative sleep,Persistence of Repetitive EEG Arousals (K-Alpha Complexes) in RLS Patients Treated With L-DOPA,Sleep,1996,Jacques Montplaisir; Sylvie Boucher; Anik Gosselin; Gaétan Poirier; Gilles Lavigne,19,3,196-199,https://doi.org/10.1093/sleep/19.3.196
10.2147/jprls.s47648,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,augmentation|dopaminergic therapy withdrawal|gabapentin|tramadol|treatment response,Augmentation in restless legs syndrome: poor response to sudden withdrawal of dopaminergic therapy,Journal of Parkinsonism and Restless Legs Syndrome,2013,Roger Kurlan; Marcie Rabin,,,49,https://doi.org/10.2147/jprls.s47648
10.1007/s00415-013-7065-1,abstract_only,yes,no,other,not_applicable,yes,review,RLS epidemiology | hypertension | cardiovascular disease | sleep disorders,"The relationship among restless legs syndrome (Willis–Ekbom Disease), hypertension, cardiovascular disease, and cerebrovascular disease",Journal of Neurology,2014,Luigi Ferini-Strambi; Arthur S. Walters; Domenic Sica,261,6,1051-1068,https://doi.org/10.1007/s00415-013-7065-1
10.1186/s12884-020-02868-1,abstract_only,no,no,not_applicable,not_applicable,no,,pregnancy|sleep disorders|gestational health,,,,,,,,
10.1007/s40620-025-02214-8,abstract_only,no,no,other,not_applicable,yes,review,sleep|CKD|umbrella review,,,,,,,,
10.3988/jcn.2019.15.1.97,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | pregnancy | anemia | sleep quality | natural course,"Restless Legs Syndrome in Pregnant Thai Women: Prevalence, Predictive Factors, and Natural Course",Journal of Clinical Neurology,2019,Supakorn Panvatvanich; Praween Lolekha,15,1,97,https://doi.org/10.3988/jcn.2019.15.1.97
10.1016/j.sleep.2016.06.021,abstract_only,yes,yes,rct,phase_2_3,no,,iron supplementation|ferric carboxymaltose|RLS severity|IRLSS scale|intravenous iron,Clinical efficacy of ferric carboxymaltose treatment in patients with restless legs syndrome,Sleep Medicine,2016,Yong Won Cho; Richard P. Allen; Christopher J. Earley,25,,16-23,https://doi.org/10.1016/j.sleep.2016.06.021
10.3390/brainsci12010118,abstract_only,yes,no,other,not_applicable,yes,review,RLS pathophysiology | circadian pattern | neurochemical dysfunction | sensorimotor disorder | review,Restless Legs Syndrome: Known Knowns and Known Unknowns,Brain Sciences,2022,Elena Antelmi; Lorenzo Rocchi; Anna Latorre; Daniele Belvisi; Francesca Magrinelli; Kailash P. Bhatia; Michele Tinazzi,12,1,118,https://doi.org/10.3390/brainsci12010118
10.1016/s1474-4422(18)30311-9,abstract_only,yes,no,other,not_applicable,yes,review,RLS pathophysiology | comorbidities | dopaminergic treatment | augmentation | iron deficiency,"Comorbidities, treatment, and pathophysiology in restless legs syndrome",The Lancet Neurology,2018,Claudia Trenkwalder; Richard Allen; Birgit Högl; Stefan Clemens; Stephanie Patton; Barbara Schormair; Juliane Winkelmann,17,11,994-1005,https://doi.org/10.1016/s1474-4422(18)30311-9
10.1007/s10072-018-3438-7,abstract_only,no,no,cross_sectional,not_applicable,yes,,migraine|comorbidity|restless legs as secondary finding,,,,,,,,
10.1016/j.jsmc.2015.05.016,abstract_only,yes,no,other,not_applicable,yes,review,RLS in pregnancy | epidemiology | management | natural history,Restless Legs Syndrome/Willis-Ekbom Disease and Pregnancy,Sleep Medicine Clinics,2015,Chiara Prosperetti; Mauro Manconi,10,3,323-329,https://doi.org/10.1016/j.jsmc.2015.05.016
10.1371/journal.pone.0230273,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | rheumatic disease | insomnia | cross-sectional survey,The prevalence of insomnia and restless legs syndrome among Japanese outpatients with rheumatic disease: A cross-sectional study,PLOS ONE,2020,Kayoko Urashima; Kunihiro Ichinose; Hideaki Kondo; Takahiro Maeda; Atsushi Kawakami; Hiroki Ozawa,15,3,e0230273,https://doi.org/10.1371/journal.pone.0230273
10.1016/j.jflm.2012.04.013,abstract_only,no,no,other,not_applicable,yes,,toxicology | ropinirole | fatal intoxication | case report,,,,,,,,
10.1176/appi.pn.2015.6a5,abstract_only,no,no,other,not_applicable,yes,editorial,med check | FDA approvals | psychiatric medications | naloxone pricing,,,,,,,,
10.32593/jstmu/vol5.iss1.187,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS epidemiology | end-stage renal disease | hemodialysis | prevalence study,Restless leg syndrome (RLS) in end stage renal disease,Journal of Shifa Tameer-e-Millat University,2022,Samara Siddique; Waqas Amin; Sahira Aaraj; Tooba Fatima; Yasir Imran; Asif Islam,5,1,28-31,https://doi.org/10.32593/jstmu/vol5.iss1.187
10.1111/j.1532-5415.1981.tb01267.x,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,sleep disorders | RLS epidemiology | polysomnography | elderly,Sleep‐Wake Disorders in the Elderly: A Polysomnographic Analysis,Journal of the American Geriatrics Society,1981,RICHARD M. COLEMAN; LAUGHTON E. MILES; CHRISTIAN C. GUILLEMINAULT; VINCENT P. ZARCONE; JOHANNA van den HOED; WILLIAM C. DEMENT,29,7,289-296,https://doi.org/10.1111/j.1532-5415.1981.tb01267.x
10.3346/jkms.2019.34.e130,abstract_only,no,no,cross_sectional,not_applicable,yes,,RLS comorbidity | hypertension association | epidemiology,,,,,,,,
10.47211/tg.2021.v08i01.003,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | sleep disorders | hemodialysis | observational,DESCRIPTIVE STUDY ON SLEEP DISORDERS AMONG HEMODIALYSIS PATIENTS,THE GENESIS,2021,Ms. Saranya saranya; Raj rani,8,1,11-13,https://doi.org/10.47211/tg.2021.v08i01.003
10.2147/nss.s236393,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | hemodialysis | risk factors | cardiovascular outcomes | observational study,&lt;p&gt;Prevalence and Risk Factors of Restless Legs Syndrome in Hemodialysis Patients&lt;/p&gt;,Nature and Science of Sleep,2020,Li-Yan Zhang; Xiao-Yang Ma; Jun Lin; Wen-Hu Liu; Wang Guo; Le Yin; Shi-Xiang Wang; Xia Li; Jing Li; Li-Li Jin; Ze-Long Tian; Yi-Tong Du; Hou-Zhen Tuo,Volume 12,,19-27,https://doi.org/10.2147/nss.s236393
10.6061/clinics/2020/e2140,abstract_only,yes,no,cross_sectional,not_applicable,yes,,RLS comorbidity | Graves' disease | hyperthyroidism | epidemiology,"Restless Legs Syndrome, and symptoms of Restless Syndrome in patients with Graves' disease: a cross-sectional survey",Clinics,2020,Marcia Pradella-Hallinan; José Carlos Pereira; João Roberto Maciel Martins,75,,e2140,https://doi.org/10.6061/clinics/2020/e2140
10.1097/jcp.0000000000001092,abstract_only,no,no,other,not_applicable,yes,editorial,vortioxetine|adverse_effect|case_report,,,,,,,,
10.1016/j.jsmc.2015.05.001,abstract_only,yes,no,other,not_applicable,yes,editorial,RLS diagnosis|diagnostic criteria|clinical assessment,Diagnosis of Restless Leg Syndrome (Willis-Ekbom Disease),Sleep Medicine Clinics,2015,Philip M. Becker,10,3,235-240,https://doi.org/10.1016/j.jsmc.2015.05.001
10.2310/neuro.6176,abstract_only,no,no,other,not_applicable,yes,review,sleep disorders | RLS overview | review article,,,,,,,,
10.5664/jcsm.11206,abstract_only,yes,yes,case_series,phase_1,no,,magnesium supplementation | RLS treatment | pilot study | symptom improvement | quality of life,Magnesium citrate monotherapy improves restless legs syndrome symptoms and multiple suggested immobilization test scores in an open-label pilot study,Journal of Clinical Sleep Medicine,2024,Sasikanth Gorantla; Ashwath Ravisankar; Lynn Marie Trotti,20,8,1357-1361,https://doi.org/10.5664/jcsm.11206
10.1001/jama.1946.02870010051020,abstract_only,no,no,other,not_applicable,yes,editorial,meralgia paresthetica | restless legs syndrome | historical nomenclature,,,,,,,,
10.3390/jcm10091993,abstract_only,no,no,cross_sectional,not_applicable,yes,,RLS prevalence | HHT | iron deficiency anemia | survey,,,,,,,,
10.2298/vsp0702129n,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | hemodialysis | cross-sectional survey | end-stage renal disease,Restless legs syndrome prevalence in patients on chronic hemodialysis in central Serbia,Vojnosanitetski pregled,2007,Petar Nikic; Branislav Andric; Marina Stojanovic-Stanojevic; Verica Djordjevic; Dejan Petrovic; Biljana Stojimirovic,64,2,129-134,https://doi.org/10.2298/vsp0702129n
10.1038/srep46620,abstract_only,yes,no,cross_sectional,not_applicable,yes,,RLS genetics | MEIS1 polymorphism | heart rate variability | autonomic function | PLMS,MEIS1 variant as a determinant of autonomic imbalance in Restless Legs Syndrome,Scientific Reports,2017,Jérôme Thireau; Charlotte Farah; Nicolas Molinari; Fabrice Bouilloux; Lucas Torreilles; Juliane Winkelmann; Sabine Scholz; Sylvain Richard; Yves Dauvilliers; Frédéric Marmigère,7,1,46620,https://doi.org/10.1038/srep46620
10.17826/cumj.674564,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS pathophysiology | alpha-synuclein | biomarker | multiple sclerosis comorbidity,Alpha-synuclein levels in multiple sclerosis patients with restless leg syndrome,Cukurova Medical Journal,2020,Suat ÇAKINA; Selma YÜCEL; Cemre Çağan POLAT; Şamil ÖZTÜRK,45,2,562-567,https://doi.org/10.17826/cumj.674564
10.3810/pgm.2013.05.2636,abstract_only,yes,no,other,not_applicable,yes,review,RLS diagnosis | treatment overview | primary care management | dopamine agonists | clinical impact,Restless Legs Syndrome: A Review of Diagnosis and Management in Primary Care,Postgraduate Medicine,2013,Richard K. Bogan; James A. Cheray,125,3,99-111,https://doi.org/10.3810/pgm.2013.05.2636
10.1016/j.toxicon.2017.09.003,abstract_only,yes,no,other,not_applicable,yes,review,botulinum toxin | movement disorders | restless legs syndrome | literature review,An update on new and unique uses of botulinum toxin in movement disorders,Toxicon,2018,Joseph Jankovic,147,,84-88,https://doi.org/10.1016/j.toxicon.2017.09.003
10.153/scnp00500033,abstract_only,yes,no,other,not_applicable,yes,review,genetics | sleep disorders | RLS molecular studies,Genetics and sleep disorders.,Seminars in clinical neuropsychiatry,2000,Zai C.; Wigg KG; Barr CL,5,1,33-43,https://doi.org/10.153/scnp00500033
10.4103/1735-9066.180381,abstract_only,yes,yes,rct,not_applicable,no,,reflexology | stretching exercises | hemodialysis | non-pharmacological treatment | RLS severity,The effects of two methods of reflexology and stretching exercises on the severity of restless leg syndrome among hemodialysis patients,Iranian Journal of Nursing and Midwifery Research,2016,Nahid Shahgholian; ShahrzadKhojandi Jazi; Jahangir Karimian; Mahboubeh Valiani,21,3,219,https://doi.org/10.4103/1735-9066.180381
10.1212/01.wnl.0000344277.12098.90,abstract_only,no,no,other,not_applicable,yes,editorial,RLS risk factors | peripheral neuropathy | diagnostic criteria,,,,,,,,
10.4137/cmt.s3580,abstract_only,yes,no,other,not_applicable,yes,review,Pramipexole | Dopamine agonists | RLS pharmacotherapy | Augmentation | Side effects,Pharmacotherapy of Restless Legs Syndrome with Pramipexole,Clinical Medicine Insights: Therapeutics,2010,Giovanni Merlino; Simone Lorenzut; Martina Sommaro; Gian Luigi Gigli; Mariarosaria Valente,2,,407-415,https://doi.org/10.4137/cmt.s3580
10.2165/00002512-200219100-00002,abstract_only,no,no,other,not_applicable,yes,review,Parkinson's disease|sleep disorders|RLS comorbidity,,,,,,,,
10.18203/2349-3933.ijam20190118,abstract_only,yes,no,case_control,not_applicable,yes,,cardiovascular comorbidity | RLS prevalence | observational epidemiology,Frequency of cardiovascular diseases in the patients with restless legs syndrome,International Journal of Advances in Medicine,2019,Perihan Varim; Ceyhun Varim; Turkan Acar; Bilgehan Atilgan Acar; Feyzi Gokosmanoglu; Selcuk Yaylaci; Hasret Cengiz; Cengiz Karacaer,6,1,131,https://doi.org/10.18203/2349-3933.ijam20190118
10.1093/sleepadvances/zpae028,abstract_only,no,no,other,not_applicable,yes,review,sleep|mental health|Indigenous communities|systematic review,,,,,,,,
10.1016/j.sleep.2025.106691,abstract_only,no,no,cross_sectional,not_applicable,yes,,multiple sclerosis | sleep quality | RLS comorbidity,,,,,,,,
10.4103/0019-5545.341707,abstract_only,yes,no,case_series,not_applicable,yes,editorial,RLS pathophysiology | mirtazapine side effects | case report,Free Papers Compiled,Indian Journal of Psychiatry,2022,"Haldar P, Haldar P.",64,9,586,https://doi.org/10.4103/0019-5545.341707
10.17116/jnevro20171171150-54,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,epidemiology | sleep disorders | RLS screening | survey,Epidemiology of sleep disorders in the Republic of Tatarstan,Zhurnal nevrologii i psikhiatrii im. S.S. Korsakova,2017,Yakupov EZ; Troshina YV; Fedorova VV; Hasanshina LR; Ahatova LR; Artemieva DV,117,1,50,https://doi.org/10.17116/jnevro20171171150-54
10.1111/trf.12319,abstract_only,no,no,other,not_applicable,yes,editorial,iron deficiency | RLS epidemiology | blood donation | pica,,,,,,,,
10.1016/j.clineuro.2024.108665,abstract_only,no,no,case_series,not_applicable,yes,,RLS side effect | teriflunomide | multiple sclerosis,,,,,,,,
10.3390/antiox12020396,abstract_only,no,no,other,not_applicable,yes,review,Parkinson's disease | sleep disorders | melatonin | circadian rhythm,,,,,,,,
10.1055/s-0037-1605342,abstract_only,yes,no,other,not_applicable,yes,review,iron deficiency | pediatric RLS | PLMS | ferritin levels | treatment review,The Role of Iron in Pediatric Restless Legs Syndrome and Periodic Limb Movements in Sleep,Seminars in Neurology,2017,Barbara Felt; Tiffany Munzer,37,04,439-445,https://doi.org/10.1055/s-0037-1605342
10.1177/1877718x251371945,abstract_only,no,no,other,not_applicable,yes,review,sleep disorders | Parkinson's disease | RLS comorbidity,,,,,,,,
10.1016/j.jalz.2018.06.1622,abstract_only,no,no,cross_sectional,not_applicable,yes,,sleep|amyloid|frailty|Alzheimer's,,,,,,,,
10.1093/sleep/zsac115,abstract_only,yes,no,unclear,not_applicable,yes,editorial,dopamine agonists | augmentation | RLS treatment | treatment switching | opioids,Re-equip with opioids instead of dopamine agonists for the treatment of augmentation,Sleep,2022,Brian B. Koo,45,7,zsac115,https://doi.org/10.1093/sleep/zsac115
pmid_24977966,abstract_only,yes,no,other,not_applicable,yes,review,sleep disorders | RLS history | drug treatment review,Past and present in drug treatment of sleep disorders.,Neuro endocrinology letters,2014,Sonka K.; Sós P.; Susta M.,35,3,186-97,https://pubmed.ncbi.nlm.nih.gov/24977966/
10.1159/000180313,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | fibromyalgia comorbidity | sleep disturbances | epidemiology,Restless Legs Syndrome Is Common among Female Patients with Fibromyalgia,European Neurology,2009,Romana Stehlik; Lennart Arvidsson; Jan Ulfberg,61,2,107-111,https://doi.org/10.1159/000180313
10.1016/j.slsci.2014.10.003,abstract_only,no,no,other,not_applicable,yes,,animal model | dopamine agonist | locomotor activity,,,,,,,,
10.1016/j.sleep.2020.07.011,abstract_only,yes,yes,rct,phase_2,no,,cognitive behavioral therapy | insomnia | sleep quality | non-pharmacological intervention | RLS comorbidity,Cognitive behavioral therapy for insomnia in restless legs syndrome patients,Sleep Medicine,2020,Mei Ling Song; Kyung Min Park; Gholam K. Motamedi; Yong Won Cho,74,,227-234,https://doi.org/10.1016/j.sleep.2020.07.011
