doi,source_folder,is_relevant,studies_treatment,trial_type,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.32364/2587-6821-2022-6-11-618-625,abstract_only,yes,yes,non_randomized_trial,no,,herpesvirus reactivation | intranasal spray | pediatric respiratory infections | viral DNA load | combination therapy,Panavir® in combination with other drugs for the prevention of herpesvirus infection reactivation in children with recurring respiratory infections,Russian Medical Inquiry,2022,E.V. Melekhina; A.D. Muzyka; E.Yu. Soldatova; T.V. Shalbarova,6,11,618-625,https://doi.org/10.32364/2587-6821-2022-6-11-618-625
pmid_4081525,abstract_only,yes,yes,rct,no,,interferon-alpha | nasal spray | prophylaxis | influenza | respiratory virus prevention,Prevention from naturally acquired viral respiratory infection by interferon nasal spray,Rhinology,1985,Saito H; Takenaka H; Yoshida S; Tsubokawa T; Ogata A; Imanishi F; Imanishi J,23,4,291-5,https://pubmed.ncbi.nlm.nih.gov/4081525/
10.1016/j.dentre.2024.100108,abstract_only,yes,no,other,yes,protocol,nasal spray | EGCG nanoformulation | in vitro antiviral | Long COVID | anosmia,EC16 Nanoformulation: A Potential Nasal Drug for Treating Long COVID,Dentistry Review,2024,Garrison Lovett; Stephen Hsu,4,3,100108,https://doi.org/10.1016/j.dentre.2024.100108
10.2174/2772432817666220601162006,abstract_only,no,no,unclear,yes,review,chlorpheniramine|antihistamine|literature review,"Chlorpheniramine, an Old Drug with New Potential Clinical Applications:
A Comprehensive Review of the Literature",Current Reviews in Clinical and Experimental Pharmacology,2024,Syed A.A. Rizvi; Gustavo Ferrer; Uzzam A. Khawaja; Marcos A. Sanchez-Gonzalez,19,2,137-145,https://doi.org/10.2174/2772432817666220601162006
10.1016/j.lansea.2022.100110,abstract_only,yes,no,unclear,yes,editorial,nitric oxide nasal spray | SARS-CoV-2 | correction,Correction to “SARS-CoV-2 accelerated clearance using a novel nitric oxide nasal spray (NONS) treatment: A randomized trial”,The Lancet Regional Health - Southeast Asia,2022,Monika Tandon; Wen Wu; Keith Moore; Stephen Winchester; Yuan-Po Tu; Christopher Miller; Rahul Kodgule; Amol Pendse; Shabbir Rangwala; Shashank Joshi,7,,100110,https://doi.org/10.1016/j.lansea.2022.100110
10.1186/s13063-022-06685-z,abstract_only,yes,no,rct,yes,protocol,carrageenan|COVID-19|prophylaxis|nasal spray|study protocol,A study protocol for a double-blind randomised placebo-controlled trial evaluating the efficacy of carrageenan nasal and throat spray for COVID-19 prophylaxis—ICE-COVID,Trials,2022,Jessop ZM; Gibson J.; Lim JY; Jovic TH; Combellack E.; Dobbs TD; Carter K.; Hiles S.; Islam S.; Healy B.; Humphreys I.; Eccles R.; Hutchings HA; Whitaker IS,23,1,782,https://doi.org/10.1186/s13063-022-06685-z
10.4236/ojrd.2025.151003,abstract_only,yes,no,rct,yes,"review / secondary literature (summarizes 5 prior trials), not a primary study",iota-carrageenan | intranasal barrier agent | upper respiratory tract infection prophylaxis | common cold prevention | antiviral nasal spray,Prophylactic Intranasal Treatment with Iota-Carrageenan for Acute Upper Respiratory Tract Viral Infections,Open Journal of Respiratory Diseases,2025,Ronald Eccles,15,01,35-47,https://doi.org/10.4236/ojrd.2025.151003
10.3390/molecules27041178,abstract_only,yes,no,unclear,yes,review,carrageenan nasal spray | sulfated polysaccharides | antiviral agents | algae-derived compounds | COVID-19,Antiviral Activities of Algal-Based Sulfated Polysaccharides,Molecules,2022,Jonathan Ardhianto Panggabean; Sya’ban Putra Adiguna; Siti Irma Rahmawati; Peni Ahmadi; Elmi Nurhaidah Zainuddin; Asep Bayu; Masteria Yunovilsa Putra,27,4,1178,https://doi.org/10.3390/molecules27041178
10.3390/pharmaceutics13081180,abstract_only,yes,no,unclear,yes,review,cyclodextrins | nasal drug delivery | excipients | antiviral activity | review article,Versatile Nasal Application of Cyclodextrins: Excipients and/or Actives?,Pharmaceutics,2021,Giovanna Rassu; Milena Sorrenti; Laura Catenacci; Barbara Pavan; Luca Ferraro; Elisabetta Gavini; Maria Cristina Bonferoni; Paolo Giunchedi; Alessandro Dalpiaz,13,8,1180,https://doi.org/10.3390/pharmaceutics13081180
10.4067/s0718-381x2020000400513,abstract_only,yes,no,unclear,yes,review,nasal spray | povidone-iodine | SARS-CoV-2 | prevention | mouthwash,Mouthwashes and Nasal Sprays as a Way to Prevent the Spread of SARS-CoV-2,International journal of odontostomatology,2020,Matías Santos-López; Diego Jaque; Edgardo Fuentes; David González-Quintanilla,14,4,513-518,https://doi.org/10.4067/s0718-381x2020000400513
pmid_36451565,abstract_only,yes,no,other,yes,protocol,intranasal acyclovir | lipid nanoparticles | brain delivery | in-vitro characterization | biodistribution,,,,,,,,
pmid_16261201,abstract_only,yes,yes,non_randomized_trial,no,,intranasal interferon|measles prevention|rubella prevention|viral antibody response,[Preliminary study on nasal spray of interferon alpha-2b used for prevention of rubella and measles virus infections],Zhonghua shi yan he lin chuang bing du xue za zhi = Zhonghua shiyan he linchuang bingduxue zazhi = Chinese journal of experimental and clinical virology,2005,Zhao J; Zhu FC; Shu YL; Zhou R; Liu LQ; Zhang LL; Shi ZY; Tang Z; Lin LZ; Yu ZA; Zhang LP; Zhang B; Hou YD,19,3,220-2,https://pubmed.ncbi.nlm.nih.gov/16261201/
10.31546/2633-8653.1007,abstract_only,yes,yes,unclear,no,,ivermectin|carrageenan|COVID-19 prophylaxis|healthcare workers|topical antivirals,Study of the Efficacy and Safety of Topical Ivermectin + Iota-Carrageenan in the Prophylaxis against COVID-19 in Health Personnel,Journal of Biomedical Research and Clinical Investigation,2020,Carvallo Héctor; Hirsch Roberto; Alkis Psaltis; Contreras Veronica,2,1,,https://doi.org/10.31546/2633-8653.1007
10.19112/2413-6174-2020-21-3-3-23,abstract_only,yes,no,unclear,yes,review,trace elements | antiseptics | antiviral mechanisms | intranasal application | COVID-19,"ANTIVIRAL, ANTIOXIDANT AND CATALYTIC ACTIVITY OF TRACE ELEMENTS IN A LOW DEGREE OF OXIDATION",Trace Elements in Medicine (Moscow),2020,Mykola Spivak; V.G. Kaplunenko; Mykola Kosinov; Anatoly V. Skalny,21,3,3-23,https://doi.org/10.19112/2413-6174-2020-21-3-3-23
10.3390/ijms21144903,abstract_only,yes,no,unclear,yes,review,lactoferrin | intranasal spray | SARS-CoV-2 | mucosal barrier | proposed trial,Lactoferrin as Protective Natural Barrier of Respiratory and Intestinal Mucosa against Coronavirus Infection and Inflammation,International Journal of Molecular Sciences,2020,Elena Campione; Terenzio Cosio; Luigi Rosa; Caterina Lanna; Stefano Di Girolamo; Roberta Gaziano; Piera Valenti; Luca Bianchi,21,14,4903,https://doi.org/10.3390/ijms21144903
10.1183/13993003.congress-2024.oa5462,abstract_only,yes,yes,other,no,,innate immunomodulator | RIG-I agonist | influenza | intranasal prophylaxis | in vitro and in vivo,"Effects of an anti-viral interferon booster, RIG-I agonist (RIG-101), on influenza infection in vitro and in vivo",Respiratory infections and bronchiectasis,2024,Hugo Ombredane; Leah Daly; Aggie Moen; Ian Knowles; Jag Shur; Garth Rapeport; Susan Sobolov; Kazuhiro Ito,,,OA5462,https://doi.org/10.1183/13993003.congress-2024.oa5462
10.1016/j.antiviral.2024.105945,abstract_only,yes,no,unclear,yes,protocol,Neumifil | HEX17 | intranasal antiviral | respiratory virus prophylaxis | sialic acid binding,HEX17(Neumifil): An intranasal respiratory biotherapeutic with broad-acting antiviral activity,Antiviral Research,2024,Jane A. Potter; Angus Aitken; Lei Yang; Jennifer Hill; Antoni Tortajada; Julia L. Hurwitz; Bart G. Jones; Nadiawati Alias; Mingkui Zhou; Helen Connaris,228,,105945,https://doi.org/10.1016/j.antiviral.2024.105945
10.3205/dgkh000416,abstract_only,yes,no,unclear,yes,guideline,COVID-19 prevention | nasal spray | gargling | virucidal agents | guidelines,Recommendation of the German Society of Hospital Hygiene (DGKH): Prevention of COVID-19 by virucidal gargling and virucidal nasal spray – updated version April 2022,GMS Hygiene and Infection Control,2022,"Kramer, Axel; Eggers, Maren; Exner, Martin; Hübner, Nils-Olaf; Simon, Arne; Steinmann, Eike; Walger, Peter; Zwicker, Paula",17,,Doc13,https://journals.publisso.de/en/journals/hic/volume17/dgkh000416
10.1093/bjs/znab259.508,abstract_only,yes,yes,rct,yes,protocol,iota-carrageenan|SARS-CoV-2|prophylaxis|nasal spray|RCT,"1524 Design and Implementation Of ICE-COVID, A Double-Blind Randomised Placebo-Controlled Trial on The Efficacy of Iota-Carrageenan Nasal and Throat Spray for Covid-19 Prophylaxis",British Journal of Surgery,2021,Jia Yin Lim; Zita M. Jessop; John Gibson; Thomas H. Jovic; Emman Combellack; Thomas D. Dobbs; Brendan Healy; Ian R. Humphreys; Ronald Eccles; Hayley Hutchings; Iain S. Whitaker,108,Supplement_6,,https://doi.org/10.1093/bjs/znab259.508
10.3851/imp1688,abstract_only,yes,no,other,yes,review,laninamivir | neuraminidase inhibitors | influenza | intranasal antivirals | review,"Laninamivir and its Prodrug, CS-8958: Long-Acting Neuraminidase Inhibitors for the Treatment of Influenza",Antiviral Chemistry and Chemotherapy,2010,Makoto Yamashita,21,2,71-84,https://doi.org/10.3851/imp1688
pmid_1302513,abstract_only,yes,yes,other,no,,antiviral nasal spray | intranasal administration | influenza | experimental animal model,[The antiviral action of a modified bacterial ribonuclease],Nauchnye doklady vysshei shkoly. Biologicheskie nauki,1992,Indulen MK; Zamiatina NA; Varlamov VP; Il'ina AV,,4,87-9,https://pubmed.ncbi.nlm.nih.gov/1302513/
pmid_4036004,abstract_only,yes,yes,other,no,,horseradish extract | intranasal antiviral | influenza A | mouse model | caffeine synergy,"The effect of an aqueous horse-radish extract, applied as such or in association with caffeine, on experimental influenza in mice",Virologie,1985,Eşanu V; Prahoveanu E,36,2,95-8,https://pubmed.ncbi.nlm.nih.gov/4036004/
10.1002/jmv.28805,abstract_only,yes,yes,non_randomized_trial,no,,antiviral nasal spray | HH-120 ACE2 fusion protein | SARS-CoV-2 | viral clearance | propensity score matching,Nasal spray of an IgM‐like ACE2 fusion protein HH‐120 accelerates SARS‐CoV‐2 clearance: A single‐center propensity score‐matched cohort study,Journal of Medical Virology,2023,Rui Song; Xiaoyou Chen; Baoliang Li; Hongbin Zhang; Xiaodi Guo; Zhe Liu; Liangfeng Zou; Xiao Liang; Cong Lei; Fengfeng Mao; Jianhua Sui; Wenhui Li; Ronghua Jin,95,5,e28805,https://doi.org/10.1002/jmv.28805
pmid_16261200,abstract_only,yes,yes,rct,no,,intranasal interferon | SARS-CoV-2 prophylaxis | respiratory virus prevention | RCT,[A field trial of recombinant human interferon alpha-2b for nasal spray to prevent SARS and other respiratory viral infections],Zhonghua shi yan he lin chuang bing du xue za zhi = Zhonghua shiyan he linchuang bingduxue zazhi = Chinese journal of experimental and clinical virology,2005,Yu DX; Chen Q; Zhang LL; Liu Y; Yu ZA; Li ZF; Zhang LP; Hu GF; Duan ZJ; Chu XW; Zhang B; Yu SY; Hou YD,19,3,216-9,https://pubmed.ncbi.nlm.nih.gov/16261200/
10.1093/infdis/151.4.731,abstract_only,yes,yes,rct,no,,intranasal interferon | prophylaxis | rhinovirus | influenza | respiratory virus,Intranasal Interferon- 2 Prophylaxis of Natural Respiratory Virus Infection,Journal of Infectious Diseases,1985,Douglas RM; Albrecht JK; Miles HB; Moore BW; Read R.; Worswick DA; Woodward AJ,151,4,731-736,https://doi.org/10.1093/infdis/151.4.731
10.53730/ijhs.v6ns4.10257,abstract_only,yes,no,unclear,yes,review,nitric oxide nasal spray | povidone-iodine | barrier agents | SARS-CoV-2 prevention,Formulation and evaluation of nitric oxide nasal spray,International journal of health sciences,2022,Sonam Chhipane,,,7810-7815,https://doi.org/10.53730/ijhs.v6ns4.10257
10.1177/23743735231151554,abstract_only,yes,no,cross_sectional,yes,editorial,patient-centric drug development | antiviral nasal spray | COPD | survey,The COPD Foundation's COPD360Net Initiative Approach to Patient-Centric Drug Development: A Case Study in Using Patient Surveys to Inform New Treatments for Viral Respiratory Infections,Journal of Patient Experience,2023,Tal-Singer R.; Miller BE; Rommes JM; Luttmann MA; Demaison C.; Bradley Drummond M.; Pasquale CB,10,,23743735231151554,https://doi.org/10.1177/23743735231151554
pmid_16261199,abstract_only,yes,yes,rct,no,,intranasal interferon | SARS prevention | safety | respiratory viral infections | randomized trial,[A field trial for evaluating the safety of recombinant human interferon alpha-2b for nasal spray],Zhonghua shi yan he lin chuang bing du xue za zhi = Zhonghua shiyan he linchuang bingduxue zazhi = Chinese journal of experimental and clinical virology,2005,Chen Q; Zhang LL; Yu DX; Yu ZA; Liu Y; Zhang LP; Li ZF; Duan ZJ; Wang BH; Wei XJ; Hu GF; Liu YQ; Chu XW; Han YH; Wu M; Jiang XL; Li JD; Dai YC; Nie J; Long J; Zhu L; Sun SX; Rui YY; Zhang DK; Yu SY; Hou YD,19,3,211-5,https://pubmed.ncbi.nlm.nih.gov/16261199/
10.3390/v2071448,abstract_only,yes,no,unclear,yes,review,siRNA | intranasal antivirals | influenza | RNA interference,siRNA for Influenza Therapy,Viruses,2010,Sailen Barik,2,7,1448-1457,https://doi.org/10.3390/v2071448
10.1016/j.imu.2020.100446,abstract_only,yes,no,other,yes,protocol,intranasal drug delivery | chloroquine | hydroxychloroquine | COVID-19 | computational modeling,Chloroquine and hydroxychloroquine for combating COVID-19: Investigating efficacy and hypothesizing new formulations using Bio/chemoinformatics tools,Informatics in Medicine Unlocked,2020,Rania M. Hathout; Sherihan G. Abdelhamid; Abdelkader A. Metwally,21,,100446,https://doi.org/10.1016/j.imu.2020.100446
10.7499/j.issn.1008-8830.2014.03.011,abstract_only,no,yes,rct,no,,hand-foot-mouth disease | ribavirin aerosol | enterovirus,[Efficacy and safety of ribavirin aerosol in children with hand-foot-mouth disease].,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics,2014,Zhang HP; Wang L.; Qian JH; Cai K.; Chen YH; Zhang QL; Yu HJ,16,3,272-6,https://doi.org/10.7499/j.issn.1008-8830.2014.03.011
pmid_11881202,abstract_only,yes,yes,non_randomized_trial,no,,intranasal interferon | prophylaxis | respiratory viral infections | military personnel,[Epidemiologic effectivness of poludane in preventing influenza and other acute respiratory diseases in troops],Voenno-meditsinskii zhurnal,2002,Shumilov VI; Ivannikov IuG; Ogarkov PI; Lobastov SP; Olontsev VV,323,1,"45-7, 93",https://pubmed.ncbi.nlm.nih.gov/11881202/
10.5772/20920,abstract_only,yes,no,unclear,yes,review,polymer-based antiviral prophylaxis | nasal epithelial bioengineering | broad-spectrum antiviral | respiratory viral infections,Polymer-Mediated Broad Spectrum Antiviral Prophylaxis: Utility in High Risk Environments,Progress in Molecular and Environmental Bioengineering - From Analysis and Modeling to Technology Applications,2011,Ncongwane M.; Takaidza S.; Chihomvu P.; William Raja TR; Pillay M.,14,,e20920,https://doi.org/10.5772/20920
pmid_838422,abstract_only,no,no,unclear,yes,,herpes zoster | immunomodulation | viral infection,,,,,,,,
10.1080/14787210.2024.2378185,abstract_only,yes,no,unclear,yes,review,intranasal antivirals | RSV | therapeutic development | literature review,Intranasal antivirals against respiratory syncytial virus: the current therapeutic development landscape,Expert Review of Anti-infective Therapy,2024,Victor Baba Oti; Adi Idris; Nigel A.J. McMillan,22,8,647-657,https://doi.org/10.1080/14787210.2024.2378185
10.2165/00003495-199855050-00015,abstract_only,yes,yes,other,no,,intranasal zanamivir | influenza prophylaxis | influenza treatment | neuraminidase inhibitors | clinical trials,Zanamivir,Drugs,1998,Sophie L. Waghorn; Karen L. Goa,55,5,721-725,https://doi.org/10.2165/00003495-199855050-00015
10.1177/0194599820933170,abstract_only,yes,no,unclear,yes,review,intranasal antiviral delivery | COVID-19 | drug delivery | state-of-art review,Intranasal Antiviral Drug Delivery and Coronavirus Disease 2019 (COVID‐19): A State of the Art Review,Otolaryngology–Head and Neck Surgery,2020,Thomas S. Higgins; Arthur W. Wu; Elisa A. Illing; Kevin J. Sokoloski; Bree A. Weaver; Benjamin P. Anthony; Nathan Hughes; Jonathan Y. Ting,163,4,682-694,https://doi.org/10.1177/0194599820933170
10.1002/prp2.810,abstract_only,yes,yes,other,yes,secondary_analysis,carrageenan | nasal spray | antiviral | coronavirus | meta-analysis,Carrageenan nasal spray may double the rate of recovery from coronavirus and influenza virus infections: Re‐analysis of randomized trial data,Pharmacology Research &amp; Perspectives,2021,Harri Hemilä; Elizabeth Chalker,9,4,e00810,https://doi.org/10.1002/prp2.810
10.5152/alphapsychiatry.2024.241549,abstract_only,no,no,unclear,yes,protocol,esketamine|depression|metabolomics|nasal spray|study protocol,The Resistant Depression Response to Esketamine Assessing Metabolomics (ReDREAM) Project-Untargeted Metabolomics to Identify Biomarkers of Treatment Response to Intranasal Esketamine in Individuals with Treatment-Resistant Depression: A Study Protocol.,Alpha psychiatry,2024,Bartoli F.; Cavaleri D.; Riboldi I.; Crocamo C.; de Filippis R.; Zandonella Callegher R.; Paglia G.; Albert U.; De Fazio P.; Carrà G.,25,4,555-560,https://doi.org/10.5152/alphapsychiatry.2024.241549
10.1007/978-3-030-71697-4_14,abstract_only,yes,no,unclear,yes,review,antiviral nasal sprays | SARS-CoV-2 | intranasal agents | literature review,Topical Oral and Intranasal Antiviral Agents for Coronavirus Disease 2019 (COVID-19),Advances in Experimental Medicine and Biology,2021,Victor B. Hsue; Kyohei Itamura; Arthur W. Wu; Elisa A. Illing; Kevin J. Sokoloski; Bree A. Weaver; Benjamin P. Anthony; Nathan Hughes; Jonathan Y. Ting; Thomas S. Higgins,1327,,169-189,https://doi.org/10.1007/978-3-030-71697-4_14
10.46607/iamj01p7062023,abstract_only,yes,no,unclear,yes,editorial,herbal nasal spray | xylitol | saline irrigation | common cold,"TRADITIONAL INDIAN HERBAL MEDICATION BASE NASAL SPRAY: A NOVEL APPROACH FOR PREVENTING NASAL CONGESTION, COMMON COLD, AND SINUS PRESSURE",International Ayurvedic Medical Journal,2023,Sourav Pattanayak; Sagar Sheel; Vikash Kumar; Vinutha Bhat,p7,6,504-511,https://doi.org/10.46607/iamj01p7062023
10.31080/asmi.2020.04.0760,abstract_only,yes,no,unclear,yes,review,immunomodulation | nasal spray development | COVID-19 prevention | NKC enhancement | nanoparticle delivery,"How to Kill A Virus: Strengthening the Immune System, Reducing Inflammation, Relieving Oxidative Stress, Early Detection in the Prevention and Treatment of SARS- CoV-2 (COVID-19)",Acta Scientific Microbiology,2021,Jerry T. Thornthwaite,4,2,06-12,https://doi.org/10.31080/asmi.2020.04.0760
10.3390/ijms262311341,abstract_only,yes,no,unclear,yes,review,resveratrol | antiviral | pediatric | gut microbiota | narrative review,Resveratrol as an Adjunct Antiviral Agent in Pediatric Viral Infections: A Review on Mechanistic Insights and Gut Microbiota Modulation,International Journal of Molecular Sciences,2025,Roberta Leonardi; Manuela Lo Bianco; Salvatore Spinello; Pasqua Betta; Caterina Gagliano; Vittorio Calabrese; Agata Polizzi; Giulia Malaguarnera,26,23,11341,https://doi.org/10.3390/ijms262311341
10.12688/f1000research.51270.2,abstract_only,yes,no,unclear,yes,review,nitric oxide | intranasal delivery | antimicrobial activity | SARS-CoV-2 | preclinical evidence,"Nitric oxide for the prevention and treatment of viral, bacterial, protozoal and fungal infections",F1000Research,2021,Philip M. Bath; Christopher M. Coleman; Adam L. Gordon; Wei Shen Lim; Andrew J. Webb,10,,536,https://doi.org/10.12688/f1000research.51270.2
10.1371/journal.pgph.0000231,abstract_only,yes,no,unclear,yes,review,interferon|intranasal|antiviral|respiratory viruses|scoping review,Interferon-based agents for current and future viral respiratory infections: A scoping literature review of human studies,PLOS Global Public Health,2022,Aldina Mesic; Emahlea K. Jackson; Mathias Lalika; David M. Koelle; Rena C. Patel,2,4,e0000231,https://doi.org/10.1371/journal.pgph.0000231
10.1177/095632029000100501,abstract_only,yes,yes,other,no,,antiviral nasal spray | rhinovirus | prophylaxis | volunteer trials | R 61837,An Appraisal of the Efficacy of the Antiviral R 61837 in Rhinovirus Infections in Human Volunteers,Antiviral Chemistry and Chemotherapy,1990,G. I. Barrow; Paul G. Higgins; D. A. J. Tyrrell; Koen Andries,1,5,279-283,https://doi.org/10.1177/095632029000100501
10.2165/00003495-199856040-00003,abstract_only,yes,no,other,yes,"narrative review (Drugs) of influenza chemotherapy, not a primary study",neuraminidase inhibitors | zanamivir | intranasal antiviral | influenza treatment | clinical trials,New Approaches to Influenza Chemotherapy,Drugs,1998,David P. Calfee; Frederick G. Hayden,56,4,537-553,https://doi.org/10.2165/00003495-199856040-00003
10.1183/13993003.congress-2025.oa1187,abstract_only,yes,yes,other,no,,RIG-I agonist | intranasal innate immunomodulator | rhinovirus | prophylaxis | in vivo and in vitro,Antiviral effects of a RIG-I agonist (RIG101) against human rhinovirus in mice and differentiated bronchial epithelium from asthmatics,Airway pharmacology and treatment,2025,Hugo Ombredane; Leah Daly; Ian Knowles; Jag Shur; Susan Sobolov; Garth Rapeport; Kazuhiro Ito,,,OA1187,https://doi.org/10.1183/13993003.congress-2025.oa1187
10.53365/nrfhh/140607,abstract_only,yes,no,unclear,yes,editorial,intranasal delivery | nanoparticles | COVID-19 | curcumin | opinion piece,Insinuating cocktailed components in biocompatible-nanoparticles could act as an impressive neo-adjuvant strategy to combat COVID-19,Natural Resources for Human Health,2021,Haripriya Kuchi Bhotla; Balamuralikrishnan Balasubramanian; Vijaya Anand Arumugam; Karthika Pushparaj; Murugesh Easwaran; Rathinasamy Baskaran; Muthupandian Saravanan; Manikantan Pappusamy; Arun Meyyazhagan,1,1,3-7,https://doi.org/10.53365/nrfhh/140607
10.3390/ph17091180,abstract_only,yes,no,unclear,yes,review,intranasal delivery systems | API formulation | nasal preparations | drug delivery | vaccine delivery,Review of Intranasal Active Pharmaceutical Ingredient Delivery Systems,Pharmaceuticals,2024,Ruslan Safarov; Olga Fedotova; Anastasia Uvarova; Mariia Gordienko; Natalia Menshutina,17,9,1180,https://doi.org/10.3390/ph17091180
10.4103/2045-9912.385414,abstract_only,yes,no,unclear,yes,review,nitric oxide | COVID-19 | nasal spray | inhaled NO | SARS-CoV-2,Saying no to SARS-CoV-2: the potential of nitric oxide in the treatment of COVID-19 pneumonia,Medical Gas Research,2024,Honghua Zhang; Chen Zhang; Wenyan Hua; Jing Chen,14,2,39-47,https://doi.org/10.4103/2045-9912.385414
10.2165/00019053-199916001-00006,abstract_only,yes,no,other,yes,review,influenza control | antiviral agents | vaccine | zanamivir | ribavirin,Measures for Control of Influenza,PharmacoEconomics,1999,Robert B. Couch,16,Supplement 1,41-45,https://doi.org/10.2165/00019053-199916001-00006
10.1002/14651858.cd002743,abstract_only,yes,no,unclear,yes,review,intranasal interferons | antivirals | common cold | prophylaxis,Antivirals for the common cold,Cochrane Database of Systematic Reviews,2001,Tom Jefferson; David Tyrrell,2010,1,CD002743,https://doi.org/10.1002/14651858.cd002743
10.1016/s0272-2712(18)30721-2,abstract_only,yes,no,other,yes,"narrative review (Clinics in Lab Medicine) of antiviral chemotherapy, not a primary study",intranasal interferon | antiviral prophylaxis | respiratory viral infections | ribavirin | amantadine,Antiviral Chemotherapyand Prophylaxis of Viral Respiratory Disease,Clinics in Laboratory Medicine,1987,Steven J. Sperber; Frederick G. Hayden,7,4,869-896,https://doi.org/10.1016/s0272-2712(18)30721-2
10.1007/s12070-021-02885-2,abstract_only,yes,no,unclear,yes,editorial,povidone-iodine | neti-kriya | saline irrigation | COVID-19 | hypothesis,Yogic Neti-Kriya Using Povidone Iodine: Can it have a Preventive Role Against SARS-CoV-2 Infection Gateway?,Indian Journal of Otolaryngology and Head &amp; Neck Surgery,2022,Phulen Sarma; Anusuya Bhattacharyya; Ajay Prakash; Hardeep Kaur; Manisha Prajapat; Mukundam Borah; Subodh Kumar; Seema Bansal; Saurabh Sharma; Gurjeet Kaur; Harish Kumar; Dibya Jyoti Sharma; Karuna Kumar Das; Pramod Avti; Bikash Medhi,74,S2,3186-3192,https://doi.org/10.1007/s12070-021-02885-2
10.32902/2663-0338-2021-4-5-15,abstract_only,yes,no,cross_sectional,yes,"inhaled (not nasal-spray) antiseptics/antivirals; retrospective cross-sectional self-report epidemiological survey, not a treatment trial",inhaled antiseptics | inhaled antivirals | COVID-19 prevention | SARS-CoV-2 | epidemiological study,"Inhaled antiseptics and inhaled antiviral non-prescription drugs in the prevention of ARVI, in particular COVID-19: an epidemiological study",Infusion &amp; Chemotherapy,2021,Yu.I. Feshchenko; Мykola Gumeniuk; М.І. Lynnyk; Oleksandr Dziublyk; Mykhailo Kuzhko; О. V. Теreshkovych; O.V. Khmel; І.О. Panashchuk; Mariia Yashchenko; Oleksii Denysov; Т.А. Sprynsian,,4,5-15,https://doi.org/10.32902/2663-0338-2021-4-5-15
pmid_6184029,abstract_only,yes,yes,case_series,no,,intranasal interferon | prophylaxis | mouse model | EMC virus | antiviral efficacy,Protective effect of different mouse interferons in mice infected with encephalomyocarditis (EMC),Archivum immunologiae et therapiae experimentalis,1982,Lobodzińska M; Albin M,30,1-2,49-55,https://pubmed.ncbi.nlm.nih.gov/6184029/
10.7326/0003-4819-12-1-95,abstract_only,yes,yes,case_series,no,,intranasal prophylaxis | zinc sulfate | poliomyelitis | nasal spray | chemical agents,THE PRESENT STATUS OF METHODS FOR THE PROPHYLAXIS OF ACUTE ANTERIOR POLIOMYELITIS,Annals of Internal Medicine,1938,JOHN A. KOLMER,12,1,95-105,https://doi.org/10.7326/0003-4819-12-1-95
10.2217/fmb-2020-0286,abstract_only,yes,no,unclear,yes,review,nasal antiseptics | povidone-iodine | carrageenan | SARS-CoV-2 | antiviral prophylaxis,Review of the Use of Nasal and Oral Antiseptics During a Global Pandemic,Future Microbiology,2021,Christopher Stathis; Nikolas Victoria; Kristin Loomis; Shaun A. Nguyen; Maren Eggers; Edward Septimus; Nasia Safdar,16,2,119-130,https://doi.org/10.2217/fmb-2020-0286
10.1002/14651858.cd013626.pub2,abstract_only,yes,no,unclear,yes,review,antimicrobial mouthwashes | nasal sprays | COVID-19 | healthcare worker protection | systematic review,Use of antimicrobial mouthwashes (gargling) and nasal sprays by healthcare workers to protect them when treating patients with suspected or confirmed COVID-19 infection,Cochrane Database of Systematic Reviews,2020,Martin J. Burton; Janet E. Clarkson; Beatriz Goulao; Anne-Marie Glenny; Andrew J. McBain; Anne GM Schilder; Katie E. Webster; Helen V. Worthington,2020,9,CD013626,https://doi.org/10.1002/14651858.cd013626.pub2
10.3390/jcm15083087,abstract_only,yes,no,unclear,yes,guideline,intranasal CMBG-resveratrol | consensus statement | upper airway diseases | respiratory infections,Multidisciplinary Delphi Consensus on the Clinical Use of Intranasal Carboxymethyl-β-Glucan-Resveratrol: Evidence-Based Recommendations for Upper Airway Diseases,Journal of Clinical Medicine,2026,Giorgio Ciprandi; Germano Bettoncelli; Ignazio La Mantia; Paola Mastromarino; Michele Miraglia del Giudice; Giovanni Arturo Rossi; Oliviero Rossi; Matteo Gelardi; Attilio Varricchio,15,8,3087,https://doi.org/10.3390/jcm15083087
pmid_1330221,abstract_only,yes,yes,other,no,,intranasal interferon | rhinovirus prophylaxis | synthetic antivirals | chemoprophylaxis | human volunteer studies,[Chemoprophylaxis and chemotherapy of common colds caused by rhinoviruses: overview and outlook],Bulletin de l'Academie nationale de medecine,1992,Werner GH,176,5,669-81,https://pubmed.ncbi.nlm.nih.gov/1330221/
pmid_2454085,abstract_only,no,yes,other,yes,,epsilon-aminocaproic acid | influenza prophylaxis | animal model,[Experimental study of the prophylactic anti-influenza and interferon-inducing activity of epsilon-aminocaproic acid],Antibiotiki i khimioterapiia = Antibiotics and chemoterapy [sic],1988,Kremerman IB; Priĭmiagi LS; Lozitskiĭ VP; Tefanova VT,33,1,63-7,https://pubmed.ncbi.nlm.nih.gov/2454085/
